tree_tip,matched_MDD_name,match_type,order,family,genus,iucn_category,extinct_flag
Notopteris_macdonaldi,Notopteris_macdonaldii,synonym:MSW3,Chiroptera,Pteropodidae,Notopteris,VU,0.0
Haplonycteris_fischeri,Haplonycteris_fischeri,direct,Chiroptera,Pteropodidae,Haplonycteris,LC,0.0
Alionycteris_paucidentata,Alionycteris_paucidentata,direct,Chiroptera,Pteropodidae,Alionycteris,LC,0.0
Plerotes_anchietae,Plerotes_anchietae,direct,Chiroptera,Pteropodidae,Plerotes,LC,0.0
Latidens_salimalii,Latidens_salimalii,direct,Chiroptera,Pteropodidae,Latidens,EN,0.0
Aproteles_bulmerae,Aproteles_bulmerae,direct,Chiroptera,Pteropodidae,Aproteles,CR,0.0
Sphaerias_blanfordi,Sphaerias_blanfordi,direct,Chiroptera,Pteropodidae,Sphaerias,LC,0.0
Thoopterus_suhaniahae,Thoopterus_suhaniahae,direct,Chiroptera,Pteropodidae,Thoopterus,LC,0.0
Thoopterus_nigrescens,Thoopterus_nigrescens,direct,Chiroptera,Pteropodidae,Thoopterus,LC,0.0
Eonycteris_spelaea,Eonycteris_spelaea,direct,Chiroptera,Pteropodidae,Eonycteris,LC,0.0
Eonycteris_robusta,Eonycteris_robusta,direct,Chiroptera,Pteropodidae,Eonycteris,VU,0.0
Eonycteris_major,Eonycteris_major,direct,Chiroptera,Pteropodidae,Eonycteris,NT,0.0
Rousettus_amplexicaudatus,Rousettus_amplexicaudatus,direct,Chiroptera,Pteropodidae,Rousettus,LC,0.0
Rousettus_spinalatus,Rousettus_spinalatus,direct,Chiroptera,Pteropodidae,Rousettus,VU,0.0
Rousettus_leschenaultii,Rousettus_leschenaultii,direct,Chiroptera,Pteropodidae,Rousettus,NT,0.0
Rousettus_obliviosus,Rousettus_obliviosus,direct,Chiroptera,Pteropodidae,Rousettus,VU,0.0
Rousettus_madagascariensis,Rousettus_madagascariensis,direct,Chiroptera,Pteropodidae,Rousettus,VU,0.0
Rousettus_aegyptiacus,Rousettus_aegyptiacus,direct,Chiroptera,Pteropodidae,Rousettus,LC,0.0
Epomops_dobsonii,Epomophorus_dobsonii,synonym:MSW3,Chiroptera,Pteropodidae,Epomophorus,LC,0.0
Epomops_franqueti,Epomops_franqueti,direct,Chiroptera,Pteropodidae,Epomops,LC,0.0
Epomops_buettikoferi,Epomops_buettikoferi,direct,Chiroptera,Pteropodidae,Epomops,LC,0.0
Epomophorus_crypturus,Epomophorus_crypturus,direct,Chiroptera,Pteropodidae,Epomophorus,LC,0.0
Epomophorus_labiatus,Epomophorus_labiatus,direct,Chiroptera,Pteropodidae,Epomophorus,LC,0.0
Epomophorus_anselli,Epomophorus_anselli,direct,Chiroptera,Pteropodidae,Epomophorus,DD,0.0
Epomophorus_angolensis,Epomophorus_angolensis,direct,Chiroptera,Pteropodidae,Epomophorus,NT,0.0
Epomophorus_minimus,Epomophorus_minor,synonym:nominalName,Chiroptera,Pteropodidae,Epomophorus,LC,0.0
Epomophorus_gambianus,Epomophorus_gambianus,direct,Chiroptera,Pteropodidae,Epomophorus,LC,0.0
Micropteropus_pusillus,Epomophorus_pusillus,synonym:MSW3,Chiroptera,Pteropodidae,Epomophorus,LC,0.0
Micropteropus_intermedius,Epomophorus_intermedius,synonym:MSW3,Chiroptera,Pteropodidae,Epomophorus,DD,0.0
Epomophorus_grandis,Epomophorus_grandis,direct,Chiroptera,Pteropodidae,Epomophorus,DD,0.0
Epomophorus_wahlbergi,Epomophorus_wahlbergi,direct,Chiroptera,Pteropodidae,Epomophorus,LC,0.0
Nanonycteris_veldkampii,Nanonycteris_veldkampii,direct,Chiroptera,Pteropodidae,Nanonycteris,LC,0.0
Hypsignathus_monstrosus,Hypsignathus_monstrosus,direct,Chiroptera,Pteropodidae,Hypsignathus,LC,0.0
Megaloglossus_woermanni,Megaloglossus_woermanni,direct,Chiroptera,Pteropodidae,Megaloglossus,LC,0.0
Megaloglossus_azagnyi,Megaloglossus_azagnyi,direct,Chiroptera,Pteropodidae,Megaloglossus,LC,0.0
Myonycteris_relicta,Myonycteris_relicta,direct,Chiroptera,Pteropodidae,Myonycteris,LC,0.0
Myonycteris_torquata,Myonycteris_torquata,direct,Chiroptera,Pteropodidae,Myonycteris,LC,0.0
Myonycteris_brachycephala,Myonycteris_brachycephala,direct,Chiroptera,Pteropodidae,Myonycteris,EN,0.0
Myonycteris_angolensis,Myonycteris_angolensis,direct,Chiroptera,Pteropodidae,Myonycteris,LC,0.0
Rousettus_lanosus,Stenonycteris_lanosa,synonym:MSW3,Chiroptera,Pteropodidae,Stenonycteris,LC,0.0
Scotonycteris_zenkeri,Scotonycteris_zenkeri,direct,Chiroptera,Pteropodidae,Scotonycteris,NT,0.0
Scotonycteris_occidentalis,Scotonycteris_occidentalis,direct,Chiroptera,Pteropodidae,Scotonycteris,LC,0.0
Scotonycteris_bergmansi,Scotonycteris_bergmansi,direct,Chiroptera,Pteropodidae,Scotonycteris,LC,0.0
Casinycteris_ophiodon,Casinycteris_ophiodon,direct,Chiroptera,Pteropodidae,Casinycteris,NE,0.0
Casinycteris_campomaanensis,Casinycteris_campomaanensis,direct,Chiroptera,Pteropodidae,Casinycteris,DD,0.0
Casinycteris_argynnis,Casinycteris_argynnis,direct,Chiroptera,Pteropodidae,Casinycteris,LC,0.0
Macroglossus_sobrinus,Macroglossus_sobrinus,direct,Chiroptera,Pteropodidae,Macroglossus,LC,0.0
Macroglossus_minimus,Macroglossus_minimus,direct,Chiroptera,Pteropodidae,Macroglossus,LC,0.0
Syconycteris_hobbit,Syconycteris_hobbit,direct,Chiroptera,Pteropodidae,Syconycteris,LC,0.0
Syconycteris_australis,Syconycteris_australis,direct,Chiroptera,Pteropodidae,Syconycteris,LC,0.0
Syconycteris_carolinae,Syconycteris_carolinae,direct,Chiroptera,Pteropodidae,Syconycteris,NT,0.0
Rousettus_celebensis,Pilonycteris_celebensis,synonym:MSW3,Chiroptera,Pteropodidae,Pilonycteris,LC,0.0
Rousettus_bidens,Boneia_bidens,synonym:MSW3,Chiroptera,Pteropodidae,Boneia,VU,0.0
Harpyionycteris_whiteheadi,Harpyionycteris_whiteheadi,direct,Chiroptera,Pteropodidae,Harpyionycteris,LC,0.0
Harpyionycteris_celebensis,Harpyionycteris_celebensis,direct,Chiroptera,Pteropodidae,Harpyionycteris,NT,0.0
Dobsonia_beauforti,Dobsonia_beauforti,direct,Chiroptera,Pteropodidae,Dobsonia,LC,0.0
Dobsonia_peronii,Dobsonia_peronii,direct,Chiroptera,Pteropodidae,Dobsonia,LC,0.0
Dobsonia_anderseni,Dobsonia_anderseni,direct,Chiroptera,Pteropodidae,Dobsonia,LC,0.0
Dobsonia_chapmani,Dobsonia_chapmani,direct,Chiroptera,Pteropodidae,Dobsonia,CR,0.0
Dobsonia_emersa,Dobsonia_emersa,direct,Chiroptera,Pteropodidae,Dobsonia,VU,0.0
Dobsonia_crenulata,Dobsonia_crenulata,direct,Chiroptera,Pteropodidae,Dobsonia,LC,0.0
Dobsonia_viridis,Dobsonia_viridis,direct,Chiroptera,Pteropodidae,Dobsonia,LC,0.0
Dobsonia_inermis,Dobsonia_inermis,direct,Chiroptera,Pteropodidae,Dobsonia,LC,0.0
Dobsonia_praedatrix,Dobsonia_praedatrix,direct,Chiroptera,Pteropodidae,Dobsonia,LC,0.0
Dobsonia_pannietensis,Dobsonia_pannietensis,direct,Chiroptera,Pteropodidae,Dobsonia,NT,0.0
Dobsonia_moluccensis,Dobsonia_moluccensis,direct,Chiroptera,Pteropodidae,Dobsonia,LC,0.0
Dobsonia_exoleta,Dobsonia_exoleta,direct,Chiroptera,Pteropodidae,Dobsonia,LC,0.0
Dobsonia_minor,Dobsonia_minor,direct,Chiroptera,Pteropodidae,Dobsonia,LC,0.0
Paranyctimene_tenax,Paranyctimene_tenax,direct,Chiroptera,Pteropodidae,Paranyctimene,LC,0.0
Paranyctimene_raptor,Paranyctimene_raptor,direct,Chiroptera,Pteropodidae,Paranyctimene,LC,0.0
Nyctimene_cyclotis,Nyctimene_cyclotis,direct,Chiroptera,Pteropodidae,Nyctimene,DD,0.0
Nyctimene_masalai,Nyctimene_masalai,direct,Chiroptera,Pteropodidae,Nyctimene,DD,0.0
Nyctimene_aello,Nyctimene_aello,direct,Chiroptera,Pteropodidae,Nyctimene,LC,0.0
Nyctimene_malaitensis,Nyctimene_malaitensis,direct,Chiroptera,Pteropodidae,Nyctimene,LC,0.0
Nyctimene_certans,Nyctimene_certans,direct,Chiroptera,Pteropodidae,Nyctimene,LC,0.0
Nyctimene_rabori,Nyctimene_rabori,direct,Chiroptera,Pteropodidae,Nyctimene,EN,0.0
Nyctimene_sanctacrucis,Nyctimene_sanctacrucis,direct,Chiroptera,Pteropodidae,Nyctimene,DD,0.0
Nyctimene_robinsoni,Nyctimene_robinsoni,direct,Chiroptera,Pteropodidae,Nyctimene,LC,0.0
Nyctimene_cephalotes,Nyctimene_cephalotes,direct,Chiroptera,Pteropodidae,Nyctimene,LC,0.0
Nyctimene_albiventer,Nyctimene_albiventris,synonym:MSW3,Chiroptera,Pteropodidae,Nyctimene,LC,0.0
Nyctimene_draconilla,Nyctimene_draconilla,direct,Chiroptera,Pteropodidae,Nyctimene,DD,0.0
Nyctimene_minutus,Nyctimene_varia,synonym:MSW3,Chiroptera,Pteropodidae,Nyctimene,VU,0.0
Nyctimene_vizcaccia,Nyctimene_vizcaccia,direct,Chiroptera,Pteropodidae,Nyctimene,LC,0.0
Nyctimene_major,Nyctimene_major,direct,Chiroptera,Pteropodidae,Nyctimene,LC,0.0
Nyctimene_keasti,Nyctimene_keasti,direct,Chiroptera,Pteropodidae,Nyctimene,NT,0.0
Rousettus_linduensis,Rousettus_linduensis,direct,Chiroptera,Pteropodidae,Rousettus,DD,0.0
Eidolon_helvum,Eidolon_helvum,direct,Chiroptera,Pteropodidae,Eidolon,NT,0.0
Eidolon_dupreanum,Eidolon_dupreanum,direct,Chiroptera,Pteropodidae,Eidolon,VU,0.0
Pteralopex_flanneryi,Pteralopex_flanneryi,direct,Chiroptera,Pteropodidae,Pteralopex,CR,0.0
Pteralopex_pulchra,Pteralopex_pulchra,direct,Chiroptera,Pteropodidae,Pteralopex,CR,0.0
Pteralopex_atrata,Pteralopex_atrata,direct,Chiroptera,Pteropodidae,Pteralopex,EN,0.0
Pteralopex_taki,Pteralopex_taki,direct,Chiroptera,Pteropodidae,Pteralopex,VU,0.0
Pteralopex_anceps,Pteralopex_anceps,direct,Chiroptera,Pteropodidae,Pteralopex,EN,0.0
Mirimiri_acrodonta,Mirimiri_acrodonta,direct,Chiroptera,Pteropodidae,Mirimiri,CR,0.0
Desmalopex_microleucopterus,,unmatched,,,,,
Desmalopex_leucopterus,,unmatched,,,,,
Melonycteris_melanops,Melonycteris_melanops,direct,Chiroptera,Pteropodidae,Melonycteris,LC,0.0
Melonycteris_woodfordi,Nesonycteris_woodfordi,synonym:MSW3,Chiroptera,Pteropodidae,Nesonycteris,LC,0.0
Melonycteris_fardoulisi,Nesonycteris_fardoulisi,synonym:MSW3,Chiroptera,Pteropodidae,Nesonycteris,NT,0.0
Styloctenium_wallacei,Styloctenium_wallacei,direct,Chiroptera,Pteropodidae,Styloctenium,NT,0.0
Styloctenium_mindorensis,,unmatched,,,,,
Pteropus_fundatus,Pteropus_fundatus,direct,Chiroptera,Pteropodidae,Pteropus,EN,0.0
Pteropus_argentatus,Pteropus_aruensis,synonym:nominalName,Chiroptera,Pteropodidae,Pteropus,CR,0.0
Pteropus_ocularis,Pteropus_ocularis,direct,Chiroptera,Pteropodidae,Pteropus,VU,0.0
Pteropus_chrysoproctus,Pteropus_chrysoproctus,direct,Chiroptera,Pteropodidae,Pteropus,VU,0.0
Pteropus_caniceps,Pteropus_caniceps,direct,Chiroptera,Pteropodidae,Pteropus,VU,0.0
Pteropus_scapulatus,Pteropus_scapulatus,direct,Chiroptera,Pteropodidae,Pteropus,LC,0.0
Pteropus_loochoensis,Pteropus_mariannus,synonym:nominalName,Chiroptera,Pteropodidae,Pteropus,EN,0.0
Pteropus_livingstonii,Pteropus_livingstonii,direct,Chiroptera,Pteropodidae,Pteropus,EN,0.0
Pteropus_voeltzkowi,Pteropus_voeltzkowi,direct,Chiroptera,Pteropodidae,Pteropus,VU,0.0
Pteropus_vampyrus,Pteropus_vampyrus,direct,Chiroptera,Pteropodidae,Pteropus,EN,0.0
Pteropus_rodricensis,Pteropus_rodricensis,direct,Chiroptera,Pteropodidae,Pteropus,EN,0.0
Pteropus_giganteus,Pteropus_medius,synonym:MSW3,Chiroptera,Pteropodidae,Pteropus,NT,0.0
Pteropus_lylei,Pteropus_lylei,direct,Chiroptera,Pteropodidae,Pteropus,VU,0.0
Pteropus_niger,Pteropus_niger,direct,Chiroptera,Pteropodidae,Pteropus,EN,0.0
Pteropus_keyensis,Pteropus_keyensis,direct,Chiroptera,Pteropodidae,Pteropus,DD,0.0
Pteropus_aldabrensis,Pteropus_aldabrensis,direct,Chiroptera,Pteropodidae,Pteropus,EN,0.0
Pteropus_seychellensis,Pteropus_seychellensis,direct,Chiroptera,Pteropodidae,Pteropus,LC,0.0
Pteropus_rufus,Pteropus_rufus,direct,Chiroptera,Pteropodidae,Pteropus,VU,0.0
Pteropus_intermedius,Pteropus_intermedius,direct,Chiroptera,Pteropodidae,Pteropus,DD,0.0
Pteropus_dasymallus,Pteropus_dasymallus,direct,Chiroptera,Pteropodidae,Pteropus,VU,0.0
Pteropus_pumilus,Pteropus_pumilus,direct,Chiroptera,Pteropodidae,Pteropus,NT,0.0
Pteropus_vetulus,Pteropus_vetulus,direct,Chiroptera,Pteropodidae,Pteropus,NT,0.0
Pteropus_poliocephalus,Pteropus_poliocephalus,direct,Chiroptera,Pteropodidae,Pteropus,VU,0.0
Pteropus_rennelli,Pteropus_rennelli,direct,Chiroptera,Pteropodidae,Pteropus,EN,0.0
Pteropus_faunulus,Pteropus_faunulus,direct,Chiroptera,Pteropodidae,Pteropus,EN,0.0
Pteropus_hypomelanus,Pteropus_hypomelanus,direct,Chiroptera,Pteropodidae,Pteropus,NT,0.0
Pteropus_conspicillatus,Pteropus_conspicillatus,direct,Chiroptera,Pteropodidae,Pteropus,EN,0.0
Pteropus_alecto,Pteropus_alecto,direct,Chiroptera,Pteropodidae,Pteropus,LC,0.0
Pteropus_pohlei,Pteropus_pohlei,direct,Chiroptera,Pteropodidae,Pteropus,VU,0.0
Pteropus_mariannus,Pteropus_mariannus,direct,Chiroptera,Pteropodidae,Pteropus,EN,0.0
Pteropus_pelewensis,Pteropus_pelewensis,direct,Chiroptera,Pteropodidae,Pteropus,VU,0.0
Pteropus_yapensis,Pteropus_pelewensis,synonym:nominalName,Chiroptera,Pteropodidae,Pteropus,VU,0.0
Pteropus_tonganus,Pteropus_tonganus,direct,Chiroptera,Pteropodidae,Pteropus,LC,0.0
Pteropus_subniger,Pteropus_subniger,direct,Chiroptera,Pteropodidae,Pteropus,EX,1.0
Pteropus_admiralitatum,Pteropus_admiralitatum,direct,Chiroptera,Pteropodidae,Pteropus,LC,0.0
Pteropus_speciosus,Pteropus_speciosus,direct,Chiroptera,Pteropodidae,Pteropus,DD,0.0
Pteropus_neohibernicus,Pteropus_neohibernicus,direct,Chiroptera,Pteropodidae,Pteropus,LC,0.0
Pteropus_melanopogon,Pteropus_melanopogon,direct,Chiroptera,Pteropodidae,Pteropus,EN,0.0
Pteropus_ornatus,Pteropus_ornatus,direct,Chiroptera,Pteropodidae,Pteropus,VU,0.0
Pteropus_tuberculatus,Pteropus_tuberculatus,direct,Chiroptera,Pteropodidae,Pteropus,EN,0.0
Pteropus_nitendiensis,Pteropus_nitendiensis,direct,Chiroptera,Pteropodidae,Pteropus,EN,0.0
Pteropus_ualanus,Pteropus_ualanus,direct,Chiroptera,Pteropodidae,Pteropus,EN,0.0
Pteropus_cognatus,Pteropus_cognatus,direct,Chiroptera,Pteropodidae,Pteropus,VU,0.0
Pteropus_rayneri,Pteropus_rayneri,direct,Chiroptera,Pteropodidae,Pteropus,NT,0.0
Pteropus_melanotus,Pteropus_melanotus,direct,Chiroptera,Pteropodidae,Pteropus,VU,0.0
Pteropus_samoensis,Pteropus_samoensis,direct,Chiroptera,Pteropodidae,Pteropus,NT,0.0
Pteropus_anetianus,Pteropus_anetianus,direct,Chiroptera,Pteropodidae,Pteropus,VU,0.0
Pteropus_personatus,Pteropus_personatus,direct,Chiroptera,Pteropodidae,Pteropus,LC,0.0
Pteropus_griseus,Pteropus_griseus,direct,Chiroptera,Pteropodidae,Pteropus,VU,0.0
Pteropus_temminckii,Pteropus_temminckii,direct,Chiroptera,Pteropodidae,Pteropus,VU,0.0
Pteropus_brunneus,Pteropus_brunneus,direct,Chiroptera,Pteropodidae,Pteropus,EX,1.0
Pteropus_capistratus,Pteropus_capistratus,direct,Chiroptera,Pteropodidae,Pteropus,VU,0.0
Pteropus_aruensis,Pteropus_aruensis,direct,Chiroptera,Pteropodidae,Pteropus,CR,0.0
Pteropus_macrotis,Pteropus_macrotis,direct,Chiroptera,Pteropodidae,Pteropus,LC,0.0
Pteropus_howensis,Pteropus_howensis,direct,Chiroptera,Pteropodidae,Pteropus,CR,0.0
Pteropus_gilliardorum,Pteropus_gilliardi,synonym:MSW3,Chiroptera,Pteropodidae,Pteropus,VU,0.0
Pteropus_mahaganus,Pteropus_mahaganus,direct,Chiroptera,Pteropodidae,Pteropus,LC,0.0
Pteropus_woodfordi,Pteropus_woodfordi,direct,Chiroptera,Pteropodidae,Pteropus,LC,0.0
Pteropus_pselaphon,Pteropus_pselaphon,direct,Chiroptera,Pteropodidae,Pteropus,EN,0.0
Pteropus_pelagicus,Pteropus_pelagicus,direct,Chiroptera,Pteropodidae,Pteropus,EN,0.0
Pteropus_molossinus,Pteropus_molossinus,direct,Chiroptera,Pteropodidae,Pteropus,EN,0.0
Pteropus_tokudae,Pteropus_tokudae,direct,Chiroptera,Pteropodidae,Pteropus,EX,1.0
Pteropus_pilosus,Pteropus_pilosus,direct,Chiroptera,Pteropodidae,Pteropus,EX,1.0
Pteropus_lombocensis,Pteropus_lombocensis,direct,Chiroptera,Pteropodidae,Pteropus,DD,0.0
Acerodon_jubatus,Acerodon_jubatus,direct,Chiroptera,Pteropodidae,Acerodon,EN,0.0
Acerodon_humilis,Acerodon_humilis,direct,Chiroptera,Pteropodidae,Acerodon,EN,0.0
Acerodon_leucotis,Acerodon_leucotis,direct,Chiroptera,Pteropodidae,Acerodon,VU,0.0
Acerodon_celebensis,Acerodon_celebensis,direct,Chiroptera,Pteropodidae,Acerodon,VU,0.0
Acerodon_mackloti,Acerodon_macklotii,synonym:MSW3,Chiroptera,Pteropodidae,Acerodon,VU,0.0
Myzopoda_schliemanni,Myzopoda_schliemanni,direct,Chiroptera,Myzopodidae,Myzopoda,LC,0.0
Myzopoda_aurita,Myzopoda_aurita,direct,Chiroptera,Myzopodidae,Myzopoda,LC,0.0
Mystacina_tuberculata,Mystacina_tuberculata,direct,Chiroptera,Mystacinidae,Mystacina,VU,0.0
Mystacina_robusta,Mystacina_robusta,direct,Chiroptera,Mystacinidae,Mystacina,CR,0.0
Thyroptera_lavali,Thyroptera_lavali,direct,Chiroptera,Thyropteridae,Thyroptera,DD,0.0
Thyroptera_tricolor,Thyroptera_tricolor,direct,Chiroptera,Thyropteridae,Thyroptera,LC,0.0
Thyroptera_wynneae,Thyroptera_wynneae,direct,Chiroptera,Thyropteridae,Thyroptera,DD,0.0
Thyroptera_devivoi,Thyroptera_devivoi,direct,Chiroptera,Thyropteridae,Thyroptera,DD,0.0
Thyroptera_discifera,Thyroptera_discifera,direct,Chiroptera,Thyropteridae,Thyroptera,LC,0.0
Noctilio_leporinus,Noctilio_leporinus,direct,Chiroptera,Noctilionidae,Noctilio,LC,0.0
Noctilio_albiventris,Noctilio_albiventris,direct,Chiroptera,Noctilionidae,Noctilio,LC,0.0
Furipterus_horrens,Furipterus_horrens,direct,Chiroptera,Furipteridae,Furipterus,LC,0.0
Amorphochilus_schnablii,Amorphochilus_schnablii,direct,Chiroptera,Furipteridae,Amorphochilus,VU,0.0
Pteronotus_personatus,Pteronotus_personatus,direct,Chiroptera,Mormoopidae,Pteronotus,LC,0.0
Pteronotus_quadridens,Pteronotus_quadridens,direct,Chiroptera,Mormoopidae,Pteronotus,LC,0.0
Pteronotus_macleayii,Pteronotus_macleayii,direct,Chiroptera,Mormoopidae,Pteronotus,LC,0.0
Pteronotus_gymnonotus,Pteronotus_gymnonotus,direct,Chiroptera,Mormoopidae,Pteronotus,LC,0.0
Pteronotus_davyi,Pteronotus_davyi,direct,Chiroptera,Mormoopidae,Pteronotus,LC,0.0
Pteronotus_parnellii,Pteronotus_parnellii,direct,Chiroptera,Mormoopidae,Pteronotus,LC,0.0
Pteronotus_paraguanensis,Pteronotus_paraguanensis,direct,Chiroptera,Mormoopidae,Pteronotus,EN,0.0
Mormoops_megalophylla,Mormoops_megalophylla,direct,Chiroptera,Mormoopidae,Mormoops,LC,0.0
Mormoops_blainvillei,Mormoops_blainvillei,direct,Chiroptera,Mormoopidae,Mormoops,LC,0.0
Diaemus_youngi,Diaemus_youngii,synonym:MSW3,Chiroptera,Phyllostomidae,Diaemus,LC,0.0
Desmodus_rotundus,Desmodus_rotundus,direct,Chiroptera,Phyllostomidae,Desmodus,LC,0.0
Desmodus_draculae,,unmatched,,,,,
Scleronycteris_ega,Scleronycteris_ega,direct,Chiroptera,Phyllostomidae,Scleronycteris,DD,0.0
Neonycteris_pusilla,Neonycteris_pusilla,direct,Chiroptera,Phyllostomidae,Neonycteris,DD,0.0
Dryadonycteris_capixaba,Dryadonycteris_capixaba,direct,Chiroptera,Phyllostomidae,Dryadonycteris,DD,0.0
Diphylla_ecaudata,Diphylla_ecaudata,direct,Chiroptera,Phyllostomidae,Diphylla,LC,0.0
Micronycteris_sanborni,Micronycteris_sanborni,direct,Chiroptera,Phyllostomidae,Micronycteris,LC,0.0
Micronycteris_yatesi,Micronycteris_yatesi,direct,Chiroptera,Phyllostomidae,Micronycteris,DD,0.0
Micronycteris_schmidtorum,Micronycteris_schmidtorum,direct,Chiroptera,Phyllostomidae,Micronycteris,LC,0.0
Micronycteris_minuta,Micronycteris_minuta,direct,Chiroptera,Phyllostomidae,Micronycteris,LC,0.0
Micronycteris_matses,Micronycteris_matses,direct,Chiroptera,Phyllostomidae,Micronycteris,DD,0.0
Micronycteris_megalotis,Micronycteris_megalotis,direct,Chiroptera,Phyllostomidae,Micronycteris,LC,0.0
Micronycteris_microtis,Micronycteris_microtis,direct,Chiroptera,Phyllostomidae,Micronycteris,LC,0.0
Micronycteris_buriri,Micronycteris_buriri,direct,Chiroptera,Phyllostomidae,Micronycteris,DD,0.0
Micronycteris_giovanniae,Micronycteris_giovanniae,direct,Chiroptera,Phyllostomidae,Micronycteris,DD,0.0
Micronycteris_brosseti,Micronycteris_brosseti,direct,Chiroptera,Phyllostomidae,Micronycteris,DD,0.0
Micronycteris_hirsuta,Micronycteris_hirsuta,direct,Chiroptera,Phyllostomidae,Micronycteris,LC,0.0
Lampronycteris_brachyotis,Lampronycteris_brachyotis,direct,Chiroptera,Phyllostomidae,Lampronycteris,LC,0.0
Lonchorhina_orinocensis,Lonchorhina_orinocensis,direct,Chiroptera,Phyllostomidae,Lonchorhina,VU,0.0
Lonchorhina_aurita,Lonchorhina_aurita,direct,Chiroptera,Phyllostomidae,Lonchorhina,LC,0.0
Glossophaga_soricina,Glossophaga_soricina,direct,Chiroptera,Phyllostomidae,Glossophaga,LC,0.0
Glossophaga_morenoi,Glossophaga_morenoi,direct,Chiroptera,Phyllostomidae,Glossophaga,LC,0.0
Glossophaga_longirostris,Glossophaga_longirostris,direct,Chiroptera,Phyllostomidae,Glossophaga,LC,0.0
Glossophaga_leachii,Glossophaga_leachii,direct,Chiroptera,Phyllostomidae,Glossophaga,LC,0.0
Glossophaga_commissarisi,Glossophaga_commissarisi,direct,Chiroptera,Phyllostomidae,Glossophaga,LC,0.0
Mimon_koepckeae,Gardnerycteris_koepckeae,synonym:MSW3,Chiroptera,Phyllostomidae,Gardnerycteris,DD,0.0
Leptonycteris_nivalis,Leptonycteris_nivalis,direct,Chiroptera,Phyllostomidae,Leptonycteris,EN,0.0
Leptonycteris_yerbabuenae,Leptonycteris_yerbabuenae,direct,Chiroptera,Phyllostomidae,Leptonycteris,NT,0.0
Leptonycteris_curasoae,Leptonycteris_curasoae,direct,Chiroptera,Phyllostomidae,Leptonycteris,VU,0.0
Monophyllus_redmani,Monophyllus_redmani,direct,Chiroptera,Phyllostomidae,Monophyllus,LC,0.0
Monophyllus_plethodon,Monophyllus_plethodon,direct,Chiroptera,Phyllostomidae,Monophyllus,LC,0.0
Brachyphylla_nana,Brachyphylla_nana,direct,Chiroptera,Phyllostomidae,Brachyphylla,LC,0.0
Brachyphylla_cavernarum,Brachyphylla_cavernarum,direct,Chiroptera,Phyllostomidae,Brachyphylla,LC,0.0
Erophylla_sezekorni,Erophylla_sezekorni,direct,Chiroptera,Phyllostomidae,Erophylla,LC,0.0
Erophylla_bombifrons,Erophylla_bombifrons,direct,Chiroptera,Phyllostomidae,Erophylla,LC,0.0
Phyllonycteris_poeyi,Phyllonycteris_poeyi,direct,Chiroptera,Phyllostomidae,Phyllonycteris,LC,0.0
Phyllonycteris_aphylla,Phyllonycteris_aphylla,direct,Chiroptera,Phyllostomidae,Phyllonycteris,CR,0.0
Anoura_luismanueli,Anoura_luismanueli,direct,Chiroptera,Phyllostomidae,Anoura,LC,0.0
Anoura_cultrata,Anoura_cultrata,direct,Chiroptera,Phyllostomidae,Anoura,LC,0.0
Anoura_fistulata,Anoura_fistulata,direct,Chiroptera,Phyllostomidae,Anoura,DD,0.0
Anoura_latidens,Anoura_latidens,direct,Chiroptera,Phyllostomidae,Anoura,LC,0.0
Anoura_geoffroyi,Anoura_geoffroyi,direct,Chiroptera,Phyllostomidae,Anoura,LC,0.0
Anoura_caudifer,Anoura_caudifer,direct,Chiroptera,Phyllostomidae,Anoura,LC,0.0
Anoura_canishina,,unmatched,,,,,
Hylonycteris_underwoodi,Hylonycteris_underwoodi,direct,Chiroptera,Phyllostomidae,Hylonycteris,LC,0.0
Choeronycteris_mexicana,Choeronycteris_mexicana,direct,Chiroptera,Phyllostomidae,Choeronycteris,NT,0.0
Choeroniscus_godmani,Choeroniscus_godmani,direct,Chiroptera,Phyllostomidae,Choeroniscus,LC,0.0
Choeroniscus_periosus,Choeroniscus_periosus,direct,Chiroptera,Phyllostomidae,Choeroniscus,VU,0.0
Choeroniscus_minor,Choeroniscus_minor,direct,Chiroptera,Phyllostomidae,Choeroniscus,LC,0.0
Musonycteris_harrisoni,Musonycteris_harrisoni,direct,Chiroptera,Phyllostomidae,Musonycteris,VU,0.0
Lichonycteris_obscura,Lichonycteris_obscura,direct,Chiroptera,Phyllostomidae,Lichonycteris,LC,0.0
Lonchophylla_thomasi,Hsunycteris_thomasi,synonym:MSW3,Chiroptera,Phyllostomidae,Hsunycteris,LC,0.0
Lonchophylla_bokermanni,Lonchophylla_bokermanni,direct,Chiroptera,Phyllostomidae,Lonchophylla,EN,0.0
Lonchophylla_handleyi,Lonchophylla_handleyi,direct,Chiroptera,Phyllostomidae,Lonchophylla,LC,0.0
Lonchophylla_orienticollina,Lonchophylla_orienticollina,direct,Chiroptera,Phyllostomidae,Lonchophylla,DD,0.0
Lonchophylla_robusta,Lonchophylla_robusta,direct,Chiroptera,Phyllostomidae,Lonchophylla,LC,0.0
Lonchophylla_fornicata,Lonchophylla_fornicata,direct,Chiroptera,Phyllostomidae,Lonchophylla,DD,0.0
Lonchophylla_orcesi,Lonchophylla_orcesi,direct,Chiroptera,Phyllostomidae,Lonchophylla,DD,0.0
