tree_tip,matched_MDD_name,match_type,order,family,genus,iucn_category,extinct_flag
Pogonomys_loriae,Pogonomys_loriae,direct,Rodentia,Muridae,Pogonomys,LC,0.0
Macruromys_major,Macruromys_major,direct,Rodentia,Muridae,Macruromys,LC,0.0
Macruromys_elegans,Macruromys_elegans,direct,Rodentia,Muridae,Macruromys,DD,0.0
Chiruromys_vates,Chiruromys_vates,direct,Rodentia,Muridae,Chiruromys,LC,0.0
Chiruromys_lamia,Chiruromys_lamia,direct,Rodentia,Muridae,Chiruromys,LC,0.0
Chiruromys_forbesi,Chiruromys_forbesi,direct,Rodentia,Muridae,Chiruromys,LC,0.0
Lorentzimys_nouhuysi,Lorentzimys_nouhuysii,synonym:MSW3,Rodentia,Muridae,Lorentzimys,LC,0.0
Palawanomys_furvus,Palawanomys_furvus,direct,Rodentia,Muridae,Palawanomys,LC,0.0
Mammelomys_rattoides,Mammelomys_rattoides,direct,Rodentia,Muridae,Mammelomys,LC,0.0
Mammelomys_lanosus,Mammelomys_lanosus,direct,Rodentia,Muridae,Mammelomys,LC,0.0
Coryphomys_buehleri,Coryphomys_buehleri,direct,Rodentia,Muridae,Coryphomys,EX,1.0
Abeomelomys_sevia,Abeomelomys_sevia,direct,Rodentia,Muridae,Abeomelomys,LC,0.0
Mallomys_rothschildi,Mallomys_rothschildi,direct,Rodentia,Muridae,Mallomys,LC,0.0
Mallomys_aroaensis,Mallomys_aroaensis,direct,Rodentia,Muridae,Mallomys,LC,0.0
Mallomys_istapantap,Mallomys_istapantap,direct,Rodentia,Muridae,Mallomys,LC,0.0
Mallomys_gunung,Mallomys_gunung,direct,Rodentia,Muridae,Mallomys,EN,0.0
Thamnomys_venustus,Thamnomys_venustus,direct,Rodentia,Muridae,Thamnomys,LC,0.0
Thamnomys_kempi,Thamnomys_kempi,direct,Rodentia,Muridae,Thamnomys,VU,0.0
Thamnomys_schoutedeni,Thamnomys_schoutedeni,direct,Rodentia,Muridae,Thamnomys,DD,0.0
Pseudohydromys_germani,Pseudohydromys_germani,direct,Rodentia,Muridae,Pseudohydromys,DD,0.0
Pseudohydromys_sandrae,Pseudohydromys_sandrae,direct,Rodentia,Muridae,Pseudohydromys,LC,0.0
Pseudohydromys_occidentalis,Pseudohydromys_occidentalis,direct,Rodentia,Muridae,Pseudohydromys,DD,0.0
Pseudohydromys_berniceae,Pseudohydromys_berniceae,direct,Rodentia,Muridae,Pseudohydromys,LC,0.0
Pseudohydromys_fuscus,Pseudohydromys_fuscus,direct,Rodentia,Muridae,Pseudohydromys,LC,0.0
Pseudohydromys_carlae,Pseudohydromys_carlae,direct,Rodentia,Muridae,Pseudohydromys,DD,0.0
Pseudohydromys_pumehanae,Pseudohydromys_pumehanae,direct,Rodentia,Muridae,Pseudohydromys,DD,0.0
Pseudohydromys_murinus,Pseudohydromys_murinus,direct,Rodentia,Muridae,Pseudohydromys,LC,0.0
Pseudohydromys_ellermani,Pseudohydromys_ellermani,direct,Rodentia,Muridae,Pseudohydromys,LC,0.0
Pseudohydromys_musseri,Pseudohydromys_musseri,direct,Rodentia,Muridae,Pseudohydromys,DD,0.0
Pseudohydromys_eleanorae,Pseudohydromys_eleanorae,direct,Rodentia,Muridae,Pseudohydromys,DD,0.0
Pseudohydromys_patriciae,Pseudohydromys_patriciae,direct,Rodentia,Muridae,Pseudohydromys,DD,0.0
Komodomys_rintjanus,Komodomys_rintjanus,direct,Rodentia,Muridae,Komodomys,VU,0.0
Tryphomys_adustus,Tryphomys_adustus,direct,Rodentia,Muridae,Tryphomys,DD,0.0
Xeromys_myoides,Xeromys_myoides,direct,Rodentia,Muridae,Xeromys,VU,0.0
Anonymomys_mindorensis,Anonymomys_mindorensis,direct,Rodentia,Muridae,Anonymomys,DD,0.0
Kadarsanomys_sodyi,Kadarsanomys_sodyi,direct,Rodentia,Muridae,Kadarsanomys,EN,0.0
Leptomys_elegans,Leptomys_elegans,direct,Rodentia,Muridae,Leptomys,LC,0.0
Leptomys_signatus,Leptomys_signatus,direct,Rodentia,Muridae,Leptomys,LC,0.0
Leptomys_ernstmayri,Leptomys_ernstmayri,direct,Rodentia,Muridae,Leptomys,LC,0.0
Hydromys_chrysogaster,Hydromys_chrysogaster,direct,Rodentia,Muridae,Hydromys,LC,0.0
Hydromys_hussoni,Hydromys_hussoni,direct,Rodentia,Muridae,Hydromys,DD,0.0
Hydromys_ziegleri,Hydromys_ziegleri,direct,Rodentia,Muridae,Hydromys,DD,0.0
Hydromys_neobritannicus,Hydromys_neobrittanicus,synonym:MSW3,Rodentia,Muridae,Hydromys,DD,0.0
Parahydromys_asper,Parahydromys_asper,direct,Rodentia,Muridae,Parahydromys,LC,0.0
Lenothrix_canus,Lenothrix_cana,synonym:MSW3,Rodentia,Muridae,Lenothrix,LC,0.0
Crossomys_moncktoni,Crossomys_moncktoni,direct,Rodentia,Muridae,Crossomys,LC,0.0
Uromys_caudimaculatus,Uromys_caudimaculatus,direct,Rodentia,Muridae,Uromys,LC,0.0
Uromys_hadrourus,Uromys_hadrourus,direct,Rodentia,Muridae,Uromys,NT,0.0
Uromys_rex,Uromys_rex,direct,Rodentia,Muridae,Uromys,EN,0.0
Uromys_anak,Uromys_anak,direct,Rodentia,Muridae,Uromys,LC,0.0
Uromys_porculus,Uromys_porculus,direct,Rodentia,Muridae,Uromys,CR,0.0
Uromys_emmae,Uromys_emmae,direct,Rodentia,Muridae,Uromys,CR,0.0
Uromys_siebersi,Uromys_siebersi,direct,Rodentia,Muridae,Uromys,DD,0.0
Uromys_neobritannicus,Uromys_neobrittanicus,synonym:MSW3,Rodentia,Muridae,Uromys,NT,0.0
Uromys_imperator,Uromys_imperator,direct,Rodentia,Muridae,Uromys,CR,0.0
Uromys_boeadii,Uromys_boeadii,direct,Rodentia,Muridae,Uromys,CR,0.0
Melomys_fulgens,Melomys_fulgens,direct,Rodentia,Muridae,Melomys,VU,0.0
Melomys_aerosus,Melomys_aerosus,direct,Rodentia,Muridae,Melomys,EN,0.0
Melomys_arcium,Melomys_arcium,direct,Rodentia,Muridae,Melomys,DD,0.0
Melomys_caurinus,Melomys_caurinus,direct,Rodentia,Muridae,Melomys,EN,0.0
Melomys_bougainville,Melomys_bougainville,direct,Rodentia,Muridae,Melomys,DD,0.0
Solomys_sapientis,Solomys_sapientis,direct,Rodentia,Muridae,Solomys,EN,0.0
Solomys_salebrosus,Solomys_salebrosus,direct,Rodentia,Muridae,Solomys,VU,0.0
Solomys_ponceleti,Solomys_ponceleti,direct,Rodentia,Muridae,Solomys,CR,0.0
Solomys_salamonis,Solomys_salamonis,direct,Rodentia,Muridae,Solomys,DD,0.0
Melomys_capensis,Melomys_capensis,direct,Rodentia,Muridae,Melomys,LC,0.0
Melomys_lutillus,Melomys_lutillus,direct,Rodentia,Muridae,Melomys,LC,0.0
Melomys_rubicola,Melomys_rubicola,direct,Rodentia,Muridae,Melomys,EX,1.0
Melomys_frigicola,Melomys_frigicola,direct,Rodentia,Muridae,Melomys,LC,0.0
Melomys_cervinipes,Melomys_cervinipes,direct,Rodentia,Muridae,Melomys,LC,0.0
Melomys_obiensis,Melomys_obiensis,direct,Rodentia,Muridae,Melomys,LC,0.0
Melomys_howi,Melomys_howi,direct,Rodentia,Muridae,Melomys,DD,0.0
Melomys_fraterculus,Melomys_fraterculus,direct,Rodentia,Muridae,Melomys,EN,0.0
Melomys_rufescens,Melomys_rufescens,direct,Rodentia,Muridae,Melomys,LC,0.0
Melomys_bannisteri,Melomys_bannisteri,direct,Rodentia,Muridae,Melomys,EN,0.0
Melomys_leucogaster,Melomys_leucogaster,direct,Rodentia,Muridae,Melomys,LC,0.0
Melomys_cooperae,Melomys_cooperae,direct,Rodentia,Muridae,Melomys,DD,0.0
Melomys_paveli,Melomys_paveli,direct,Rodentia,Muridae,Melomys,DD,0.0
Melomys_dollmani,Melomys_dollmani,direct,Rodentia,Muridae,Melomys,LC,0.0
Melomys_matambuai,Melomys_matambuai,direct,Rodentia,Muridae,Melomys,EN,0.0
Melomys_talaudium,Melomys_talaudium,direct,Rodentia,Muridae,Melomys,EN,0.0
Melomys_burtoni,Melomys_burtoni,direct,Rodentia,Muridae,Melomys,LC,0.0
Paramelomys_naso,Paramelomys_naso,direct,Rodentia,Muridae,Paramelomys,LC,0.0
Paramelomys_steini,Paramelomys_steini,direct,Rodentia,Muridae,Paramelomys,DD,0.0
Paramelomys_lorentzii,Paramelomys_lorentzii,direct,Rodentia,Muridae,Paramelomys,LC,0.0
Paramelomys_platyops,Paramelomys_platyops,direct,Rodentia,Muridae,Paramelomys,LC,0.0
Paramelomys_rubex,Paramelomys_rubex,direct,Rodentia,Muridae,Paramelomys,LC,0.0
Paramelomys_gressitti,Paramelomys_gressitti,direct,Rodentia,Muridae,Paramelomys,EN,0.0
Paramelomys_moncktoni,Paramelomys_moncktoni,direct,Rodentia,Muridae,Paramelomys,LC,0.0
Paramelomys_levipes,Paramelomys_levipes,direct,Rodentia,Muridae,Paramelomys,LC,0.0
Paramelomys_mollis,Paramelomys_mollis,direct,Rodentia,Muridae,Paramelomys,LC,0.0
Leporillus_conditor,Leporillus_conditor,direct,Rodentia,Muridae,Leporillus,NT,0.0
Leporillus_apicalis,Leporillus_apicalis,direct,Rodentia,Muridae,Leporillus,EX,1.0
Conilurus_penicillatus,Conilurus_penicillatus,direct,Rodentia,Muridae,Conilurus,VU,0.0
Conilurus_albipes,Conilurus_albipes,direct,Rodentia,Muridae,Conilurus,EX,1.0
Nilopegamys_plumbeus,Nilopegamys_plumbeus,direct,Rodentia,Muridae,Nilopegamys,CR,0.0
Mesembriomys_macrurus,Mesembriomys_macrurus,direct,Rodentia,Muridae,Mesembriomys,NT,0.0
Mesembriomys_gouldii,Mesembriomys_gouldii,direct,Rodentia,Muridae,Mesembriomys,VU,0.0
Notomys_alexis,Notomys_alexis,direct,Rodentia,Muridae,Notomys,LC,0.0
Notomys_longicaudatus,Notomys_longicaudatus,direct,Rodentia,Muridae,Notomys,EX,1.0
Notomys_aquilo,Notomys_aquilo,direct,Rodentia,Muridae,Notomys,EN,0.0
Notomys_mordax,Notomys_mordax,direct,Rodentia,Muridae,Notomys,EX,1.0
Notomys_cervinus,Notomys_cervinus,direct,Rodentia,Muridae,Notomys,NT,0.0
Notomys_macrotis,Notomys_macrotis,direct,Rodentia,Muridae,Notomys,EX,1.0
Notomys_mitchellii,Notomys_mitchellii,direct,Rodentia,Muridae,Notomys,LC,0.0
Notomys_amplus,Notomys_amplus,direct,Rodentia,Muridae,Notomys,EX,1.0
Notomys_fuscus,Notomys_fuscus,direct,Rodentia,Muridae,Notomys,NT,0.0
Pseudomys_chapmani,Pseudomys_chapmani,direct,Rodentia,Muridae,Pseudomys,LC,0.0
Pseudomys_desertor,Pseudomys_desertor,direct,Rodentia,Muridae,Pseudomys,LC,0.0
Pseudomys_occidentalis,Pseudomys_occidentalis,direct,Rodentia,Muridae,Pseudomys,NT,0.0
Pseudomys_hermannsburgensis,Pseudomys_hermannsburgensis,direct,Rodentia,Muridae,Pseudomys,LC,0.0
Pseudomys_shortridgei,Pseudomys_shortridgei,direct,Rodentia,Muridae,Pseudomys,EN,0.0
Pseudomys_gracilicaudatus,Pseudomys_gracilicaudatus,direct,Rodentia,Muridae,Pseudomys,LC,0.0
Pseudomys_higginsi,Pseudomys_higginsi,direct,Rodentia,Muridae,Pseudomys,LC,0.0
Pseudomys_pilligaensis,Pseudomys_mimulus,synonym:nominalName,Rodentia,Muridae,Pseudomys,NE,0.0
Pseudomys_calabyi,Pseudomys_calabyi,direct,Rodentia,Muridae,Pseudomys,VU,0.0
Pseudomys_patrius,Pseudomys_patrius,direct,Rodentia,Muridae,Pseudomys,LC,0.0
Pseudomys_glaucus,Pseudomys_glaucus,direct,Rodentia,Muridae,Pseudomys,EX,1.0
Pseudomys_oralis,Pseudomys_oralis,direct,Rodentia,Muridae,Pseudomys,VU,0.0
Pseudomys_delicatulus,Pseudomys_delicatulus,direct,Rodentia,Muridae,Pseudomys,LC,0.0
Pseudomys_bolami,Pseudomys_bolami,direct,Rodentia,Muridae,Pseudomys,LC,0.0
Mastacomys_fuscus,Mastacomys_fuscus,direct,Rodentia,Muridae,Mastacomys,NT,0.0
Pseudomys_gouldii,Pseudomys_gouldii,direct,Rodentia,Muridae,Pseudomys,VU,0.0
Pseudomys_fumeus,Pseudomys_fumeus,direct,Rodentia,Muridae,Pseudomys,VU,0.0
Pseudomys_australis,Pseudomys_australis,direct,Rodentia,Muridae,Pseudomys,VU,0.0
Pseudomys_apodemoides,Pseudomys_apodemoides,direct,Rodentia,Muridae,Pseudomys,LC,0.0
Pseudomys_fieldi,Pseudomys_gouldii,synonym:nominalName,Rodentia,Muridae,Pseudomys,VU,0.0
Pseudomys_nanus,Pseudomys_nanus,direct,Rodentia,Muridae,Pseudomys,LC,0.0
Pseudomys_novaehollandiae,Pseudomys_novaehollandiae,direct,Rodentia,Muridae,Pseudomys,VU,0.0
Pseudomys_johnsoni,Pseudomys_johnsoni,direct,Rodentia,Muridae,Pseudomys,LC,0.0
Pseudomys_albocinereus,Pseudomys_albocinereus,direct,Rodentia,Muridae,Pseudomys,LC,0.0
Zyzomys_woodwardi,Zyzomys_woodwardi,direct,Rodentia,Muridae,Zyzomys,LC,0.0
Zyzomys_argurus,Zyzomys_argurus,direct,Rodentia,Muridae,Zyzomys,LC,0.0
Zyzomys_palatalis,Zyzomys_palatalis,direct,Rodentia,Muridae,Zyzomys,CR,0.0
Zyzomys_maini,Zyzomys_maini,direct,Rodentia,Muridae,Zyzomys,VU,0.0
Zyzomys_pedunculatus,Zyzomys_pedunculatus,direct,Rodentia,Muridae,Zyzomys,CR,0.0
Leggadina_lakedownensis,Leggadina_lakedownensis,direct,Rodentia,Muridae,Leggadina,LC,0.0
Leggadina_forresti,Leggadina_forresti,direct,Rodentia,Muridae,Leggadina,LC,0.0
Tateomys_rhinogradoides,Tateomys_rhinogradoides,direct,Rodentia,Muridae,Tateomys,LC,0.0
Tateomys_macrocercus,Tateomys_macrocercus,direct,Rodentia,Muridae,Tateomys,NT,0.0
Protochromys_fellowsi,Protochromys_fellowsi,direct,Rodentia,Muridae,Protochromys,LC,0.0
Coccymys_kirrhos,Coccymys_kirrhos,direct,Rodentia,Muridae,Coccymys,DD,0.0
Coccymys_albidens,Brassomys_albidens,synonym:MSW3,Rodentia,Muridae,Brassomys,DD,0.0
Coccymys_ruemmleri,Coccymys_ruemmleri,direct,Rodentia,Muridae,Coccymys,LC,0.0
Anisomys_imitator,Anisomys_imitator,direct,Rodentia,Muridae,Anisomys,LC,0.0
Chiropodomys_major,Chiropodomys_major,direct,Rodentia,Muridae,Chiropodomys,LC,0.0
Chiropodomys_karlkoopmani,Chiropodomys_karlkoopmani,direct,Rodentia,Muridae,Chiropodomys,VU,0.0
Chiropodomys_muroides,Chiropodomys_muroides,direct,Rodentia,Muridae,Chiropodomys,DD,0.0
Chiropodomys_pusillus,Chiropodomys_pusillus,direct,Rodentia,Muridae,Chiropodomys,DD,0.0
Chiropodomys_gliroides,Chiropodomys_gliroides,direct,Rodentia,Muridae,Chiropodomys,LC,0.0
Chiropodomys_calamianensis,Chiropodomys_calamianensis,direct,Rodentia,Muridae,Chiropodomys,DD,0.0
Mus_pahari,Mus_pahari,direct,Rodentia,Muridae,Mus,LC,0.0
Mus_crociduroides,Mus_crociduroides,direct,Rodentia,Muridae,Mus,DD,0.0
Malpaisomys_insularis,,unmatched,,,,,
Mus_saxicola,Mus_saxicola,direct,Rodentia,Muridae,Mus,LC,0.0
Mus_platythrix,Mus_platythrix,direct,Rodentia,Muridae,Mus,LC,0.0
Mus_spretus,Mus_spretus,direct,Rodentia,Muridae,Mus,LC,0.0
Mus_macedonicus,Mus_macedonicus,direct,Rodentia,Muridae,Mus,LC,0.0
Mus_spicilegus,Mus_spicilegus,direct,Rodentia,Muridae,Mus,LC,0.0
Mus_cypriacus,Mus_cypriacus,direct,Rodentia,Muridae,Mus,LC,0.0
Mus_musculus,Mus_musculus,direct,Rodentia,Muridae,Mus,LC,0.0
Mus_famulus,Mus_famulus,direct,Rodentia,Muridae,Mus,EN,0.0
Mus_terricolor,Mus_terricolor,direct,Rodentia,Muridae,Mus,LC,0.0
Mus_fernandoni,Mus_fernandoni,direct,Rodentia,Muridae,Mus,EN,0.0
Mus_booduga,Mus_booduga,direct,Rodentia,Muridae,Mus,LC,0.0
Mus_fragilicauda,Mus_fragilicauda,direct,Rodentia,Muridae,Mus,LC,0.0
Mus_goundae,Mus_goundae,direct,Rodentia,Muridae,Mus,DD,0.0
Mus_caroli,Mus_caroli,direct,Rodentia,Muridae,Mus,LC,0.0
Mus_cookii,Mus_cookii,direct,Rodentia,Muridae,Mus,LC,0.0
Mus_setzeri,Mus_setzeri,direct,Rodentia,Muridae,Mus,LC,0.0
Mus_cervicolor,Mus_cervicolor,direct,Rodentia,Muridae,Mus,LC,0.0
Mus_bufo,Mus_bufo,direct,Rodentia,Muridae,Mus,LC,0.0
Mus_setulosus,Mus_setulosus,direct,Rodentia,Muridae,Mus,LC,0.0
Mus_mahomet,Mus_mahomet,direct,Rodentia,Muridae,Mus,LC,0.0
Mus_mattheyi,Mus_mattheyi,direct,Rodentia,Muridae,Mus,LC,0.0
Mus_haussa,Mus_haussa,direct,Rodentia,Muridae,Mus,LC,0.0
Mus_vulcani,Mus_vulcani,direct,Rodentia,Muridae,Mus,LC,0.0
Mus_tenellus,Mus_tenellus,direct,Rodentia,Muridae,Mus,LC,0.0
Mus_phillipsi,Mus_phillipsi,direct,Rodentia,Muridae,Mus,LC,0.0
Mus_minutoides,Mus_minutoides,direct,Rodentia,Muridae,Mus,LC,0.0
Mus_musculoides,Mus_musculoides,direct,Rodentia,Muridae,Mus,LC,0.0
Mus_indutus,Mus_indutus,direct,Rodentia,Muridae,Mus,LC,0.0
Mus_neavei,Mus_neavei,direct,Rodentia,Muridae,Mus,DD,0.0
Mus_sorella,Mus_sorella,direct,Rodentia,Muridae,Mus,LC,0.0
Mus_orangiae,Mus_minutoides,synonym:nominalName,Rodentia,Muridae,Mus,LC,0.0
Mus_shortridgei,Mus_shortridgei,direct,Rodentia,Muridae,Mus,LC,0.0
Mus_baoulei,Mus_baoulei,direct,Rodentia,Muridae,Mus,LC,0.0
Muriculus_imberbis,Mus_imberbis,synonym:MSW3,Rodentia,Muridae,Mus,LC,0.0
Mus_callewaerti,Mus_callewaerti,direct,Rodentia,Muridae,Mus,DD,0.0
Mus_mayori,Mus_mayori,direct,Rodentia,Muridae,Mus,VU,0.0
Mus_triton,Mus_triton,direct,Rodentia,Muridae,Mus,LC,0.0
Mus_oubanguii,Mus_oubanguii,direct,Rodentia,Muridae,Mus,DD,0.0
Mastomys_pernanus,Serengetimys_pernanus,synonym:MSW3,Rodentia,Muridae,Serengetimys,DD,0.0
Praomys_delectorum,Montemys_delectorum,synonym:MSW3,Rodentia,Muridae,Montemys,LC,0.0
Hylomyscus_alleni,Hylomyscus_alleni,direct,Rodentia,Muridae,Hylomyscus,LC,0.0
Hylomyscus_pamfi,Hylomyscus_pamfi,direct,Rodentia,Muridae,Hylomyscus,DD,0.0
Hylomyscus_walterverheyeni,Hylomyscus_walterverheyeni,direct,Rodentia,Muridae,Hylomyscus,LC,0.0
Hylomyscus_stella,Hylomyscus_stella,direct,Rodentia,Muridae,Hylomyscus,LC,0.0
Hylomyscus_parvus,Hylomyscus_parvus,direct,Rodentia,Muridae,Hylomyscus,LC,0.0
Hylomyscus_anselli,Hylomyscus_anselli,direct,Rodentia,Muridae,Hylomyscus,LC,0.0
Hylomyscus_arcimontensis,Hylomyscus_arcimontensis,direct,Rodentia,Muridae,Hylomyscus,LC,0.0
Hylomyscus_kerbispeterhansi,Hylomyscus_kerbispeterhansi,direct,Rodentia,Muridae,Hylomyscus,LC,0.0
Hylomyscus_aeta,Hylomyscus_aeta,direct,Rodentia,Muridae,Hylomyscus,LC,0.0
Hylomyscus_grandis,Hylomyscus_grandis,direct,Rodentia,Muridae,Hylomyscus,EN,0.0
Hylomyscus_baeri,Hylomyscus_baeri,direct,Rodentia,Muridae,Hylomyscus,EN,0.0
Heimyscus_fumosus,Heimyscus_fumosus,direct,Rodentia,Muridae,Heimyscus,LC,0.0
Hylomyscus_denniae,Hylomyscus_denniae,direct,Rodentia,Muridae,Hylomyscus,LC,0.0
Hylomyscus_vulcanorum,Hylomyscus_vulcanorum,direct,Rodentia,Muridae,Hylomyscus,LC,0.0
Hylomyscus_endorobae,Hylomyscus_endorobae,direct,Rodentia,Muridae,Hylomyscus,LC,0.0
Hylomyscus_carillus,Hylomyscus_carillus,direct,Rodentia,Muridae,Hylomyscus,LC,0.0
Praomys_rostratus,Praomys_rostratus,direct,Rodentia,Muridae,Praomys,LC,0.0
Myomyscus_angolensis,Mastomys_angolensis,synonym:MSW3,Rodentia,Muridae,Mastomys,LC,0.0
Praomys_obscurus,Praomys_obscurus,direct,Rodentia,Muridae,Praomys,EN,0.0
Praomys_hartwigi,Praomys_hartwigi,direct,Rodentia,Muridae,Praomys,VU,0.0
Praomys_petteri,Praomys_petteri,direct,Rodentia,Muridae,Praomys,LC,0.0
Praomys_coetzeei,Praomys_coetzeei,direct,Rodentia,Muridae,Praomys,DD,0.0
Praomys_morio,Praomys_morio,direct,Rodentia,Muridae,Praomys,EN,0.0
Praomys_tullbergi,Praomys_tullbergi,direct,Rodentia,Muridae,Praomys,LC,0.0
Praomys_misonnei,Praomys_misonnei,direct,Rodentia,Muridae,Praomys,LC,0.0
Praomys_daltoni,Praomys_daltoni,direct,Rodentia,Muridae,Praomys,LC,0.0
Praomys_derooi,Praomys_daltoni,synonym:nominalName,Rodentia,Muridae,Praomys,LC,0.0
Praomys_degraaffi,Praomys_degraaffi,direct,Rodentia,Muridae,Praomys,LC,0.0
Praomys_mutoni,Praomys_mutoni,direct,Rodentia,Muridae,Praomys,NT,0.0
Praomys_minor,Praomys_minor,direct,Rodentia,Muridae,Praomys,LC,0.0
Mastomys_shortridgei,Mastomys_shortridgei,direct,Rodentia,Muridae,Mastomys,LC,0.0
Praomys_jacksoni,Praomys_jacksoni,direct,Rodentia,Muridae,Praomys,LC,0.0
Myomyscus_brockmani,Ochromyscus_brockmani,synonym:MSW3,Rodentia,Muridae,Ochromyscus,LC,0.0
Mastomys_awashensis,Mastomys_awashensis,direct,Rodentia,Muridae,Mastomys,LC,0.0
Mastomys_natalensis,Mastomys_natalensis,direct,Rodentia,Muridae,Mastomys,LC,0.0
Mastomys_erythroleucus,Mastomys_erythroleucus,direct,Rodentia,Muridae,Mastomys,LC,0.0
Mastomys_coucha,Mastomys_coucha,direct,Rodentia,Muridae,Mastomys,LC,0.0
Mastomys_huberti,Mastomys_huberti,direct,Rodentia,Muridae,Mastomys,LC,0.0
Mastomys_kollmannspergeri,Mastomys_kollmannspergeri,direct,Rodentia,Muridae,Mastomys,LC,0.0
Stenocephalemys_ruppi,Stenocephalemys_ruppi,direct,Rodentia,Muridae,Stenocephalemys,DD,0.0
Stenocephalemys_albocaudata,Stenocephalemys_albocaudatus,synonym:MSW3,Rodentia,Muridae,Stenocephalemys,LC,0.0
Stenocephalemys_albipes,Stenocephalemys_albipes,direct,Rodentia,Muridae,Stenocephalemys,LC,0.0
Stenocephalemys_griseicauda,Stenocephalemys_griseicauda,direct,Rodentia,Muridae,Stenocephalemys,LC,0.0
Myomyscus_yemeni,Ochromyscus_yemeni,synonym:MSW3,Rodentia,Muridae,Ochromyscus,DD,0.0
Praomys_verschureni,Congomys_verschureni,synonym:MSW3,Rodentia,Muridae,Congomys,DD,0.0
Praomys_lukolelae,Congomys_lukolelae,synonym:MSW3,Rodentia,Muridae,Congomys,LC,0.0
Myomyscus_verreauxii,Myomyscus_verreauxi,synonym:MSW3,Rodentia,Muridae,Myomyscus,LC,0.0
Zelotomys_woosnami,Zelotomys_woosnami,direct,Rodentia,Muridae,Zelotomys,LC,0.0
Zelotomys_hildegardeae,Zelotomys_hildegardeae,direct,Rodentia,Muridae,Zelotomys,LC,0.0
Colomys_goslingi,Colomys_goslingi,direct,Rodentia,Muridae,Colomys,LC,0.0
Apodemus_speciosus,Apodemus_speciosus,direct,Rodentia,Muridae,Apodemus,LC,0.0
Apodemus_peninsulae,Apodemus_peninsulae,direct,Rodentia,Muridae,Apodemus,LC,0.0
Apodemus_agrarius,Apodemus_agrarius,direct,Rodentia,Muridae,Apodemus,LC,0.0
Apodemus_chevrieri,Apodemus_chevrieri,direct,Rodentia,Muridae,Apodemus,LC,0.0
Apodemus_latronum,Apodemus_latronum,direct,Rodentia,Muridae,Apodemus,LC,0.0
Apodemus_rusiges,Apodemus_rusiges,direct,Rodentia,Muridae,Apodemus,LC,0.0
Apodemus_draco,Apodemus_draco,direct,Rodentia,Muridae,Apodemus,LC,0.0
Apodemus_semotus,Apodemus_semotus,direct,Rodentia,Muridae,Apodemus,LC,0.0
Apodemus_witherbyi,Apodemus_witherbyi,direct,Rodentia,Muridae,Apodemus,LC,0.0
Apodemus_alpicola,Apodemus_alpicola,direct,Rodentia,Muridae,Apodemus,LC,0.0
Apodemus_uralensis,Apodemus_uralensis,direct,Rodentia,Muridae,Apodemus,LC,0.0
Apodemus_pallipes,Apodemus_pallipes,direct,Rodentia,Muridae,Apodemus,LC,0.0
Apodemus_sylvaticus,Apodemus_sylvaticus,direct,Rodentia,Muridae,Apodemus,LC,0.0
Apodemus_flavicollis,Apodemus_flavicollis,direct,Rodentia,Muridae,Apodemus,LC,0.0
Apodemus_ponticus,Apodemus_ponticus,direct,Rodentia,Muridae,Apodemus,LC,0.0
Apodemus_mystacinus,Apodemus_mystacinus,direct,Rodentia,Muridae,Apodemus,LC,0.0
Apodemus_hyrcanicus,Apodemus_hyrcanicus,direct,Rodentia,Muridae,Apodemus,NT,0.0
Apodemus_epimelas,Apodemus_epimelas,direct,Rodentia,Muridae,Apodemus,LC,0.0
Apodemus_gurkha,Apodemus_gurkha,direct,Rodentia,Muridae,Apodemus,LC,0.0
Apodemus_argenteus,Apodemus_argenteus,direct,Rodentia,Muridae,Apodemus,LC,0.0
Tokudaia_tokunoshimensis,Tokudaia_tokunoshimensis,direct,Rodentia,Muridae,Tokudaia,EN,0.0
Tokudaia_osimensis,Tokudaia_osimensis,direct,Rodentia,Muridae,Tokudaia,EN,0.0
Tokudaia_muenninki,Tokudaia_muenninki,direct,Rodentia,Muridae,Tokudaia,CR,0.0
Malacomys_longipes,Malacomys_longipes,direct,Rodentia,Muridae,Malacomys,LC,0.0
Malacomys_edwardsi,Malacomys_edwardsi,direct,Rodentia,Muridae,Malacomys,LC,0.0
Malacomys_cansdalei,Malacomys_cansdalei,direct,Rodentia,Muridae,Malacomys,LC,0.0
Parotomys_littledalei,Otomys_littledalei,synonym:MSW3,Rodentia,Muridae,Otomys,LC,0.0
Otomys_unisulcatus,Otomys_unisulcatus,direct,Rodentia,Muridae,Otomys,LC,0.0
Otomys_sloggetti,Otomys_sloggetti,direct,Rodentia,Muridae,Otomys,LC,0.0
Otomys_lacustris,Otomys_lacustris,direct,Rodentia,Muridae,Otomys,LC,0.0
Otomys_thomasi,Otomys_thomasi,direct,Rodentia,Muridae,Otomys,VU,0.0
Otomys_anchietae,Otomys_anchietae,direct,Rodentia,Muridae,Otomys,LC,0.0
Otomys_denti,Otomys_denti,direct,Rodentia,Muridae,Otomys,LC,0.0
Otomys_typus,Otomys_typus,direct,Rodentia,Muridae,Otomys,LC,0.0
Otomys_fortior,Otomys_fortior,direct,Rodentia,Muridae,Otomys,VU,0.0
Otomys_helleri,Otomys_helleri,direct,Rodentia,Muridae,Otomys,LC,0.0
Otomys_occidentalis,Otomys_occidentalis,direct,Rodentia,Muridae,Otomys,VU,0.0
