tree,PD,ePDloss
99,127881.198540246,14320.3544788545
100,124602.892917374,13502.7244114513
101,128095.644623722,13588.3948326084
102,127302.983474968,14120.9194025622
103,136457.346777947,14645.7936977978
104,126119.26993703,13480.6359086038
105,126850.029951599,13732.733514985
106,127908.870759422,14122.0667825953
107,141209.327072884,15415.3242491674
108,140666.890096763,15188.6426896751
109,129885.498682601,14184.9592316538
110,129996.149206961,13909.3795121907
111,129772.433705187,14040.0734768667
112,128843.17216765,13964.3567773082
113,130086.287424682,14899.7032259104
114,131176.828338918,14707.392611239
115,134796.580036458,14926.3769017834
116,134662.568959462,14425.1343053421
117,134928.553860405,14822.2366017715
118,136132.964933535,14676.4686524095
119,133708.304714771,14518.5285918778
120,136178.549657225,14392.8556963242
121,141383.922831149,15371.1969839747
122,137446.392677907,14493.5491024234
123,139496.292207822,14685.3139871341
124,140177.66273791,14661.3229237281
125,137118.966642449,14825.9080770962
126,135132.557958292,14735.6482464129
127,138780.977554138,15084.464040103
128,139682.079645853,15710.1565299767
129,138975.039883256,15358.1227892554
130,137729.678112153,14931.1768640469
131,136770.970349739,14818.6400507638
132,137246.424419683,14796.7595499477
133,138966.990097358,15287.8063823124
134,134834.404286631,14323.9038235058
135,135498.372402204,14708.6861675922
136,135487.205161531,14407.1254133934
137,136345.193109663,14714.4422511448
138,137330.940856162,15191.2171090335
139,142092.550322313,15478.2579222503
140,138059.15024946,15080.4553843688
141,135862.249501706,14726.8591254335
142,136021.216663407,14749.9178717718
143,134064.048238369,14725.3210435413
144,137969.142391377,15029.7252283417
145,139682.347833352,15337.7931635949
146,140773.939422611,15453.0366169431
147,139886.323251309,15493.2640412443
148,141387.816143974,15232.5327484548
149,142134.550916678,16058.218994005
150,140437.555311315,15273.9901482763
151,141124.365383044,15380.8084900282
152,140407.262579844,15052.477997104
153,143882.320995532,15729.2495994994
154,138701.670604471,14723.7076408742
155,140565.736257257,15045.920782468
