tree,PD,ePDloss
216,37255.6199165315,5729.17274289173
217,28003.4749251871,4095.27006796353
218,27507.0130937387,3698.98260179844
219,37891.128516361,5892.12554242076
220,38289.1574517338,5888.86794769694
221,38731.3364789655,5937.2523976613
222,39649.5418283902,6185.39049920183
223,49261.6689902744,7482.400448362
224,49889.4214476476,7825.61895975564
225,39370.6168880082,6161.12237565498
226,40059.7681477067,6095.57527895307
227,40089.7815189293,6024.84618969013
228,40118.2478298585,5774.20716214567
229,27904.2842636253,4006.2308308035
230,28500.9336258175,4198.1539367654
231,42821.9606747681,6451.00879795978
232,43726.9241600991,7093.52610390731
233,38432.6864024499,5538.6014327936
234,38062.0367860901,5557.89442488598
235,28166.1366045888,4049.57422881274
236,28106.9765485398,3963.31063766193
237,38519.3397554863,5733.10428722427
238,38176.9316166344,5654.08710360016
239,38073.3949218166,5748.49103445696
240,37427.7570578677,5562.77909185416
241,39420.9838417971,5961.28055941104
242,39306.0313432382,6046.68789086812
243,39822.7648472295,6039.82756975395
244,40201.8602206225,6353.53367244477
245,39170.0951266741,5746.55214708542
246,38777.3742415138,6095.09910302053
247,38390.8694537345,5846.2398919312
248,37026.3764191823,5549.36548186826
249,39266.5101742138,5838.43576096878
250,38320.2339652863,5671.26682711049
251,39121.152333657,6340.69216439603
252,37553.8464914373,5756.52232510094
253,38251.2928443249,5740.25283400567
254,38863.6368298291,6187.2510139635
255,40019.6443213368,5821.84493579487
256,40099.7165284887,6101.53426332515
257,38958.5313578457,6094.35188582593
258,37395.7624293184,5771.981850811
259,38685.2316246513,5889.8292935342
260,38705.9920922916,5844.19679871896
261,49261.7933640958,7520.24220606659
262,49680.3321699002,7851.46553032464
263,39713.470398251,6087.53933668394
264,38889.472937085,5816.9103969617
265,39786.5942080083,6104.64268230361
266,39266.5568223167,6288.00621132048
267,37766.4348983643,5632.55805750276
268,38147.8075292725,5668.87914187574
269,38322.6689393417,5920.74718757128
270,36867.5006400393,5744.60020936358
271,38732.6425085104,5470.8800699619
272,38297.8841300093,5780.1292625795
273,39007.7735704095,6009.13836578696
274,40106.9089649257,5958.28899156891
275,38335.5955217028,5636.5150363537
276,37841.2915686486,5437.32504699148
277,39957.1997999952,6193.44194110739
278,38651.3269508188,5895.77268816364
279,37303.8873474122,5443.32739570189
280,37742.4645429488,5713.8840846504
281,28175.7400714954,4021.49407188592
282,27768.7262285119,4111.64936719115
283,40239.3936623533,5723.71786797155
284,40402.2153413817,6208.49554970582
285,39282.8888704237,5805.08983494922
286,40165.9975298364,6513.53958075194
287,38668.9547675094,5676.87251875105
288,38187.2757503412,6115.38994990814
289,26647.0325753012,3741.06850066436
290,26485.7122972447,3625.46124462542
291,38270.0174937659,5716.43281533586
292,38697.5977137916,6093.71835134958
293,38960.3687636601,6013.67524415544
294,37528.9031431363,5764.25607872052
295,27447.6864413776,3834.58693207469
296,26992.6730191054,3792.71759688087
297,38127.9234442935,5786.04102674528
298,38669.6661496811,6009.48759434261
299,26874.6550527403,3834.83983498589
300,27719.5426950771,4014.56164258856
301,39131.5462766767,5955.08164741941
302,38998.9718454044,5976.31016200805
303,38729.8777478558,5736.5733040202
304,38793.5466235139,6105.56179387159
305,37565.9220183556,5653.10050925122
306,39289.2843970843,5880.19892496289
307,50602.9570366318,8180.72542471004
308,50284.0267712923,7929.41221112069
309,40210.4801061537,6349.11190421437
310,39185.7881410396,6051.43107390633
311,28437.5958069995,4128.46095912185
312,27812.5884837722,4008.68409618449
313,39775.5873173509,5952.30003765828
314,40631.1035724502,6127.9678188317
315,39643.0952153455,6181.69525522014
316,37353.2450801681,5697.22511335497
317,40018.18668981,5952.41150450403
318,39939.7818711478,6215.44317551306
319,38100.0707580613,5643.82997729696
320,38286.6404436205,5560.68912869363
321,38611.5132716299,6167.10624275996
322,39304.2064177694,5689.44660147467
323,38842.1055904404,5744.86486524986
324,38419.0046358458,6030.45210282372
325,28098.2133854337,4023.73082443963
326,27688.3852304904,3772.80734856347
327,49041.7385659372,8144.52812011608
328,49603.2079498012,7600.48226714489
329,38449.5431596428,5896.90188333745
330,38577.9047025662,5866.60829981063
331,37091.56813521,5480.24246215497
332,38765.0627194117,6006.05727418541
333,38676.786004037,5783.19463899527
334,37914.4755298826,5739.68261420207
335,38151.3249978755,5797.99877126112
336,38949.8326201167,6456.76421585043
337,28335.4684824856,4267.58661041633
338,27796.515949905,3830.5569295283
339,39110.1233644073,6161.45950696223
340,39788.47928017,6036.20662258301
341,38293.3785859593,5746.24750805752
342,38393.7089863263,5643.77934080336
343,39477.7482775518,6270.66688358116
344,40230.7591259407,6265.18974645761
345,27603.3919878091,3826.16058365118
346,27395.7589702982,4137.67124733785
347,27404.1311053237,3861.45540617904
348,27711.5721302177,3822.88351672484
349,39875.4667053115,5866.16791652792
350,39473.1567183402,6018.54487253476
351,40105.7688265072,6113.45317859057
352,39985.9499484804,6143.0960477201
353,27842.6491942101,3971.51447735674
354,27483.4550771006,3741.58238035038
355,39024.4584618533,6023.68047694651
356,38552.3441776599,5801.88233969911
357,27703.2861276577,4090.06395414929
358,28314.9211964326,4181.46616835953
359,38513.2353498948,5823.53503256609
360,38427.4959356912,5700.05221850374
361,41461.9373167642,6553.68059222397
362,40767.6657601354,6349.78266725986
363,40314.9877726297,6064.45229319011
364,40086.4832033308,6383.06799830092
365,39991.375313308,6188.31664013686
366,39025.0597410156,6239.45028118921
367,40380.9640143407,6228.38240010615
368,40458.625404832,6331.07379568527
369,39966.4067797378,6268.93649661839
370,39327.7872743071,6024.90259858022
371,38710.3688072738,5850.06792232872
372,39992.2963858174,6257.78198280097
373,39072.6435134462,5799.2768652953
374,38329.1748368267,6033.43849094094
375,27166.7111458142,3897.07978227724
376,27199.6820820634,4011.34721907555
377,39353.4171557981,5766.02150860123
378,40084.6430925276,6245.82488155112
379,28228.8974042342,4209.58281879334
380,26916.4553952735,3630.95558215978
381,39153.9985627698,5921.65484686061
382,39305.1403677905,6318.37867261553
383,28376.7755610405,3998.70512590884
384,27693.983332043,3893.04795150094
385,39694.0360495607,6242.38305251898
386,39092.9055287301,5902.3658628339
387,40428.2093820371,6394.34113717601
388,41060.525279943,6252.30242131805
389,40066.8945569295,6451.31527744828
390,37970.4786576849,5856.6498069005
391,29096.3475216193,4313.0336286817
392,27928.7534023479,3886.59038646373
393,39948.5206023816,6110.26670458582
394,40098.465225412,5982.85854946683
395,39985.5466380628,6275.19761688738
396,39961.3587720178,6462.45171130177
397,49076.4830344183,7674.21223096661
398,50055.7848041761,8090.62586741309
399,39064.4862284503,5904.9348183824
400,38918.5744663965,6159.06829455507
401,40306.2499337341,6164.08524745941
402,39742.769820392,6359.5466091399
403,39943.2344803966,5946.66627757301
404,39782.1665616977,5925.24785507548
405,40250.9981632948,6140.82971689951
406,40366.7719228582,6291.89406702149
407,40887.043657231,6418.53011386908
408,39911.5659832171,6174.55583885171
409,39442.919352403,6025.13328566077
410,39465.0034502638,6277.84673480091
411,39911.0766215777,5928.08051623208
412,40056.8937631258,6091.66660499279
413,28552.0347853538,4280.58146083111
414,27383.1027626143,3698.72610375925
415,39933.0992808042,6184.99180067203
416,39416.3204836536,6200.07994951298
417,38687.7046251769,5999.67375298724
418,38817.4285540997,5938.54773733159
419,41105.9775723972,6166.23929751212
420,40131.3093175487,6101.66154516352
421,40163.2692528278,6124.26276824926
422,39159.6414799913,6146.37608222348
