EDGErank,species,order,family,genus,RLcat,EDGEmed,EDGEiqr,EDmed,EDiqr,pextmed,pextiqr,TBLmn,isEDGEsp,isEDGEsp_frac,n_trees,match,mdd_sciName,extinct,EDGE_list_rank
769,Musonycteris_harrisoni,Chiroptera,Phyllostomidae,Musonycteris,VU,0.774223874316139,0.304361700803041,3.22584346488501,0.978917855201344,0.245516772328093,0.0793140114240667,3.20672977637315,1,0.975,1000,direct,Musonycteris_harrisoni,0.0,460
771,Pseudochirops_coronatus,Diprotodontia,Pseudocheiridae,Pseudochirops,VU,0.770966477819419,0.91560912774314,3.26508883837711,3.73264891959549,0.238308743441718,0.0776973014823573,3.73089495649538,1,0.759,1000,direct,Pseudochirops_coronatus,0.0,461
773,Phascogale_pirata,Dasyuromorphia,Dasyuridae,Phascogale,VU,0.76875126621652,0.75935182409118,3.17228743562963,3.14670004860263,0.241081713717168,0.0772071308260006,3.21584088379307,1,0.796,1000,direct,Phascogale_pirata,0.0,462
774,Perameles_gunnii,Peramelemorphia,Peramelidae,Perameles,VU,0.768339401422183,0.335298733770219,3.24942205786479,1.11576965528808,0.241081713717168,0.0776514080608778,2.71259558999433,1,0.993,1000,direct,Perameles_gunnii,0.0,463
784,Caenolestes_condorensis,Paucituberculata,Caenolestidae,Caenolestes,VU,0.761642718566686,0.824555627799372,3.23716718000299,3.53492160169237,0.240518744138533,0.0736429142829359,3.24747751248357,1,0.759,1000,direct,Caenolestes_condorensis,0.0,464
788,Dyacopterus_brooksi,Chiroptera,Pteropodidae,Dyacopterus,VU,0.756041265065932,0.842950740696748,3.16765808296784,3.38523174640118,0.246018906623657,0.0798606791271248,2.83052105533406,1,0.813,1000,direct,Dyacopterus_brooksi,0.0,465
804,Conilurus_penicillatus,Rodentia,Muridae,Conilurus,VU,0.741338823699569,0.3375335019948,3.15735566652232,1.0078011271192,0.247549303978891,0.0771665564979438,0.937025215101269,1,0.879,1000,direct,Conilurus_penicillatus,0.0,466
807,Tayassu_pecari,Artiodactyla,Tayassuidae,Tayassu,VU,0.740034836898743,0.349607552237404,3.11789315380451,1.15848411243557,0.244307987797156,0.0773999986150059,2.5276241037569,1,0.969,1000,direct,Tayassu_pecari,0.0,467
812,Rucervus_duvaucelii,Artiodactyla,Cervidae,Rucervus,VU,0.73624197885852,0.288079346844873,3.11191263929957,0.828642553542743,0.242793856918379,0.072701707374596,0.50083218246038,1,0.991,1000,direct,Rucervus_duvaucelii,0.0,468
813,Presbytis_frontata,Primates,Cercopithecidae,Presbytis,VU,0.735479161525181,0.515486293940697,3.1791752704201,2.09822316864125,0.243275771160828,0.0788598064715509,2.23821305832371,1,0.766,1000,direct,Presbytis_frontata,0.0,469
815,Blastocerus_dichotomus,Artiodactyla,Cervidae,Blastocerus,VU,0.733518146816314,0.294564171589291,3.09817034140139,0.952781251784561,0.243320943767257,0.0722890109740649,2.93288911044875,1,0.923,1000,direct,Blastocerus_dichotomus,0.0,470
817,Pteropus_poliocephalus,Chiroptera,Pteropodidae,Pteropus,VU,0.731875939090102,0.499843221371989,3.21918663397449,1.79907284600763,0.245759954811375,0.079153546766214,2.40825668476575,1,0.794,1000,direct,Pteropus_poliocephalus,0.0,471
818,Ammodorcas_clarkei,Artiodactyla,Bovidae,Ammodorcas,VU,0.731617776180693,1.13352567981595,3.10894831467592,4.8764668664754,0.244803071181706,0.0724310114978426,2.49202810165356,1,0.716,1000,direct,Ammodorcas_clarkei,0.0,472
828,Crocidura_rhoditis,Eulipotyphla,Soricidae,Crocidura,VU,0.725577156459827,0.671355737791142,3.21669026204696,2.65570719357366,0.243346707133113,0.076461993268763,2.5880536491153,1,0.703,1000,direct,Crocidura_rhoditis,0.0,473
837,Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,VU,0.718409975843454,0.300123171544403,3.06067106454931,0.912889118268588,0.242975788672422,0.078758217337189,2.83807740724759,1,0.911,1000,direct,Acinonyx_jubatus,0.0,474
852,Bos_gaurus,Artiodactyla,Bovidae,Bos,VU,0.710103066853419,0.257244615727771,2.92821677750009,0.675383363438713,0.245497660209467,0.0731738640167853,1.5291975021607,1,0.997,1000,direct,Bos_gaurus,0.0,475
860,Dendrolagus_stellarum,Diprotodontia,Macropodidae,Dendrolagus,VU,0.704515574589768,0.827709188463386,2.97320851700481,3.41295855928597,0.238829381678611,0.0772815216400709,2.7238142685448,1,0.724,1000,direct,Dendrolagus_stellarum,0.0,476
875,Hydropotes_inermis,Artiodactyla,Cervidae,Hydropotes,VU,0.694652494442734,0.3132980182423,2.9275751510979,1.10452461369482,0.244269261480445,0.0724792269229285,2.9678957806245,1,0.946,1000,direct,Hydropotes_inermis,0.0,477
876,Sicista_kazbegica,Rodentia,Sminthidae,Sicista,VU,0.693919036773048,0.769510921333968,3.08685390594632,3.16725501902713,0.244659312643113,0.0757820775913782,2.56443216929187,1,0.672,1000,direct,Sicista_kazbegica,0.0,478
880,Pteropus_capistratus,Chiroptera,Pteropodidae,Pteropus,VU,0.689836524990981,0.427403888415315,3.05337013512817,1.58720593980254,0.244810345816329,0.0789426093947662,2.28798390807867,1,0.789,1000,direct,Pteropus_capistratus,0.0,479
881,Onychogalea_fraenata,Diprotodontia,Macropodidae,Onychogalea,VU,0.688925632656305,0.34303425788692,2.92688535004182,1.17387173462907,0.241857576997495,0.0788013671383285,2.43818096724927,1,0.889,1000,synonym:MSW3,Onychogalea_frenata,0.0,480
882,Naemorhedus_baileyi,Artiodactyla,Bovidae,Naemorhedus,VU,0.688296169881558,0.261946040564118,2.85739316973516,0.83290431258903,0.245526990386018,0.0734398272452295,2.910719801916,1,0.994,1000,direct,Naemorhedus_baileyi,0.0,481
890,Crocidura_telfordi,Eulipotyphla,Soricidae,Crocidura,VU,0.680400288774443,0.599251256958029,2.9629490254202,2.56326183950902,0.240343304471968,0.0776305878466609,2.59641996296158,1,0.725,1000,direct,Crocidura_telfordi,0.0,482
896,Hoolock_leuconedys,Primates,Hylobatidae,Hoolock,VU,0.676482938552431,0.303127407123156,2.8437687895457,1.06954477927157,0.243354587469274,0.0788732102539006,0.9104088335423,1,0.98,1000,direct,Hoolock_leuconedys,0.0,483
906,Eonycteris_robusta,Chiroptera,Pteropodidae,Eonycteris,VU,0.672363890062262,0.289093724292341,2.80138455932483,1.02963801424545,0.245814517063555,0.0799365265986756,2.4936676749447,1,0.95,1000,direct,Eonycteris_robusta,0.0,484
910,Crocidura_wimmeri,Eulipotyphla,Soricidae,Crocidura,VU,0.670502093319068,0.482472083813565,2.97018890997604,1.96377324337586,0.240224519122209,0.0774925522964154,2.44129268156547,1,0.747,1000,direct,Crocidura_wimmeri,0.0,485
911,Coelops_robinsoni,Chiroptera,Hipposideridae,Coelops,VU,0.670104671441032,0.436614793258281,2.82271635112053,1.66503396415054,0.245814517063555,0.078027390042864,2.19487606389874,1,0.782,1000,direct,Coelops_robinsoni,0.0,486
915,Notopteris_macdonaldi,Chiroptera,Pteropodidae,Notopteris,VU,0.669292888507441,0.874630776136803,2.94351653723055,3.59896338249436,0.246197227172228,0.080067080609627,1.50459365250598,1,0.694,1000,synonym:MSW3,Notopteris_macdonaldii,0.0,487
929,Crocidura_musseri,Eulipotyphla,Soricidae,Crocidura,VU,0.65542367142976,0.513118377524483,2.84082399317344,2.07796761654902,0.243188963492623,0.0765977544506235,2.47848525957016,1,0.737,1000,direct,Crocidura_musseri,0.0,488
939,Dendrolagus_ursinus,Diprotodontia,Macropodidae,Dendrolagus,VU,0.649043810816078,0.819601250081412,2.76180250869255,3.43279392474538,0.242146283639138,0.0782473319534261,2.53888946755174,1,0.703,1000,direct,Dendrolagus_ursinus,0.0,489
944,Mazama_pandora,Artiodactyla,Cervidae,Odocoileus,VU,0.645795611463264,0.279704489167586,2.71570986647286,0.899156886367284,0.243320943767257,0.0722122315471306,2.59766952664507,1,0.899,1000,synonym:MSW3,Odocoileus_pandora,0.0,490
948,Macropus_parma,Diprotodontia,Macropodidae,Notamacropus,VU,0.641958167267163,0.324623383513188,2.77013539616737,1.07079807750278,0.241347948143784,0.0779527901461228,2.6057010013054,1,0.918,1000,synonym:MSW3,Notamacropus_parma,0.0,491
960,Petaurus_australis,Diprotodontia,Petauridae,Petaurus,VU,0.634369850794706,0.971915640715488,2.64705720701451,3.98631678062688,0.238829381678611,0.0796448339027204,3.22066440963239,1,0.615,1000,direct,Petaurus_australis,0.0,492
962,Crocidura_phuquocensis,Eulipotyphla,Soricidae,Crocidura,VU,0.634252047318737,0.490293244023683,2.73710516226211,1.78327423409489,0.240793998821969,0.0769292045864001,2.33814170752162,1,0.748,1000,direct,Crocidura_phuquocensis,0.0,493
966,Trichechus_manatus,Sirenia,Trichechidae,Trichechus,VU,0.631083197359329,0.343199307760674,2.66588594567751,1.23193095026587,0.237565330635895,0.0790945682789764,1.6918231498299,1,0.889,1000,direct,Trichechus_manatus,0.0,494
970,Eulemur_rubriventer,Primates,Lemuridae,Eulemur,VU,0.627785376375391,0.222215166545745,2.62643418443258,0.635160369218994,0.244060842924806,0.0779304404782478,2.0124212592682,1,0.986,1000,direct,Eulemur_rubriventer,0.0,495
984,Dipodomys_elator,Rodentia,Heteromyidae,Dipodomys,VU,0.623314678591068,0.272025339664412,2.57065395570192,0.908102570454201,0.243169536588266,0.0739061814979599,2.5595947509426,1,0.924,1000,direct,Dipodomys_elator,0.0,496
988,Dendromus_lachaisei,Rodentia,Nesomyidae,Dendromus,VU,0.62025335133306,0.898079433049494,2.60665111973836,3.79743813643252,0.240844276539244,0.0738986274892262,3.07987680258357,1,0.64,1000,direct,Dendromus_lachaisei,0.0,497
993,Moschus_moschiferus,Artiodactyla,Moschidae,Moschus,VU,0.618225837472727,0.298081040266101,2.6006244521561,0.945327068029144,0.244060842924806,0.0724477968501058,2.09211020768712,1,0.893,1000,direct,Moschus_moschiferus,0.0,498
997,Melursus_ursinus,Carnivora,Ursidae,Melursus,VU,0.615177436087231,0.231018727126013,2.61231481174784,0.609695314220579,0.242868777340185,0.0798539052346878,2.639208900049,1,0.987,1000,direct,Melursus_ursinus,0.0,499
999,Hipposideros_halophyllus,Chiroptera,Hipposideridae,Hipposideros,VU,0.614801700516349,0.410490984721255,2.65879182233065,1.43864985333676,0.245063948457488,0.0796243436194416,2.27759233008966,1,0.763,1000,direct,Hipposideros_halophyllus,0.0,500
1002,Dendrolagus_spadix,Diprotodontia,Macropodidae,Dendrolagus,VU,0.613352804324708,0.313586888330854,2.6242276544601,1.1171254002886,0.242146283639138,0.0781941753051996,1.6402756218551,1,0.856,1000,direct,Dendrolagus_spadix,0.0,501
1007,Spilocuscus_papuensis,Diprotodontia,Phalangeridae,Spilocuscus,VU,0.607774406938284,0.79114174584177,2.53712660836472,3.11321118902756,0.240854246184275,0.0783341633195885,2.30519499319083,1,0.652,1000,direct,Spilocuscus_papuensis,0.0,502
1008,Rhogeessa_mira,Chiroptera,Vespertilionidae,Rhogeessa,VU,0.607595290942701,0.39006153262357,2.55172685927154,1.3503617115374,0.248342064780044,0.0731890458932589,2.31537838544948,1,0.758,1000,direct,Rhogeessa_mira,0.0,503
1014,Hippocamelus_antisensis,Artiodactyla,Cervidae,Hippocamelus,VU,0.60192755117359,0.281278518917035,2.5681602251913,0.872558225674815,0.243805285382177,0.072672362769415,2.38394019008986,1,0.858,1000,direct,Hippocamelus_antisensis,0.0,504
1023,Acerodon_celebensis,Chiroptera,Pteropodidae,Acerodon,VU,0.597509714658765,0.616147126101941,2.54160464567778,2.60625113619617,0.243451644007014,0.0792089508297294,2.21356569581911,1,0.693,1000,direct,Acerodon_celebensis,0.0,505
1024,Equus_zebra,Perissodactyla,Equidae,Equus,VU,0.597102597153005,0.251753437123306,2.53887699895988,0.673322571113326,0.243452033672191,0.0775032169387307,2.3280073189488,1,0.882,1000,direct,Equus_zebra,0.0,506
1032,Tupaia_chrysogaster,Scandentia,Tupaiidae,Tupaia,VU,0.593762902848634,0.849488049697763,2.53272071027984,3.46738567522336,0.244149009477822,0.0775846244273132,3.07988581842582,1,0.653,1000,direct,Tupaia_chrysogaster,0.0,507
1034,Colobus_angolensis,Primates,Cercopithecidae,Colobus,VU,0.592969024739129,0.250380738991194,2.50503303849579,0.782373933121523,0.242960452648994,0.0780891491515693,2.06414106482852,1,0.939,1000,direct,Colobus_angolensis,0.0,508
1036,Pteropus_ornatus,Chiroptera,Pteropodidae,Pteropus,VU,0.592194772400292,0.349019213575759,2.52826438424032,1.27805143515624,0.244810345816329,0.0792932640592536,1.94904985115414,1,0.765,1000,direct,Pteropus_ornatus,0.0,509
1048,Orcaella_heinsohni,Artiodactyla,Delphinidae,Orcaella,VU,0.587265887839088,0.227639275758883,2.43894636475282,0.641857767743729,0.24483614543652,0.0754557854243055,1.855085945235,1,0.959,1000,direct,Orcaella_heinsohni,0.0,510
1057,Macaca_nigrescens,Primates,Cercopithecidae,Macaca,VU,0.579355397532935,0.232796628803589,2.45872173020762,0.674728121329676,0.242789626474683,0.0787681308533062,2.39836667515775,1,0.936,1000,direct,Macaca_nigrescens,0.0,511
1062,Miopithecus_talapoin,Primates,Cercopithecidae,Miopithecus,VU,0.575758742036229,0.233686899713625,2.41014785948179,0.777313850019758,0.244107282596253,0.0776388204670277,1.9426642753964,1,0.934,1000,direct,Miopithecus_talapoin,0.0,512
1063,Carpitalpa_arendsi,Afrosoricida,Chrysochloridae,Carpitalpa,VU,0.575666324935246,0.369071021612072,2.44483144969257,1.53860112948252,0.236477482828949,0.0790521654703083,2.2461836916018,1,0.744,1000,direct,Carpitalpa_arendsi,0.0,513
1066,Lonchorhina_marinkellei,Chiroptera,Phyllostomidae,Lonchorhina,VU,0.573902371835111,0.899113372211564,2.44644375570612,3.79971929025827,0.246279587503323,0.075553961208034,3.02359387946908,1,0.617,1000,direct,Lonchorhina_marinkellei,0.0,514
1073,Amblysomus_robustus,Afrosoricida,Chrysochloridae,Amblysomus,VU,0.565903054115985,0.561873718787832,2.41960254236699,2.34331620614933,0.236206362092824,0.0789779629674384,2.46779583488825,1,0.659,1000,direct,Amblysomus_robustus,0.0,515
1075,Nesoryzomys_narboroughi,Rodentia,Cricetidae,Nesoryzomys,VU,0.565055913248036,0.201489302920479,2.3912520946782,0.626470728222276,0.242056540793805,0.075266199613191,1.62985066723091,1,0.956,1000,direct,Nesoryzomys_narboroughi,0.0,516
1086,Pteropus_temminckii,Chiroptera,Pteropodidae,Pteropus,VU,0.558008278379746,0.333414374556568,2.39798458069168,1.16493995055936,0.244554875701307,0.0795758212186162,1.93300118773937,1,0.749,1000,direct,Pteropus_temminckii,0.0,517
1087,Marmosops_juninensis,Didelphimorphia,Didelphidae,Marmosops,VU,0.557443333430213,0.844303975637626,2.37633744204044,3.54762924656317,0.239151652476133,0.0759991350670372,2.94111637785016,1,0.614,1000,direct,Marmosops_juninensis,0.0,518
1091,Nycticebus_menagensis,Primates,Lorisidae,Nycticebus,VU,0.555669390642156,0.319436159958171,2.32720115017395,1.1064759904174,0.242782761473633,0.0762186818306503,1.6041501765082,1,0.778,1000,direct,Nycticebus_menagensis,0.0,519
1092,Cercocebus_atys,Primates,Cercopithecidae,Cercocebus,VU,0.554823936628598,0.244354681932677,2.34953295246669,0.755980714752556,0.244310461480918,0.0789678119992155,2.01931742022943,1,0.888,1000,direct,Cercocebus_atys,0.0,520
1105,Myotis_vivesi,Chiroptera,Vespertilionidae,Myotis,VU,0.547283304178864,0.244825723219695,2.33675972960499,0.863496414610923,0.24293833784475,0.0779452368761611,2.19260847397889,1,0.823,1000,direct,Myotis_vivesi,0.0,521
1108,Maxomys_whiteheadi,Rodentia,Muridae,Crunomys,VU,0.542384451931973,0.25732204053214,2.33955396797041,0.791856809303549,0.243998201655459,0.0778614653889753,2.09707887440268,1,0.799,1000,synonym:MSW3,Crunomys_whiteheadi,0.0,522
1109,Microcebus_tavaratra,Primates,Cheirogaleidae,Microcebus,VU,0.54196224663469,0.248396712525993,2.31182115180114,0.836208812392121,0.243717515454933,0.0777691410389693,2.08538019485157,1,0.801,1000,direct,Microcebus_tavaratra,0.0,523
1119,Sylvisorex_camerunensis,Eulipotyphla,Soricidae,Sylvisorex,VU,0.537813325225521,0.809517105790581,2.34738412839489,3.36482250502779,0.238481760883011,0.0777119034425548,2.52568276363785,1,0.609,1000,direct,Sylvisorex_camerunensis,0.0,524
1121,Hapalemur_griseus,Primates,Lemuridae,Hapalemur,VU,0.537441578929387,0.290000579927477,2.24936555548634,1.02110547440929,0.243543412026614,0.0781444240532484,1.78774859279838,1,0.747,1000,direct,Hapalemur_griseus,0.0,525
1129,Apomys_camiguinensis,Rodentia,Muridae,Apomys,VU,0.53391703941293,0.199739177247964,2.21070006415489,0.564144353764541,0.247239821125348,0.076350753587332,2.17297359779518,1,0.869,1000,direct,Apomys_camiguinensis,0.0,526
1133,Rattus_satarae,Rodentia,Muridae,Rattus,VU,0.532216101480628,0.643717142260006,2.25032330705424,2.83907562886549,0.247239821125348,0.0760636751732047,1.97483429135805,1,0.564,1000,direct,Rattus_satarae,0.0,527
1134,Cercopithecus_lhoesti,Primates,Cercopithecidae,Allochrocebus,VU,0.531772943046993,0.210585895288802,2.2682014756,0.622355955087883,0.244149009477822,0.0788465337101313,1.77627482198548,1,0.87,1000,synonym:MSW3,Allochrocebus_lhoesti,0.0,528
1149,Macaca_arctoides,Primates,Cercopithecidae,Macaca,VU,0.521179814506632,0.209429028864406,2.20810088916172,0.610587461450797,0.243354587469274,0.0790385161737027,2.09877146863564,1,0.864,1000,direct,Macaca_arctoides,0.0,529
1156,Tragelaphus_derbianus,Artiodactyla,Bovidae,Tragelaphus,VU,0.517862008155319,0.260046424014119,2.13288075167205,0.860143106613102,0.245262480154485,0.0719234369374329,2.08788161150928,1,0.772,1000,direct,Tragelaphus_derbianus,0.0,530
1157,Dorcopsis_luctuosa,Diprotodontia,Macropodidae,Dorcopsis,VU,0.517768503946217,0.639529060823951,2.17824536103281,2.58823765027561,0.241857576997495,0.0779527901461228,2.26265550274908,1,0.598,1000,direct,Dorcopsis_luctuosa,0.0,531
1164,Petrogale_lateralis,Diprotodontia,Macropodidae,Petrogale,VU,0.514354222937413,0.241699647590257,2.18954946599268,0.804555067121258,0.241720971821586,0.0788755184166106,2.04009496096693,1,0.764,1000,direct,Petrogale_lateralis,0.0,532
1171,Komodomys_rintjanus,Rodentia,Muridae,Komodomys,VU,0.512409568937057,0.684641376209218,2.09096766652961,2.93206442357445,0.248483604354063,0.0766050693648021,2.49783840462184,1,0.566,1000,direct,Komodomys_rintjanus,0.0,533
1172,Macaca_leonina,Primates,Cercopithecidae,Macaca,VU,0.512031249851061,0.213860392232307,2.13113048244019,0.606618203222363,0.243470598136701,0.078740611357361,1.93354118581282,1,0.837,1000,direct,Macaca_leonina,0.0,534
1173,Dipodomys_stephensi,Rodentia,Heteromyidae,Dipodomys,VU,0.509913084102004,0.23532668565154,2.15852458654164,0.742030541745639,0.244070196455499,0.0737230897014161,2.15940852831107,1,0.772,1000,direct,Dipodomys_stephensi,0.0,535
1174,Helarctos_malayanus,Carnivora,Ursidae,Helarctos,VU,0.509139358428931,0.193890826082361,2.14314125891133,0.552800750042842,0.242813383458502,0.0798539052346878,2.180550337901,1,0.862,1000,direct,Helarctos_malayanus,0.0,536
1175,Callicebus_brunneus,Primates,Pitheciidae,Plecturocebus,VU,0.508537696440886,0.998661289771368,2.22441855254777,4.1262525210478,0.242741061435803,0.0782944703876424,2.38708091701805,1,0.581,1000,synonym:MSW3,Plecturocebus_brunneus,0.0,537
1184,Macaca_radiata,Primates,Cercopithecidae,Macaca,VU,0.505567001136331,0.231669557974978,2.15064408843866,0.689446703433218,0.243470598136701,0.078740611357361,1.51146876281065,1,0.799,1000,direct,Macaca_radiata,0.0,538
1188,Acerodon_leucotis,Chiroptera,Pteropodidae,Acerodon,VU,0.504093489508267,0.482869242266418,2.12165633848276,2.0281761486964,0.242859398620689,0.0794101690755991,1.64845018462225,1,0.617,1000,direct,Acerodon_leucotis,0.0,539
1189,Dipodomys_nitratoides,Rodentia,Heteromyidae,Dipodomys,VU,0.504071962080506,0.234965256192973,2.16495733102828,0.776206083876278,0.243062198427907,0.0743200910820672,2.19203027054271,1,0.775,1000,direct,Dipodomys_nitratoides,0.0,540
1194,Trichechus_senegalensis,Sirenia,Trichechidae,Trichechus,VU,0.501297365502405,0.269959230585157,2.09227428000684,0.909359976037272,0.237565330635895,0.0791095137624667,0.92518850720085,1,0.723,1000,direct,Trichechus_senegalensis,0.0,541
1195,Sylvisorex_isabellae,Eulipotyphla,Soricidae,Sylvisorex,VU,0.501207283509992,0.822137263177109,2.08014581614805,3.39190142751385,0.242845482487743,0.0766074365895341,2.53480362866681,1,0.566,1000,direct,Sylvisorex_isabellae,0.0,542
1198,Balaenoptera_physalus,Artiodactyla,Balaenopteridae,Balaenoptera,VU,0.500826617452754,0.180429297088951,2.0741679739527,0.424495145627091,0.243952759459889,0.0754376651831917,2.06817352714285,1,0.849,1000,direct,Balaenoptera_physalus,0.0,543
1199,Trichechus_inunguis,Sirenia,Trichechidae,Trichechus,VU,0.500817212255682,0.259981472438175,2.11981627412127,0.926023914641828,0.237108943626153,0.0792438546177704,0.92518850720085,1,0.73,1000,direct,Trichechus_inunguis,0.0,544
1202,Catopuma_temminckii,Carnivora,Felidae,Catopuma,VU,0.49881862869278,0.256720472331442,2.09930368711241,0.899444660985765,0.243098515287213,0.0790681470181493,2.0517647255567,1,0.719,1000,direct,Catopuma_temminckii,0.0,545
1218,Ateles_paniscus,Primates,Atelidae,Ateles,VU,0.493079095278103,0.21828034898849,2.04667478054921,0.639285757795045,0.244149009477822,0.0788955339011628,1.8313445767252,1,0.795,1000,direct,Ateles_paniscus,0.0,546
1222,Macaca_ochreata,Primates,Cercopithecidae,Macaca,VU,0.490660950687301,0.198099270195501,2.06097141378184,0.604360250984099,0.243275771160828,0.0786509132668351,2.0016235760562,1,0.795,1000,direct,Macaca_ochreata,0.0,547
1224,Nycticebus_kayan,Primates,Lorisidae,Nycticebus,VU,0.490129034221239,0.446603715880463,2.0046853674547,1.8546564851396,0.242782761473633,0.0760635201751808,1.38935954461899,1,0.586,1000,direct,Nycticebus_kayan,0.0,548
1242,Hapalemur_occidentalis,Primates,Lemuridae,Hapalemur,VU,0.482621392684943,0.280601343376927,2.09508111526429,1.15426782590102,0.243543412026614,0.0781444240532484,0.73563127569154,1,0.633,1000,direct,Hapalemur_occidentalis,0.0,549
1248,Acerodon_mackloti,Chiroptera,Pteropodidae,Acerodon,VU,0.479753204201991,0.445173455653213,2.04180756618153,1.81853859341004,0.243451644007014,0.0796667818589114,1.50331925218042,1,0.605,1000,synonym:MSW3,Acerodon_macklotii,0.0,550
1250,Tapirus_kabomani,Perissodactyla,Tapiridae,Tapirus,VU,0.478731640260726,0.259087106702344,2.00560655647109,0.915713234020955,0.243918279101649,0.0778139356643361,0.6219212650164,1,0.662,1000,synonym:nominalName,Tapirus_terrestris,0.0,551
1261,Myomimus_roachi,Rodentia,Gliridae,Myomimus,VU,0.475486573189797,0.749868632947961,2.03986272039,2.75180348176448,0.244075979836707,0.0750848777013778,1.76944132987147,1,0.55,1000,direct,Myomimus_roachi,0.0,552
1263,Panthera_uncia,Carnivora,Felidae,Panthera,VU,0.474733879546904,0.180207206621537,2.01781227374044,0.564030415949785,0.243797969589155,0.0773280609394918,2.013628213781,1,0.747,1000,direct,Panthera_uncia,0.0,553
1285,Mesocricetus_newtoni,Rodentia,Cricetidae,Mesocricetus,VU,0.467499314337941,0.182428742694961,2.00291468213021,0.557685813821571,0.238171607880058,0.0771791647435413,1.8532459239331,1,0.74,1000,direct,Mesocricetus_newtoni,0.0,554
1286,Maxomys_pagensis,Rodentia,Muridae,Crunomys,VU,0.466218299681496,0.274500542134554,1.98116792221512,1.02087117604019,0.243998201655459,0.0779016004154492,1.34014622631253,1,0.619,1000,synonym:MSW3,Crunomys_pagensis,0.0,555
1289,Myosorex_sclateri,Eulipotyphla,Soricidae,Myosorex,VU,0.464573937930356,0.276407230636928,2.00669162513612,1.06782425890986,0.238481760883011,0.0780588824987448,1.67875300232028,1,0.628,1000,direct,Myosorex_sclateri,0.0,556
1292,Tapirus_terrestris,Perissodactyla,Tapiridae,Tapirus,VU,0.464206216817243,0.255067831604847,1.95062302425829,0.997473134708823,0.243797969589155,0.0777672524317799,0.47708977452384,1,0.611,1000,direct,Tapirus_terrestris,0.0,557
1298,Chiropotes_albinasus,Primates,Pitheciidae,Chiropotes,VU,0.46074562570694,0.232965905409413,1.96566355607525,0.824604780545772,0.24377404178549,0.076532273408404,1.68078404210232,1,0.64,1000,direct,Chiropotes_albinasus,0.0,558
1301,Urocitellus_townsendii,Rodentia,Sciuridae,Urocitellus,VU,0.460288794743144,0.195388566012441,1.94357478896928,0.668850239317857,0.245443717932981,0.0759129335418721,1.9366346518693,1,0.697,1000,direct,Urocitellus_townsendii,0.0,559
1306,Sminthopsis_butleri,Dasyuromorphia,Dasyuridae,Sminthopsis,VU,0.458473393026882,0.210946421020484,1.9193935962839,0.696570237433939,0.24164509364401,0.0780457075818998,0.70348264836665,1,0.639,1000,direct,Sminthopsis_butleri,0.0,560
1308,Chlorotalpa_duthieae,Afrosoricida,Chrysochloridae,Chlorotalpa,VU,0.457731924576681,0.38645546285764,1.92989262625965,1.52733196259321,0.237335060129336,0.0786020667438252,1.84408551086336,1,0.566,1000,direct,Chlorotalpa_duthieae,0.0,561
1312,Rhinolophus_mehelyi,Chiroptera,Rhinolophidae,Rhinolophus,VU,0.457061422098025,0.264648714550923,1.94750134932568,0.926180300155231,0.247318922776503,0.0776850329353721,1.53556777456622,1,0.609,1000,direct,Rhinolophus_mehelyi,0.0,562
1313,Neofelis_diardi,Carnivora,Felidae,Neofelis,VU,0.457056971047634,0.207483744695193,1.92397002099313,0.698291915346192,0.243797969589155,0.0773929318877135,1.292313660926,1,0.636,1000,direct,Neofelis_diardi,0.0,563
1314,Maxomys_rajah,Rodentia,Muridae,Crunomys,VU,0.456796599071107,0.285994344354406,1.96102758039454,1.01686108999569,0.244141106943734,0.0778614653889753,1.33677122963689,1,0.619,1000,synonym:MSW3,Crunomys_rajah,0.0,564
1316,Thylogale_brunii,Diprotodontia,Macropodidae,Thylogale,VU,0.455250860250843,0.184816250755686,1.91828193400011,0.643375896048233,0.241288103249052,0.078860132033117,1.8770461561285,1,0.63,1000,direct,Thylogale_brunii,0.0,565
1318,Avahi_laniger,Primates,Indriidae,Avahi,VU,0.454267759849801,0.383201719054157,1.90689196516197,1.51966621897281,0.242741061435803,0.0775479329796563,1.36615366523936,1,0.555,1000,direct,Avahi_laniger,0.0,566
1320,Neofelis_nebulosa,Carnivora,Felidae,Neofelis,VU,0.454220146720837,0.209454567089226,1.92345926631104,0.701672028200321,0.243918279101649,0.0773929318877135,1.292313660926,1,0.643,1000,direct,Neofelis_nebulosa,0.0,567
1325,Lepilemur_seali,Primates,Lepilemuridae,Lepilemur,VU,0.452611377536074,0.401701679463937,1.86235836544001,1.58291764116629,0.244060842924806,0.0773056962458249,1.17020441422661,1,0.545,1000,direct,Lepilemur_seali,0.0,568
1329,Otomys_occidentalis,Rodentia,Muridae,Otomys,VU,0.451218078789879,0.201486067273327,1.90083922810092,0.569691145462254,0.244718055922169,0.0778204778379677,1.53462522454377,1,0.658,1000,direct,Otomys_occidentalis,0.0,569
1331,Tarsius_wallacei,Primates,Tarsiidae,Tarsius,VU,0.447525961854575,0.286308950631591,1.84767865111221,0.992302461359438,0.243430714315617,0.0779772568801758,1.23965657064843,1,0.565,1000,direct,Tarsius_wallacei,0.0,570
