EDGErank,species,order,family,genus,RLcat,EDGEmed,EDGEiqr,EDmed,EDiqr,pextmed,pextiqr,TBLmn,isEDGEsp,isEDGEsp_frac,n_trees,match,mdd_sciName,extinct,EDGE_list_rank
1340,Myosorex_bururiensis,Eulipotyphla,Soricidae,Myosorex,VU,0.442851658544681,0.636416114989224,1.88224173563642,2.55276388984294,0.238402484424973,0.0780300702170247,2.00505014779721,1,0.524,1000,direct,Myosorex_bururiensis,0.0,571
1341,Pearsonomys_annectens,Rodentia,Cricetidae,Geoxus,VU,0.442374807166842,0.199231979447131,1.86444679330095,0.653869061779655,0.24086631535167,0.0742719677747184,1.72057050924476,1,0.616,1000,synonym:MSW3,Geoxus_annectens,0.0,572
1354,Myosorex_okuensis,Eulipotyphla,Soricidae,Myosorex,VU,0.43957753412549,0.636386349929796,1.89940312113694,2.62873600777236,0.238481760883011,0.0782903422692299,2.03996585670148,1,0.532,1000,direct,Myosorex_okuensis,0.0,573
1356,Nanger_soemmerringii,Artiodactyla,Bovidae,Nanger,VU,0.439141042529426,0.196137090149409,1.81535356298624,0.650767130105853,0.245378121525951,0.0734349310991365,1.10191006446348,1,0.566,1000,direct,Nanger_soemmerringii,0.0,574
1368,Rhynchocyon_udzungwensis,Macroscelidea,Macroscelididae,Rhynchocyon,VU,0.435499502860944,0.335380892154777,1.84635059858442,1.34681691454962,0.236206362092824,0.0789602274236727,1.83130645689008,1,0.55,1000,direct,Rhynchocyon_udzungwensis,0.0,575
1376,Myotis_grisescens,Chiroptera,Vespertilionidae,Myotis,VU,0.432601540843289,0.240012529935777,1.84334134234776,0.880031204888223,0.242124180676618,0.0779750035368249,1.73233184200696,1,0.581,1000,direct,Myotis_grisescens,0.0,576
1380,Marmota_menzbieri,Rodentia,Sciuridae,Marmota,VU,0.431888147293637,0.194743238127512,1.78576529554348,0.661794742867936,0.246944056861299,0.0754278324391233,1.7637019899915,1,0.53,1000,direct,Marmota_menzbieri,0.0,577
1386,Phalanger_matabiru,Diprotodontia,Phalangeridae,Phalanger,VU,0.429763223986042,0.568525175496069,1.8677547430266,2.35558281357466,0.24199314567114,0.0787962745263303,1.89415648253484,1,0.514,1000,direct,Phalanger_matabiru,0.0,578
1388,Mesocapromys_melanurus,Rodentia,Echimyidae,Mesocapromys,VU,0.427506898373292,0.188158978178525,1.77690773073417,0.622272582304881,0.245249101443619,0.0748239964229434,0.873118061580775,1,0.535,1000,direct,Mesocapromys_melanurus,0.0,579
1393,Spilogale_putorius,Carnivora,Mephitidae,Spilogale,VU,0.427082978527044,0.466111181182758,1.79102179059814,1.92655609796456,0.24063310757307,0.0799400809736427,1.79699450962931,1,0.509,1000,direct,Spilogale_putorius,0.0,580
1410,Trachypithecus_pileatus,Primates,Cercopithecidae,Trachypithecus,VU,0.420913218776723,0.249083069599293,1.76942076752262,0.999842443455416,0.243420213849582,0.0786942550669225,0.451072663642944,1,0.508,1000,direct,Trachypithecus_pileatus,0.0,581
1415,Procolobus_verus,Primates,Cercopithecidae,Procolobus,VU,0.420373048567735,0.669301030758003,1.77948258258998,2.73059685783011,0.243354587469274,0.0786879533381463,1.68723569563198,1,0.501,1000,direct,Procolobus_verus,0.0,582
1417,Alouatta_guariba,Primates,Atelidae,Alouatta,VU,0.420023440007109,0.328065657653595,1.82157738052425,1.33024617666818,0.243763605583379,0.0783383203576956,1.55166972848907,1,0.548,1000,direct,Alouatta_guariba,0.0,583
1430,Octodon_bridgesi,Rodentia,Octodontidae,Octodon,VU,0.417370150479177,0.213766485007221,1.77637089836815,0.779178325897051,0.243648289087654,0.0743891746866385,1.39186471726096,1,0.529,1000,synonym:MSW3,Octodon_bridgesii,0.0,584
1432,Dryomys_niethammeri,Rodentia,Gliridae,Dryomys,VU,0.416910199332865,0.684039449015261,1.78320239964284,2.77959971713309,0.243623602209081,0.075256668311226,2.17211658487478,1,0.513,1000,direct,Dryomys_niethammeri,0.0,585
1456,Alouatta_belzebul,Primates,Atelidae,Alouatta,VU,0.405349023695307,0.346435203046549,1.78098424060924,1.41664923468157,0.244149009477822,0.0782399834873993,1.52716590914354,1,0.513,1000,direct,Alouatta_belzebul,0.0,586
