clade,species,RLcat,match,matched_IUCN_name,order,family
birds,Neophema_splendida,LC,direct,Neophema_splendida,Psittaciformes,Psittacidae
birds,Neophema_elegans,LC,direct,Neophema_elegans,Psittaciformes,Psittacidae
birds,Neophema_chrysostoma,VU,direct,Neophema_chrysostoma,Psittaciformes,Psittacidae
birds,Neopsephotus_bourkii,LC,direct,Neopsephotus_bourkii,Psittaciformes,Psittacidae
birds,Cyclopsitta_gulielmitertii,LC,direct,Cyclopsitta_gulielmitertii,Psittaciformes,Psittacidae
birds,Cyclopsitta_diophthalma,LC,direct,Cyclopsitta_diophthalma,Psittaciformes,Psittacidae
birds,Psittaculirostris_salvadorii,LC,direct,Psittaculirostris_salvadorii,Psittaciformes,Psittacidae
birds,Psittaculirostris_edwardsii,LC,direct,Psittaculirostris_edwardsii,Psittaciformes,Psittacidae
birds,Psittaculirostris_desmarestii,LC,direct,Psittaculirostris_desmarestii,Psittaciformes,Psittacidae
birds,Melopsittacus_undulatus,LC,direct,Melopsittacus_undulatus,Psittaciformes,Psittacidae
birds,Charmosyna_placentis,LC,direct,Charmosyna_placentis,Psittaciformes,Psittacidae
birds,Charmosyna_multistriata,LC,direct,Charmosyna_multistriata,Psittaciformes,Psittacidae
birds,Charmosyna_wilhelminae,LC,direct,Charmosyna_wilhelminae,Psittaciformes,Psittacidae
birds,Charmosyna_rubrigularis,LC,direct,Charmosyna_rubrigularis,Psittaciformes,Psittacidae
birds,Charmosyna_amabilis,CR,direct,Charmosyna_amabilis,Psittaciformes,Psittacidae
birds,Charmosyna_palmarum,LC,direct,Charmosyna_palmarum,Psittaciformes,Psittacidae
birds,Charmosyna_pulchella,LC,direct,Charmosyna_pulchella,Psittaciformes,Psittacidae
birds,Charmosyna_margarethae,LC,direct,Charmosyna_margarethae,Psittaciformes,Psittacidae
birds,Charmosyna_meeki,LC,direct,Charmosyna_meeki,Psittaciformes,Psittacidae
birds,Charmosyna_toxopei,DD,direct,Charmosyna_toxopei,Psittaciformes,Psittacidae
birds,Charmosyna_rubronotata,LC,direct,Charmosyna_rubronotata,Psittaciformes,Psittacidae
birds,Charmosyna_josefinae,LC,direct,Charmosyna_josefinae,Psittaciformes,Psittacidae
birds,Charmosyna_diadema,CR,direct,Charmosyna_diadema,Psittaciformes,Psittacidae
birds,Charmosyna_papou,LC,direct,Charmosyna_papou,Psittaciformes,Psittacidae
birds,Phigys_solitarius,LC,direct,Phigys_solitarius,Psittaciformes,Psittacidae
birds,Vini_peruviana,VU,direct,Vini_peruviana,Psittaciformes,Psittacidae
birds,Vini_stepheni,VU,direct,Vini_stepheni,Psittaciformes,Psittacidae
birds,Vini_kuhlii,EN,direct,Vini_kuhlii,Psittaciformes,Psittacidae
birds,Vini_australis,LC,direct,Vini_australis,Psittaciformes,Psittacidae
birds,Vini_ultramarina,CR,direct,Vini_ultramarina,Psittaciformes,Psittacidae
birds,Trichoglossus_rubiginosus,NT,direct,Trichoglossus_rubiginosus,Psittaciformes,Psittacidae
birds,Trichoglossus_ornatus,LC,direct,Trichoglossus_ornatus,Psittaciformes,Psittacidae
birds,Trichoglossus_haematodus,LC,direct,Trichoglossus_haematodus,Psittaciformes,Psittacidae
birds,Trichoglossus_chlorolepidotus,LC,direct,Trichoglossus_chlorolepidotus,Psittaciformes,Psittacidae
birds,Trichoglossus_johnstoniae,NT,direct,Trichoglossus_johnstoniae,Psittaciformes,Psittacidae
birds,Trichoglossus_euteles,LC,direct,Trichoglossus_euteles,Psittaciformes,Psittacidae
birds,Trichoglossus_flavoviridis,NT,direct,Trichoglossus_flavoviridis,Psittaciformes,Psittacidae
birds,Glossopsitta_concinna,LC,direct,Glossopsitta_concinna,Psittaciformes,Psittacidae
birds,Eos_semilarvata,NT,direct,Eos_semilarvata,Psittaciformes,Psittacidae
birds,Eos_histrio,EN,direct,Eos_histrio,Psittaciformes,Psittacidae
birds,Eos_squamata,LC,direct,Eos_squamata,Psittaciformes,Psittacidae
birds,Eos_reticulata,NT,direct,Eos_reticulata,Psittaciformes,Psittacidae
birds,Eos_cyanogenia,NT,direct,Eos_cyanogenia,Psittaciformes,Psittacidae
birds,Eos_bornea,LC,direct,Eos_bornea,Psittaciformes,Psittacidae
birds,Glossopsitta_pusilla,LC,direct,Glossopsitta_pusilla,Psittaciformes,Psittacidae
birds,Glossopsitta_porphyrocephala,LC,direct,Glossopsitta_porphyrocephala,Psittaciformes,Psittacidae
birds,Chalcopsitta_sintillata,LC,GBIF_iucn_link,Chalcopsitta_sintillata,Psittaciformes,Psittacidae
birds,Chalcopsitta_atra,LC,direct,Chalcopsitta_atra,Psittaciformes,Psittacidae
birds,Chalcopsitta_duivenbodei,LC,direct,Chalcopsitta_duivenbodei,Psittaciformes,Psittacidae
birds,Chalcopsitta_cardinalis,LC,direct,Chalcopsitta_cardinalis,Psittaciformes,Psittacidae
birds,Pseudeos_fuscata,LC,direct,Pseudeos_fuscata,Psittaciformes,Psittacidae
birds,Lorius_garrulus,VU,direct,Lorius_garrulus,Psittaciformes,Psittacidae
birds,Lorius_domicella,EN,direct,Lorius_domicella,Psittaciformes,Psittacidae
birds,Lorius_chlorocercus,LC,direct,Lorius_chlorocercus,Psittaciformes,Psittacidae
birds,Lorius_lory,LC,direct,Lorius_lory,Psittaciformes,Psittacidae
birds,Lorius_hypoinochrous,LC,direct,Lorius_hypoinochrous,Psittaciformes,Psittacidae
birds,Lorius_albidinucha,NT,direct,Lorius_albidinucha,Psittaciformes,Psittacidae
birds,Psitteuteles_versicolor,LC,direct,Psitteuteles_versicolor,Psittaciformes,Psittacidae
birds,Psitteuteles_goldiei,LC,direct,Psitteuteles_goldiei,Psittaciformes,Psittacidae
birds,Psitteuteles_iris,NT,GBIF_iucn_link,Psitteuteles_iris,Psittaciformes,Psittacidae
birds,Neopsittacus_pullicauda,LC,direct,Neopsittacus_pullicauda,Psittaciformes,Psittacidae
birds,Neopsittacus_musschenbroekii,LC,direct,Neopsittacus_musschenbroekii,Psittaciformes,Psittacidae
birds,Oreopsittacus_arfaki,LC,direct,Oreopsittacus_arfaki,Psittaciformes,Psittacidae
birds,Lathamus_discolor,CR,direct,Lathamus_discolor,Psittaciformes,Psittacidae
birds,Prosopeia_tabuensis,LC,direct,Prosopeia_tabuensis,Psittaciformes,Psittacidae
birds,Prosopeia_personata,NT,direct,Prosopeia_personata,Psittaciformes,Psittacidae
birds,Prosopeia_splendens,NT,direct,Prosopeia_splendens,Psittaciformes,Psittacidae
birds,Eunymphicus_uvaeensis,VU,direct,Eunymphicus_uvaeensis,Psittaciformes,Psittacidae
birds,Eunymphicus_cornutus,VU,direct,Eunymphicus_cornutus,Psittaciformes,Psittacidae
birds,Cyanoramphus_forbesi,VU,direct,Cyanoramphus_forbesi,Psittaciformes,Psittacidae
birds,Cyanoramphus_cookii,LC,GBIF_iucn_link,Cyanoramphus_cookii,Psittaciformes,Psittacidae
birds,Cyanoramphus_unicolor,VU,direct,Cyanoramphus_unicolor,Psittaciformes,Psittacidae
birds,Cyanoramphus_malherbi,CR,direct,Cyanoramphus_malherbi,Psittaciformes,Psittacidae
birds,Cyanoramphus_auriceps,NT,direct,Cyanoramphus_auriceps,Psittaciformes,Psittacidae
birds,Cyanoramphus_saisseti,LC,GBIF_iucn_link,Cyanoramphus_saisseti,Psittaciformes,Psittacidae
birds,Cyanoramphus_novaezelandiae,LC,direct,Cyanoramphus_novaezelandiae,Psittaciformes,Psittacidae
birds,Psittacella_madaraszi,LC,direct,Psittacella_madaraszi,Psittaciformes,Psittacidae
birds,Psittacella_picta,LC,direct,Psittacella_picta,Psittaciformes,Psittacidae
birds,Psittacella_brehmii,LC,direct,Psittacella_brehmii,Psittaciformes,Psittacidae
birds,Psittacella_modesta,LC,direct,Psittacella_modesta,Psittaciformes,Psittacidae
birds,Platycercus_elegans,LC,direct,Platycercus_elegans,Psittaciformes,Psittacidae
birds,Platycercus_caledonicus,LC,direct,Platycercus_caledonicus,Psittaciformes,Psittacidae
birds,Platycercus_adscitus,LC,direct,Platycercus_adscitus,Psittaciformes,Psittacidae
birds,Platycercus_eximius,LC,direct,Platycercus_eximius,Psittaciformes,Psittacidae
birds,Platycercus_venustus,LC,direct,Platycercus_venustus,Psittaciformes,Psittacidae
birds,Platycercus_icterotis,LC,direct,Platycercus_icterotis,Psittaciformes,Psittacidae
birds,Psephotus_chrysopterygius,EN,GBIF_iucn_link,Psephotus_chrysopterygius,Psittaciformes,Psittacidae
birds,Psephotus_varius,LC,GBIF_iucn_link,Psephotus_varius,Psittaciformes,Psittacidae
birds,Psephotus_haematonotus,LC,direct,Psephotus_haematonotus,Psittaciformes,Psittacidae
birds,Psephotus_dissimilis,LC,GBIF_iucn_link,Psephotus_dissimilis,Psittaciformes,Psittacidae
birds,Purpureicephalus_spurius,LC,direct,Purpureicephalus_spurius,Psittaciformes,Psittacidae
birds,Barnardius_zonarius,LC,direct,Barnardius_zonarius,Psittaciformes,Psittacidae
birds,Northiella_haematogaster,LC,direct,Northiella_haematogaster,Psittaciformes,Psittacidae
birds,Loriculus_beryllinus,LC,direct,Loriculus_beryllinus,Psittaciformes,Psittacidae
birds,Loriculus_tener,LC,direct,Loriculus_tener,Psittaciformes,Psittacidae
birds,Loriculus_stigmatus,LC,direct,Loriculus_stigmatus,Psittaciformes,Psittacidae
birds,Loriculus_catamene,NT,direct,Loriculus_catamene,Psittaciformes,Psittacidae
birds,Loriculus_philippensis,LC,direct,Loriculus_philippensis,Psittaciformes,Psittacidae
birds,Loriculus_galgulus,LC,direct,Loriculus_galgulus,Psittaciformes,Psittacidae
birds,Loriculus_pusillus,NT,direct,Loriculus_pusillus,Psittaciformes,Psittacidae
birds,Loriculus_exilis,LC,direct,Loriculus_exilis,Psittaciformes,Psittacidae
birds,Loriculus_aurantiifrons,LC,direct,Loriculus_aurantiifrons,Psittaciformes,Psittacidae
birds,Loriculus_amabilis,LC,direct,Loriculus_amabilis,Psittaciformes,Psittacidae
birds,Loriculus_flosculus,VU,direct,Loriculus_flosculus,Psittaciformes,Psittacidae
birds,Loriculus_sclateri,LC,direct,Loriculus_sclateri,Psittaciformes,Psittacidae
birds,Loriculus_vernalis,LC,direct,Loriculus_vernalis,Psittaciformes,Psittacidae
birds,Bolbopsittacus_lunulatus,LC,direct,Bolbopsittacus_lunulatus,Psittaciformes,Psittacidae
birds,Pezoporus_wallicus,LC,direct,Pezoporus_wallicus,Psittaciformes,Psittacidae
birds,Pezoporus_occidentalis,CR,direct,Pezoporus_occidentalis,Psittaciformes,Psittacidae
birds,Agapornis_pullarius,LC,direct,Agapornis_pullarius,Psittaciformes,Psittacidae
birds,Agapornis_taranta,LC,direct,Agapornis_taranta,Psittaciformes,Psittacidae
birds,Agapornis_canus,LC,direct,Agapornis_canus,Psittaciformes,Psittacidae
birds,Agapornis_swindernianus,LC,direct,Agapornis_swindernianus,Psittaciformes,Psittacidae
birds,Agapornis_roseicollis,LC,direct,Agapornis_roseicollis,Psittaciformes,Psittacidae
birds,Agapornis_lilianae,NT,direct,Agapornis_lilianae,Psittaciformes,Psittacidae
birds,Agapornis_nigrigenis,VU,direct,Agapornis_nigrigenis,Psittaciformes,Psittacidae
birds,Agapornis_personatus,LC,direct,Agapornis_personatus,Psittaciformes,Psittacidae
birds,Agapornis_fischeri,NT,direct,Agapornis_fischeri,Psittaciformes,Psittacidae
birds,Polytelis_alexandrae,NT,direct,Polytelis_alexandrae,Psittaciformes,Psittacidae
birds,Polytelis_swainsonii,LC,direct,Polytelis_swainsonii,Psittaciformes,Psittacidae
birds,Polytelis_anthopeplus,LC,direct,Polytelis_anthopeplus,Psittaciformes,Psittacidae
birds,Alisterus_chloropterus,LC,direct,Alisterus_chloropterus,Psittaciformes,Psittacidae
birds,Alisterus_amboinensis,LC,direct,Alisterus_amboinensis,Psittaciformes,Psittacidae
birds,Alisterus_scapularis,LC,direct,Alisterus_scapularis,Psittaciformes,Psittacidae
birds,Aprosmictus_jonquillaceus,NT,direct,Aprosmictus_jonquillaceus,Psittaciformes,Psittacidae
birds,Aprosmictus_erythropterus,LC,direct,Aprosmictus_erythropterus,Psittaciformes,Psittacidae
birds,Geoffroyus_heteroclitus,LC,direct,Geoffroyus_heteroclitus,Psittaciformes,Psittacidae
birds,Geoffroyus_simplex,LC,direct,Geoffroyus_simplex,Psittaciformes,Psittacidae
birds,Geoffroyus_geoffroyi,LC,direct,Geoffroyus_geoffroyi,Psittaciformes,Psittacidae
birds,Psittinus_cyanurus,NT,direct,Psittinus_cyanurus,Psittaciformes,Psittacidae
birds,Psittacula_eques,NM,no_RedList_match,,Psittaciformes,Psittacidae
birds,Psittacula_krameri,LC,GBIF_iucn_link,Psittacula_krameri,Psittaciformes,Psittacidae
birds,Psittacula_eupatria,LC,GBIF_iucn_link,Psittacula_eupatria,Psittaciformes,Psittacidae
birds,Psittacula_cyanocephala,LC,GBIF_iucn_link,Psittacula_cyanocephala,Psittaciformes,Psittacidae
birds,Psittacula_himalayana,LC,GBIF_iucn_link,Psittacula_himalayana,Psittaciformes,Psittacidae
birds,Psittacula_finschii,NT,GBIF_iucn_link,Psittacula_finschii,Psittaciformes,Psittacidae
birds,Psittacula_roseata,NT,GBIF_iucn_link,Psittacula_roseata,Psittaciformes,Psittacidae
birds,Psittacula_derbiana,LC,direct,Psittacula_derbiana,Psittaciformes,Psittacidae
birds,Psittacula_alexandri,NT,direct,Psittacula_alexandri,Psittaciformes,Psittacidae
birds,Psittacula_calthropae,LC,GBIF_iucn_link,Psittacula_calthropae,Psittaciformes,Psittacidae
birds,Psittacula_columboides,LC,GBIF_iucn_link,Psittacula_columboides,Psittaciformes,Psittacidae
birds,Psittacula_caniceps,NT,direct,Psittacula_caniceps,Psittaciformes,Psittacidae
birds,Psittacula_longicauda,VU,GBIF_iucn_link,Psittacula_longicauda,Psittaciformes,Psittacidae
birds,Tanygnathus_sumatranus,LC,direct,Tanygnathus_sumatranus,Psittaciformes,Psittacidae
birds,Tanygnathus_gramineus,VU,direct,Tanygnathus_gramineus,Psittaciformes,Psittacidae
birds,Tanygnathus_lucionensis,NT,direct,Tanygnathus_lucionensis,Psittaciformes,Psittacidae
birds,Tanygnathus_megalorynchos,LC,direct,Tanygnathus_megalorynchos,Psittaciformes,Psittacidae
birds,Eclectus_roratus,LC,direct,Eclectus_roratus,Psittaciformes,Psittacidae
birds,Prioniturus_flavicans,NT,direct,Prioniturus_flavicans,Psittaciformes,Psittacidae
birds,Prioniturus_waterstradti,NT,direct,Prioniturus_waterstradti,Psittaciformes,Psittacidae
birds,Prioniturus_luconensis,EN,direct,Prioniturus_luconensis,Psittaciformes,Psittacidae
birds,Prioniturus_discurus,LC,direct,Prioniturus_discurus,Psittaciformes,Psittacidae
birds,Prioniturus_montanus,NT,direct,Prioniturus_montanus,Psittaciformes,Psittacidae
birds,Prioniturus_platenae,VU,direct,Prioniturus_platenae,Psittaciformes,Psittacidae
birds,Prioniturus_mada,LC,direct,Prioniturus_mada,Psittaciformes,Psittacidae
birds,Prioniturus_verticalis,CR,direct,Prioniturus_verticalis,Psittaciformes,Psittacidae
birds,Prioniturus_platurus,LC,direct,Prioniturus_platurus,Psittaciformes,Psittacidae
birds,Micropsitta_meeki,LC,direct,Micropsitta_meeki,Psittaciformes,Psittacidae
birds,Micropsitta_geelvinkiana,LC,direct,Micropsitta_geelvinkiana,Psittaciformes,Psittacidae
birds,Micropsitta_bruijnii,LC,direct,Micropsitta_bruijnii,Psittaciformes,Psittacidae
birds,Micropsitta_finschii,LC,direct,Micropsitta_finschii,Psittaciformes,Psittacidae
birds,Micropsitta_pusio,LC,direct,Micropsitta_pusio,Psittaciformes,Psittacidae
birds,Micropsitta_keiensis,LC,direct,Micropsitta_keiensis,Psittaciformes,Psittacidae
birds,Psittrichas_fulgidus,VU,direct,Psittrichas_fulgidus,Psittaciformes,Psittacidae
birds,Coracopsis_nigra,VU,direct,Coracopsis_nigra,Psittaciformes,Psittacidae
birds,Coracopsis_vasa,LC,direct,Coracopsis_vasa,Psittaciformes,Psittacidae
birds,Poicephalus_robustus,VU,direct,Poicephalus_robustus,Psittaciformes,Psittacidae
birds,Poicephalus_gulielmi,LC,direct,Poicephalus_gulielmi,Psittaciformes,Psittacidae
birds,Poicephalus_crassus,LC,direct,Poicephalus_crassus,Psittaciformes,Psittacidae
birds,Poicephalus_cryptoxanthus,LC,direct,Poicephalus_cryptoxanthus,Psittaciformes,Psittacidae
birds,Poicephalus_rufiventris,LC,direct,Poicephalus_rufiventris,Psittaciformes,Psittacidae
birds,Poicephalus_senegalus,LC,direct,Poicephalus_senegalus,Psittaciformes,Psittacidae
birds,Poicephalus_rueppellii,LC,direct,Poicephalus_rueppellii,Psittaciformes,Psittacidae
birds,Poicephalus_flavifrons,LC,direct,Poicephalus_flavifrons,Psittaciformes,Psittacidae
birds,Poicephalus_meyeri,LC,direct,Poicephalus_meyeri,Psittaciformes,Psittacidae
birds,Psittacus_erithacus,EN,direct,Psittacus_erithacus,Psittaciformes,Psittacidae
birds,Forpus_cyanopygius,NT,direct,Forpus_cyanopygius,Psittaciformes,Psittacidae
birds,Forpus_xanthopterygius,LC,direct,Forpus_xanthopterygius,Psittaciformes,Psittacidae
birds,Forpus_coelestis,LC,direct,Forpus_coelestis,Psittaciformes,Psittacidae
birds,Forpus_conspicillatus,LC,direct,Forpus_conspicillatus,Psittaciformes,Psittacidae
birds,Forpus_xanthops,VU,direct,Forpus_xanthops,Psittaciformes,Psittacidae
birds,Forpus_passerinus,LC,direct,Forpus_passerinus,Psittaciformes,Psittacidae
birds,Forpus_modestus,LC,direct,Forpus_modestus,Psittaciformes,Psittacidae
birds,Diopsittaca_nobilis,LC,direct,Diopsittaca_nobilis,Psittaciformes,Psittacidae
birds,Guaruba_guarouba,VU,direct,Guaruba_guarouba,Psittaciformes,Psittacidae
birds,Leptosittaca_branickii,LC,direct,Leptosittaca_branickii,Psittaciformes,Psittacidae
birds,Anodorhynchus_leari,EN,direct,Anodorhynchus_leari,Psittaciformes,Psittacidae
birds,Anodorhynchus_hyacinthinus,VU,direct,Anodorhynchus_hyacinthinus,Psittaciformes,Psittacidae
birds,Primolius_maracana,LC,direct,Primolius_maracana,Psittaciformes,Psittacidae
birds,Primolius_auricollis,LC,direct,Primolius_auricollis,Psittaciformes,Psittacidae
birds,Primolius_couloni,VU,direct,Primolius_couloni,Psittaciformes,Psittacidae
birds,Orthopsittaca_manilata,LC,GBIF_iucn_link,Orthopsittaca_manilata,Psittaciformes,Psittacidae
birds,Ara_glaucogularis,CR,direct,Ara_glaucogularis,Psittaciformes,Psittacidae
birds,Ara_ararauna,LC,direct,Ara_ararauna,Psittaciformes,Psittacidae
birds,Ara_militaris,VU,direct,Ara_militaris,Psittaciformes,Psittacidae
birds,Ara_ambiguus,CR,direct,Ara_ambiguus,Psittaciformes,Psittacidae
birds,Ara_severus,LC,direct,Ara_severus,Psittaciformes,Psittacidae
birds,Ara_rubrogenys,CR,direct,Ara_rubrogenys,Psittaciformes,Psittacidae
birds,Ara_chloropterus,LC,direct,Ara_chloropterus,Psittaciformes,Psittacidae
birds,Ara_macao,LC,direct,Ara_macao,Psittaciformes,Psittacidae
birds,Cyanopsitta_spixii,EW,direct,Cyanopsitta_spixii,Psittaciformes,Psittacidae
birds,Aratinga_leucophthalma,LC,GBIF_iucn_link,Aratinga_leucophthalma,Psittaciformes,Psittacidae
birds,Aratinga_weddellii,LC,direct,Aratinga_weddellii,Psittaciformes,Psittacidae
birds,Aratinga_erythrogenys,NT,GBIF_iucn_link,Aratinga_erythrogenys,Psittaciformes,Psittacidae
birds,Aratinga_finschi,LC,GBIF_iucn_link,Aratinga_finschi,Psittaciformes,Psittacidae
birds,Nandayus_nenday,LC,GBIF_iucn_link,Nandayus_nenday,Psittaciformes,Psittacidae
birds,Aratinga_brevipes,NM,no_RedList_match,,Psittaciformes,Psittacidae
birds,Aratinga_auricapillus,LC,direct,Aratinga_auricapillus,Psittaciformes,Psittacidae
birds,Aratinga_jandaya,LC,direct,Aratinga_jandaya,Psittaciformes,Psittacidae
birds,Aratinga_solstitialis,EN,direct,Aratinga_solstitialis,Psittaciformes,Psittacidae
birds,Aratinga_wagleri,NM,no_RedList_match,,Psittaciformes,Psittacidae
birds,Aratinga_pertinax,LC,GBIF_iucn_link,Aratinga_pertinax,Psittaciformes,Psittacidae
birds,Aratinga_aurea,LC,GBIF_iucn_link,Aratinga_aurea,Psittaciformes,Psittacidae
birds,Aratinga_mitrata,LC,GBIF_iucn_link,Aratinga_mitrata,Psittaciformes,Psittacidae
birds,Aratinga_chloroptera,VU,GBIF_iucn_link,Aratinga_chloroptera,Psittaciformes,Psittacidae
birds,Aratinga_acuticaudata,LC,GBIF_iucn_link,Aratinga_acuticaudata,Psittaciformes,Psittacidae
birds,Aratinga_holochlora,NM,no_RedList_match,,Psittaciformes,Psittacidae
birds,Aratinga_euops,VU,GBIF_iucn_link,Aratinga_euops,Psittaciformes,Psittacidae
birds,Aratinga_cactorum,LC,GBIF_iucn_link,Aratinga_cactorum,Psittaciformes,Psittacidae
birds,Aratinga_canicularis,VU,GBIF_iucn_link,Aratinga_canicularis,Psittaciformes,Psittacidae
birds,Aratinga_nana,NM,no_RedList_match,,Psittaciformes,Psittacidae
birds,Aratinga_rubritorquis,NM,no_RedList_match,,Psittaciformes,Psittacidae
birds,Pyrrhura_picta,LC,direct,Pyrrhura_picta,Psittaciformes,Psittacidae
birds,Pyrrhura_leucotis,VU,direct,Pyrrhura_leucotis,Psittaciformes,Psittacidae
birds,Pyrrhura_griseipectus,EN,direct,Pyrrhura_griseipectus,Psittaciformes,Psittacidae
birds,Pyrrhura_pfrimeri,EN,direct,Pyrrhura_pfrimeri,Psittaciformes,Psittacidae
birds,Pyrrhura_egregia,LC,direct,Pyrrhura_egregia,Psittaciformes,Psittacidae
birds,Pyrrhura_viridicata,EN,direct,Pyrrhura_viridicata,Psittaciformes,Psittacidae
birds,Pyrrhura_rupicola,LC,direct,Pyrrhura_rupicola,Psittaciformes,Psittacidae
birds,Pyrrhura_calliptera,VU,direct,Pyrrhura_calliptera,Psittaciformes,Psittacidae
birds,Pyrrhura_rhodocephala,LC,direct,Pyrrhura_rhodocephala,Psittaciformes,Psittacidae
birds,Pyrrhura_devillei,LC,direct,Pyrrhura_devillei,Psittaciformes,Psittacidae
birds,Pyrrhura_hoffmanni,LC,direct,Pyrrhura_hoffmanni,Psittaciformes,Psittacidae
birds,Pyrrhura_hoematotis,NT,direct,Pyrrhura_hoematotis,Psittaciformes,Psittacidae
birds,Pyrrhura_melanura,LC,direct,Pyrrhura_melanura,Psittaciformes,Psittacidae
birds,Pyrrhura_albipectus,VU,direct,Pyrrhura_albipectus,Psittaciformes,Psittacidae
birds,Pyrrhura_orcesi,EN,direct,Pyrrhura_orcesi,Psittaciformes,Psittacidae
birds,Pyrrhura_frontalis,LC,direct,Pyrrhura_frontalis,Psittaciformes,Psittacidae
birds,Pyrrhura_molinae,LC,direct,Pyrrhura_molinae,Psittaciformes,Psittacidae
birds,Pyrrhura_lepida,VU,direct,Pyrrhura_lepida,Psittaciformes,Psittacidae
birds,Pyrrhura_perlata,LC,direct,Pyrrhura_perlata,Psittaciformes,Psittacidae
birds,Pyrrhura_cruentata,VU,direct,Pyrrhura_cruentata,Psittaciformes,Psittacidae
birds,Rhynchopsitta_terrisi,EN,direct,Rhynchopsitta_terrisi,Psittaciformes,Psittacidae
birds,Rhynchopsitta_pachyrhyncha,EN,direct,Rhynchopsitta_pachyrhyncha,Psittaciformes,Psittacidae
birds,Cyanoliseus_patagonus,LC,direct,Cyanoliseus_patagonus,Psittaciformes,Psittacidae
birds,Enicognathus_ferrugineus,LC,direct,Enicognathus_ferrugineus,Psittaciformes,Psittacidae
birds,Enicognathus_leptorhynchus,LC,direct,Enicognathus_leptorhynchus,Psittaciformes,Psittacidae
birds,Deroptyus_accipitrinus,LC,direct,Deroptyus_accipitrinus,Psittaciformes,Psittacidae
birds,Pionites_leucogaster,VU,direct,Pionites_leucogaster,Psittaciformes,Psittacidae
birds,Pionites_melanocephalus,LC,direct,Pionites_melanocephalus,Psittaciformes,Psittacidae
birds,Psilopsiagon_aymara,LC,direct,Psilopsiagon_aymara,Psittaciformes,Psittacidae
birds,Psilopsiagon_aurifrons,LC,direct,Psilopsiagon_aurifrons,Psittaciformes,Psittacidae
birds,Brotogeris_sanctithomae,LC,direct,Brotogeris_sanctithomae,Psittaciformes,Psittacidae
birds,Brotogeris_chiriri,LC,direct,Brotogeris_chiriri,Psittaciformes,Psittacidae
birds,Brotogeris_versicolurus,LC,direct,Brotogeris_versicolurus,Psittaciformes,Psittacidae
birds,Brotogeris_tirica,LC,direct,Brotogeris_tirica,Psittaciformes,Psittacidae
birds,Brotogeris_pyrrhoptera,VU,direct,Brotogeris_pyrrhoptera,Psittaciformes,Psittacidae
birds,Brotogeris_jugularis,LC,direct,Brotogeris_jugularis,Psittaciformes,Psittacidae
birds,Brotogeris_cyanoptera,LC,direct,Brotogeris_cyanoptera,Psittaciformes,Psittacidae
birds,Brotogeris_chrysoptera,LC,direct,Brotogeris_chrysoptera,Psittaciformes,Psittacidae
birds,Myiopsitta_monachus,LC,direct,Myiopsitta_monachus,Psittaciformes,Psittacidae
birds,Ognorhynchus_icterotis,VU,direct,Ognorhynchus_icterotis,Psittaciformes,Psittacidae
birds,Pionopsitta_pileata,LC,direct,Pionopsitta_pileata,Psittaciformes,Psittacidae
birds,Hapalopsittaca_pyrrhops,EN,direct,Hapalopsittaca_pyrrhops,Psittaciformes,Psittacidae
birds,Hapalopsittaca_melanotis,LC,direct,Hapalopsittaca_melanotis,Psittaciformes,Psittacidae
birds,Hapalopsittaca_fuertesi,EN,direct,Hapalopsittaca_fuertesi,Psittaciformes,Psittacidae
birds,Hapalopsittaca_amazonina,NT,direct,Hapalopsittaca_amazonina,Psittaciformes,Psittacidae
birds,Pyrilia_aurantiocephala,NT,direct,Pyrilia_aurantiocephala,Psittaciformes,Psittacidae
birds,Pyrilia_pyrilia,NT,direct,Pyrilia_pyrilia,Psittaciformes,Psittacidae
birds,Pyrilia_barrabandi,LC,direct,Pyrilia_barrabandi,Psittaciformes,Psittacidae
birds,Pyrilia_caica,LC,direct,Pyrilia_caica,Psittaciformes,Psittacidae
birds,Pyrilia_vulturina,LC,direct,Pyrilia_vulturina,Psittaciformes,Psittacidae
birds,Pyrilia_pulchra,LC,direct,Pyrilia_pulchra,Psittaciformes,Psittacidae
birds,Pyrilia_haematotis,LC,direct,Pyrilia_haematotis,Psittaciformes,Psittacidae
birds,Triclaria_malachitacea,LC,direct,Triclaria_malachitacea,Psittaciformes,Psittacidae
birds,Pionus_sordidus,LC,direct,Pionus_sordidus,Psittaciformes,Psittacidae
birds,Pionus_maximiliani,LC,direct,Pionus_maximiliani,Psittaciformes,Psittacidae
birds,Pionus_fuscus,LC,direct,Pionus_fuscus,Psittaciformes,Psittacidae
birds,Pionus_chalcopterus,LC,direct,Pionus_chalcopterus,Psittaciformes,Psittacidae
birds,Pionus_senilis,LC,direct,Pionus_senilis,Psittaciformes,Psittacidae
birds,Pionus_tumultuosus,LC,direct,Pionus_tumultuosus,Psittaciformes,Psittacidae
birds,Pionus_menstruus,LC,direct,Pionus_menstruus,Psittaciformes,Psittacidae
birds,Alipiopsitta_xanthops,NT,direct,Alipiopsitta_xanthops,Psittaciformes,Psittacidae
birds,Graydidascalus_brachyurus,LC,direct,Graydidascalus_brachyurus,Psittaciformes,Psittacidae
birds,Amazona_mercenaria,LC,GBIF_iucn_link,Amazona_mercenaria,Psittaciformes,Psittacidae
birds,Amazona_xantholora,LC,direct,Amazona_xantholora,Psittaciformes,Psittacidae
