EDGErank,EDrank,species,order,family,genus,RLcat,EDGEmed,EDGEiqr,EDmed,EDiqr,pextmed,pextiqr,TBLmn,isEDGEsp,isEDGEsp_frac,n_trees,match,mdd_sciName,extinct
1119,2079,Sylvisorex_camerunensis,Eulipotyphla,Soricidae,Sylvisorex,VU,0.537813325225521,0.809517105790581,2.34738412839489,3.36482250502779,0.238481760883011,0.0777119034425548,2.52568276363785,1,0.609,1000,direct,Sylvisorex_camerunensis,0.0
1120,1283,Crocidura_horsfieldii,Eulipotyphla,Soricidae,Crocidura,DD,0.537692511016387,1.34423169523128,3.46762542180432,3.17645013765539,0.166762954451852,0.527474430819069,3.06808579588185,0,0.0,1000,direct,Crocidura_horsfieldii,0.0
1121,2179,Hapalemur_griseus,Primates,Lemuridae,Hapalemur,VU,0.537441578929387,0.290000579927477,2.24936555548634,1.02110547440929,0.243543412026614,0.0781444240532484,1.78774859279838,1,0.747,1000,direct,Hapalemur_griseus,0.0
1122,168,Emballonura_dianae,Chiroptera,Emballonuridae,Emballonura,LC,0.537072657563172,0.327483975867668,10.8593124904535,3.17078250071726,0.0504459205630688,0.0284514663082923,10.4181464159266,0,0.0,1000,direct,Emballonura_dianae,0.0
1123,4270,Phyllotis_definitus,Rodentia,Cricetidae,Phyllotis,EN,0.536824253670111,0.772822856951415,1.07264509242342,1.45398560078794,0.48225770977199,0.263128336819753,1.31144501534608,0,0.301,1000,direct,Phyllotis_definitus,0.0
1124,176,Trachops_cirrhosus,Chiroptera,Phyllostomidae,Trachops,LC,0.53636690437076,0.31669875176854,10.6703404112278,2.68294098419971,0.0504841535133371,0.0283224742394163,10.3126322950959,0,0.0,1000,direct,Trachops_cirrhosus,0.0
1125,188,Nyctiellus_lepidus,Chiroptera,Natalidae,Nyctiellus,LC,0.535086673615351,0.300085728495011,10.2710031209152,3.14108164862571,0.0507127491751275,0.0282493125242842,10.491234896061,0,0.0,1000,direct,Nyctiellus_lepidus,0.0
1126,1536,Sundasciurus_rabori,Rodentia,Sciuridae,Sundasciurus,DD,0.535003431298357,1.52457634736771,3.01382881431517,1.03375390138178,0.182301474906387,0.578083401065518,2.99608082089645,0,0.0,1000,direct,Sundasciurus_rabori,0.0
1127,4365,Mus_fernandoni,Rodentia,Muridae,Mus,EN,0.534460407848187,0.838857336635352,1.03418562474583,1.63962984532989,0.501176214370965,0.29365979655189,1.34026787418025,0,0.305,1000,direct,Mus_fernandoni,0.0
1128,4153,Chiroderma_improvisum,Chiroptera,Phyllostomidae,Chiroderma,EN,0.534173733759235,0.347478733526229,1.11214193582718,0.498447600564818,0.48717028943969,0.277894706777415,1.08583492126707,0,0.051,1000,direct,Chiroderma_improvisum,0.0
1129,2214,Apomys_camiguinensis,Rodentia,Muridae,Apomys,VU,0.53391703941293,0.199739177247964,2.21070006415489,0.564144353764541,0.247239821125348,0.076350753587332,2.17297359779518,1,0.869,1000,direct,Apomys_camiguinensis,0.0
1130,4314,Semnopithecus_ajax,Primates,Cercopithecidae,Semnopithecus,EN,0.53353077379037,0.56330585946702,1.05121907461264,1.00021164512564,0.490481686609364,0.289229378812363,0.94393743786827,0,0.233,1000,direct,Semnopithecus_ajax,0.0
1131,1711,Monodelphis_sanctaerosae,Didelphimorphia,Didelphidae,Monodelphis,NE,0.533524054159611,1.28238443173052,2.75484845461112,1.02972729346362,0.192165878292334,0.680508403494283,2.59895642688864,0,0.0,1000,direct,Monodelphis_sanctaerosae,0.0
1132,1423,Micronycteris_yatesi,Chiroptera,Phyllostomidae,Micronycteris,DD,0.53270574932597,1.46670179844495,3.20333986445879,1.09125759005923,0.172383613722401,0.566334547612524,3.12058527706172,0,0.0,1000,direct,Micronycteris_yatesi,0.0
1133,2178,Rattus_satarae,Rodentia,Muridae,Rattus,VU,0.532216101480628,0.643717142260006,2.25032330705424,2.83907562886549,0.247239821125348,0.0760636751732047,1.97483429135805,1,0.564,1000,direct,Rattus_satarae,0.0
1134,2156,Cercopithecus_lhoesti,Primates,Cercopithecidae,Allochrocebus,VU,0.531772943046993,0.210585895288802,2.2682014756,0.622355955087883,0.244149009477822,0.0788465337101313,1.77627482198548,1,0.87,1000,synonym:MSW3,Allochrocebus_lhoesti,0.0
1135,1852,Marmosops_fuscatus,Didelphimorphia,Didelphidae,Marmosops,DD,0.531559224102998,1.40847490709316,2.59471869645659,3.76556507017601,0.190074876861224,0.68271516977078,3.32539048643451,0,0.0,1000,direct,Marmosops_fuscatus,0.0
1136,1603,Caracal_aurata,,,,DD,0.52913835579098,1.34543553284162,2.9101719936393,0.817832982586014,0.170201363200541,0.520693500140532,2.902466253606,0,0.0,1000,unmatched,,
1137,175,Dactylonax_palpator,Diprotodontia,Petauridae,Dactylonax,LC,0.527745204418093,0.297099851160799,10.6970708637207,2.4981039599922,0.05005968444724,0.0270802498329631,10.782796742341,0,0.0,1000,direct,Dactylonax_palpator,0.0
1138,803,Melasmothrix_naso,Rodentia,Muridae,Melasmothrix,NT,0.526943546705548,0.460239623020851,4.68104155784096,3.40396402736756,0.123662975877419,0.0424419492335463,3.68700242302738,0,0.0,1000,direct,Melasmothrix_naso,0.0
1139,1539,Hsunycteris_cadenai,Chiroptera,Phyllostomidae,Hsunycteris,DD,0.526532372102321,1.60920405438838,3.01228552474597,0.98633142100817,0.168783660283255,0.583504940096398,2.852001588086,0,0.0,1000,direct,Hsunycteris_cadenai,0.0
1140,1391,Mus_crociduroides,Rodentia,Muridae,Mus,DD,0.525314246826402,1.34357711220227,3.24581567761698,1.29131135426896,0.182804400337094,0.554585651854004,2.73307041623785,0,0.0,1000,direct,Mus_crociduroides,0.0
1141,794,Paucidentomys_vermidax,Rodentia,Muridae,Paucidentomys,NT,0.52485507678753,0.427749781049873,4.72584067105476,3.15249964198673,0.123698042244886,0.0424026111625185,3.73864399645707,0,0.0,1000,direct,Paucidentomys_vermidax,0.0
1142,4139,Presbytis_melalophos,Primates,Cercopithecidae,Presbytis,EN,0.524247291715878,0.359758865256965,1.11517323432753,0.516346784733625,0.486510715974722,0.286850871915089,0.92437782747378,0,0.054,1000,direct,Presbytis_melalophos,0.0
1143,154,Rhynchonycteris_naso,Chiroptera,Emballonuridae,Rhynchonycteris,LC,0.524245033320248,0.426183425060725,11.4104616327788,5.04343452406523,0.0506039381903889,0.028413237898128,10.00649583807,0,0.0,1000,direct,Rhynchonycteris_naso,0.0
1144,119,Lampronycteris_brachyotis,Chiroptera,Phyllostomidae,Lampronycteris,LC,0.523552713809028,0.571962470079445,12.3659666003682,10.7342770616148,0.0499037417522054,0.0269455146794366,8.76017515468752,0,0.0,1000,direct,Lampronycteris_brachyotis,0.0
1145,1844,Coleura_kibomalandy,Chiroptera,Emballonuridae,Coleura,DD,0.522884639307788,1.3891843952558,2.59840238957898,0.869716668904268,0.182814367944735,0.613161169580903,1.1132563043849,0,0.0,1000,direct,Coleura_kibomalandy,0.0
1146,898,Cuniculus_taczanowskii,Rodentia,Cuniculidae,Cuniculus,NT,0.522692832418792,0.238005511406168,4.34565433128399,1.55381564126074,0.122442163260447,0.0410050303702574,3.281201307241,0,0.0,1000,direct,Cuniculus_taczanowskii,0.0
1147,4292,Catopuma_badia,Carnivora,Felidae,Catopuma,EN,0.521549179479404,0.41724888686591,1.06209673419397,0.725767283226393,0.486966444695952,0.281550713130335,0.9760954662247,0,0.146,1000,direct,Catopuma_badia,0.0
1148,1921,Marmosops_creightoni,Didelphimorphia,Didelphidae,Marmosops,DD,0.52151820416648,1.38495029426106,2.51428867906855,3.85813566261681,0.190074876861224,0.675005256054472,3.17489828733656,0,0.0,1000,direct,Marmosops_creightoni,0.0
1149,2221,Macaca_arctoides,Primates,Cercopithecidae,Macaca,VU,0.521179814506632,0.209429028864406,2.20810088916172,0.610587461450797,0.243354587469274,0.0790385161737027,2.09877146863564,1,0.864,1000,direct,Macaca_arctoides,0.0
1150,195,Nectogale_elegans,Eulipotyphla,Soricidae,Nectogale,LC,0.520082660919486,0.283261522500451,10.1418783630994,2.03802476880727,0.0507338756989515,0.0277679302739247,10.291471521157,0,0.0,1000,direct,Nectogale_elegans,0.0
1151,1382,Crocidura_tarfayensis,Eulipotyphla,Soricidae,Crocidura,DD,0.519619190390955,1.15826345776215,3.26033915145271,2.60267332791826,0.16799134920304,0.534845934386591,2.54904973011176,0,0.0,1000,synonym:MSW3,Crocidura_tarfayaensis,0.0
1152,4413,Hapalomys_longicaudatus,Rodentia,Muridae,Hapalomys,EN,0.51944899688523,0.734246326860315,1.01410882147674,1.31745328320981,0.50167031299976,0.287759138567397,1.067843557562,0,0.267,1000,direct,Hapalomys_longicaudatus,0.0
1153,1766,Uropsilus_aequodonenia,Eulipotyphla,Talpidae,Uropsilus,NE,0.518187943351665,1.3648909496702,2.6883405666709,1.23815497312948,0.166576368583006,0.547024460863499,2.2241472539373,0,0.0,1000,direct,Uropsilus_aequodonenia,0.0
1154,4189,Trachypithecus_shortridgei,Primates,Cercopithecidae,Trachypithecus,EN,0.518125300262175,0.351335800967549,1.09947533397736,0.438360012364363,0.489186174539788,0.289408099366049,0.45590658861213,0,0.016,1000,direct,Trachypithecus_shortridgei,0.0
1155,174,Mellivora_capensis,Carnivora,Mustelidae,Mellivora,LC,0.518044871078294,0.27740493370316,10.7244769,2.05013701325,0.0483362339510834,0.0261103896796529,10.762098858824,0,0.0,1000,direct,Mellivora_capensis,0.0
1156,2306,Tragelaphus_derbianus,Artiodactyla,Bovidae,Tragelaphus,VU,0.517862008155319,0.260046424014119,2.13288075167205,0.860143106613102,0.245262480154485,0.0719234369374329,2.08788161150928,1,0.772,1000,direct,Tragelaphus_derbianus,0.0
1157,2242,Dorcopsis_luctuosa,Diprotodontia,Macropodidae,Dorcopsis,VU,0.517768503946217,0.639529060823951,2.17824536103281,2.58823765027561,0.241857576997495,0.0779527901461228,2.26265550274908,1,0.598,1000,direct,Dorcopsis_luctuosa,0.0
1158,4290,Myotis_findleyi,Chiroptera,Vespertilionidae,Myotis,EN,0.516707048865232,0.756042814842746,1.0623667926522,1.5281117847628,0.487299317765028,0.282329405308928,1.28676074588371,0,0.302,1000,direct,Myotis_findleyi,0.0
1159,1535,Hsunycteris_pattoni,Chiroptera,Phyllostomidae,Hsunycteris,DD,0.515845329484171,1.64100054535528,3.01446470377495,0.979714061147618,0.168595465815175,0.583504940096398,2.852001588086,0,0.0,1000,direct,Hsunycteris_pattoni,0.0
1160,197,Aselliscus_stoliczkanus,Chiroptera,Hipposideridae,Aselliscus,LC,0.515273129859656,0.282941220912878,10.1064515182507,1.84211756690336,0.0508893366745437,0.0274486257050376,10.297483274756,0,0.0,1000,direct,Aselliscus_stoliczkanus,0.0
1161,4457,Prosciurillus_rosenbergii,Rodentia,Sciuridae,Prosciurillus,EN,0.515141795724287,0.774765184248613,0.99947132052437,1.55482738090896,0.501016967705638,0.273909851599919,1.29714680873191,0,0.305,1000,direct,Prosciurillus_rosenbergii,0.0
1162,4280,Hybomys_basilii,Rodentia,Muridae,Hybomys,EN,0.514486327650032,0.805140727043245,1.07005119229212,1.44165477536462,0.487269663482239,0.288558952583144,1.28422009209472,0,0.295,1000,direct,Hybomys_basilii,0.0
1163,4242,Callicebus_coimbrai,Primates,Pitheciidae,Callicebus,EN,0.514358907543939,0.462308785495551,1.08136970465479,0.862550313235899,0.488069592440244,0.287890368765712,0.914303232877041,0,0.125,1000,direct,Callicebus_coimbrai,0.0
1164,2236,Petrogale_lateralis,Diprotodontia,Macropodidae,Petrogale,VU,0.514354222937413,0.241699647590257,2.18954946599268,0.804555067121258,0.241720971821586,0.0788755184166106,2.04009496096693,1,0.764,1000,direct,Petrogale_lateralis,0.0
1165,189,Aepyceros_melampus,Artiodactyla,Bovidae,Aepyceros,LC,0.514192095529059,0.274231069944943,10.2327882546395,2.15956803050308,0.049947497787611,0.0270538019613922,10.327199412132,0,0.0,1000,direct,Aepyceros_melampus,0.0
1166,184,Sminthopsis_granulipes,Dasyuromorphia,Dasyuridae,Sminthopsis,LC,0.513484917816886,0.304377699037796,10.398412673654,2.1345687403397,0.049950456817686,0.0282192175857874,10.2373437401339,0,0.0,1000,direct,Sminthopsis_granulipes,0.0
1167,965,Dyacopterus_spadiceus,Chiroptera,Pteropodidae,Dyacopterus,NT,0.513440555850936,0.428096286892194,4.17823158175657,3.26779770694551,0.122987799344097,0.0442355514919041,2.40914949753519,0,0.0,1000,direct,Dyacopterus_spadiceus,0.0
1168,158,Cloeotis_percivali,Chiroptera,Rhinonycteridae,Cloeotis,LC,0.513082342013744,0.348944908738841,11.1031127792015,3.10085899405155,0.0501694172942235,0.0266431771613814,9.41930644576762,0,0.0,1000,direct,Cloeotis_percivali,0.0
1169,4348,Trachypithecus_hatinhensis,Primates,Cercopithecidae,Trachypithecus,EN,0.51296387636986,0.356931335464619,1.03928486081828,0.503538593828431,0.488034627054486,0.289229378812363,0.53195325351062,0,0.045,1000,direct,Trachypithecus_hatinhensis,0.0
1170,187,Eoglaucomys_fimbriatus,Rodentia,Sciuridae,Eoglaucomys,LC,0.512952072573097,0.335164456311369,10.3041902361846,2.78814785477851,0.0502960953027136,0.0285572269635811,9.9715494130331,0,0.0,1000,direct,Eoglaucomys_fimbriatus,0.0
1171,2362,Komodomys_rintjanus,Rodentia,Muridae,Komodomys,VU,0.512409568937057,0.684641376209218,2.09096766652961,2.93206442357445,0.248483604354063,0.0766050693648021,2.49783840462184,1,0.566,1000,direct,Komodomys_rintjanus,0.0
1172,2307,Macaca_leonina,Primates,Cercopithecidae,Macaca,VU,0.512031249851061,0.213860392232307,2.13113048244019,0.606618203222363,0.243470598136701,0.078740611357361,1.93354118581282,1,0.837,1000,direct,Macaca_leonina,0.0
1173,2268,Dipodomys_stephensi,Rodentia,Heteromyidae,Dipodomys,VU,0.509913084102004,0.23532668565154,2.15852458654164,0.742030541745639,0.244070196455499,0.0737230897014161,2.15940852831107,1,0.772,1000,direct,Dipodomys_stephensi,0.0
1174,2289,Helarctos_malayanus,Carnivora,Ursidae,Helarctos,VU,0.509139358428931,0.193890826082361,2.14314125891133,0.552800750042842,0.242813383458502,0.0798539052346878,2.180550337901,1,0.862,1000,direct,Helarctos_malayanus,0.0
1175,2204,Callicebus_brunneus,Primates,Pitheciidae,Plecturocebus,VU,0.508537696440886,0.998661289771368,2.22441855254777,4.1262525210478,0.242741061435803,0.0782944703876424,2.38708091701805,1,0.581,1000,synonym:MSW3,Plecturocebus_brunneus,0.0
1176,1356,Lonchophylla_chocoana,Chiroptera,Phyllostomidae,Lonchophylla,DD,0.508397987394736,1.196609907367,3.29591503041016,2.77610639520407,0.168471820934825,0.583504940096398,2.66185559774547,0,0.0,1000,direct,Lonchophylla_chocoana,0.0
1177,4340,Mungotictis_decemlineata,Carnivora,Eupleridae,Mungotictis,EN,0.508295142545386,0.296152173235105,1.04185948882007,0.438063718317428,0.486560910828293,0.280580552231604,0.9877445509542,0,0.027,1000,direct,Mungotictis_decemlineata,0.0
1178,4358,Sylvilagus_graysoni,Lagomorpha,Leporidae,Sylvilagus,EN,0.507896208009608,0.825393100196536,1.0363286537393,1.56429683668043,0.489698054250551,0.271922078167866,1.27063227069148,0,0.31,1000,direct,Sylvilagus_graysoni,0.0
1179,147,Sylvisorex_johnstoni,Eulipotyphla,Soricidae,Sylvisorex,LC,0.507616259591342,0.494926622114698,11.5900616742974,9.26043984806434,0.0507645196485237,0.0284157443501504,8.75933196322944,0,0.0,1000,direct,Sylvisorex_johnstoni,0.0
1180,4324,Trachypithecus_laotum,Primates,Cercopithecidae,Trachypithecus,EN,0.507416061017818,0.34348211792801,1.04891705429861,0.495319137640447,0.489186174539788,0.289229378812363,0.52754449421565,0,0.036,1000,direct,Trachypithecus_laotum,0.0
1181,4485,Lophuromys_chercherensis,Rodentia,Muridae,Lophuromys,EN,0.506917189415586,0.707615120148622,0.990975838206268,1.37496885163176,0.493392193319404,0.286357037408742,1.20192021611027,0,0.263,1000,direct,Lophuromys_chercherensis,0.0
1182,1592,Thomomys_atrovarius,,,,DD,0.506615227782318,1.36619062626922,2.93412420015223,1.06318087930059,0.177380171543981,0.57083472118099,2.56059168041919,0,0.0,1000,unmatched,,
1183,4353,Phyllomys_brasiliensis,Rodentia,Echimyidae,Phyllomys,EN,0.506278214546224,0.349470275054403,1.03798797597664,0.486840572675213,0.497691060440486,0.271167966724165,0.94220390378873,0,0.041,1000,direct,Phyllomys_brasiliensis,0.0
1184,2279,Macaca_radiata,Primates,Cercopithecidae,Macaca,VU,0.505567001136331,0.231669557974978,2.15064408843866,0.689446703433218,0.243470598136701,0.078740611357361,1.51146876281065,1,0.799,1000,direct,Macaca_radiata,0.0
1185,136,Petromyscus_collinus,Rodentia,Nesomyidae,Petromyscus,LC,0.504946184168729,0.679229518181256,11.8870743055211,12.9115696040154,0.0497880770082783,0.0276689789738278,10.0655048141186,0,0.0,1000,direct,Petromyscus_collinus,0.0
1186,939,Bauerus_dubiaquercus,Chiroptera,Vespertilionidae,Bauerus,NT,0.504310129473352,0.427455024343187,4.24180317867015,3.3889691415197,0.123928619650602,0.0404570689165971,3.44106672506391,0,0.0,1000,direct,Bauerus_dubiaquercus,0.0
1187,4369,Ateles_belzebuth,Primates,Atelidae,Ateles,EN,0.504131409651625,0.310274977485374,1.03268069241685,0.448406390085772,0.490481686609364,0.289564596857985,0.52947312760659,0,0.021,1000,direct,Ateles_belzebuth,0.0
1188,2322,Acerodon_leucotis,Chiroptera,Pteropodidae,Acerodon,VU,0.504093489508267,0.482869242266418,2.12165633848276,2.0281761486964,0.242859398620689,0.0794101690755991,1.64845018462225,1,0.617,1000,direct,Acerodon_leucotis,0.0
1189,2256,Dipodomys_nitratoides,Rodentia,Heteromyidae,Dipodomys,VU,0.504071962080506,0.234965256192973,2.16495733102828,0.776206083876278,0.243062198427907,0.0743200910820672,2.19203027054271,1,0.775,1000,direct,Dipodomys_nitratoides,0.0
1190,4378,Pteropus_rodricensis,Chiroptera,Pteropodidae,Pteropus,EN,0.502395458833165,0.314365923688296,1.02897223214271,0.404827242727406,0.497307899702545,0.292624648078053,0.83996468019831,0,0.005,1000,direct,Pteropus_rodricensis,0.0
1191,4349,Ateles_marginatus,Primates,Atelidae,Ateles,EN,0.502315323571738,0.302942504635653,1.0392500303024,0.434795176691928,0.489186174539788,0.288542306368798,0.52947312760659,0,0.024,1000,direct,Ateles_marginatus,0.0
1192,4530,Notomys_aquilo,Rodentia,Muridae,Notomys,EN,0.502279594530716,0.640987443090672,0.969014147162277,1.23692295496717,0.502403925870179,0.29063236781145,0.836955328028696,0,0.247,1000,direct,Notomys_aquilo,0.0
1193,4402,Lepus_hainanus,Lagomorpha,Leporidae,Lepus,EN,0.502244378431789,0.333209836068025,1.01742798370331,0.485328681598074,0.490481686609364,0.275789142139225,0.9806337702061,0,0.041,1000,direct,Lepus_hainanus,0.0
1194,2360,Trichechus_senegalensis,Sirenia,Trichechidae,Trichechus,VU,0.501297365502405,0.269959230585157,2.09227428000684,0.909359976037272,0.237565330635895,0.0791095137624667,0.92518850720085,1,0.723,1000,direct,Trichechus_senegalensis,0.0
1195,2374,Sylvisorex_isabellae,Eulipotyphla,Soricidae,Sylvisorex,VU,0.501207283509992,0.822137263177109,2.08014581614805,3.39190142751385,0.242845482487743,0.0766074365895341,2.53480362866681,1,0.566,1000,direct,Sylvisorex_isabellae,0.0
1196,1763,Uropsilus_andersoni,Eulipotyphla,Talpidae,Uropsilus,DD,0.501018172816158,1.34190868783067,2.69336853511676,1.18669963159674,0.16630085480796,0.54500571539689,2.2241472539373,0,0.0,1000,direct,Uropsilus_andersoni,0.0
1197,181,Pteronotus_parnellii,Chiroptera,Mormoopidae,Pteronotus,LC,0.500937160452565,0.314441345658929,10.5027415825456,3.42373628291591,0.0500819233571193,0.0276074812451724,9.32756375007886,0,0.0,1000,direct,Pteronotus_parnellii,0.0
1198,2383,Balaenoptera_physalus,Artiodactyla,Balaenopteridae,Balaenoptera,VU,0.500826617452754,0.180429297088951,2.0741679739527,0.424495145627091,0.243952759459889,0.0754376651831917,2.06817352714285,1,0.849,1000,direct,Balaenoptera_physalus,0.0
1199,2326,Trichechus_inunguis,Sirenia,Trichechidae,Trichechus,VU,0.500817212255682,0.259981472438175,2.11981627412127,0.926023914641828,0.237108943626153,0.0792438546177704,0.92518850720085,1,0.73,1000,direct,Trichechus_inunguis,0.0
1200,191,Trinycteris_nicefori,Chiroptera,Phyllostomidae,Trinycteris,LC,0.500403974214879,0.294009242658887,10.2110471878161,2.55608347481311,0.0504635011024542,0.0282801531598439,9.72505762357845,0,0.0,1000,direct,Trinycteris_nicefori,0.0
1201,4510,Pteropus_faunulus,Chiroptera,Pteropodidae,Pteropus,EN,0.500116019193137,0.579546104575342,0.974504537389503,1.0428908301871,0.496027161501302,0.291266855811798,0.929284069143018,0,0.221,1000,direct,Pteropus_faunulus,0.0
1202,2350,Catopuma_temminckii,Carnivora,Felidae,Catopuma,VU,0.49881862869278,0.256720472331442,2.09930368711241,0.899444660985765,0.243098515287213,0.0790681470181493,2.0517647255567,1,0.719,1000,direct,Catopuma_temminckii,0.0
1203,215,Hylomys_suillus,Eulipotyphla,Erinaceidae,Hylomys,LC,0.498525096000303,0.261290839778854,9.59726636806445,2.08323197785466,0.0511465998229081,0.0278356125978422,6.600167775093,0,0.0,1000,direct,Hylomys_suillus,0.0
1204,209,Scalopus_aquaticus,Eulipotyphla,Talpidae,Scalopus,LC,0.498013637554306,0.281543313021853,9.75466465885667,2.54494351050397,0.0511526881490583,0.0281769585554092,9.888092359764,0,0.0,1000,direct,Scalopus_aquaticus,0.0
1205,170,Gymnuromys_roberti,Rodentia,Nesomyidae,Gymnuromys,LC,0.497791135099198,0.372330068085821,10.8030477891846,5.18759867493276,0.0494481768067758,0.0273533247643708,8.84492555210106,0,0.0,1000,direct,Gymnuromys_roberti,0.0
1206,1636,Praomys_verschureni,Rodentia,Muridae,Congomys,DD,0.496179381021732,1.38772291019117,2.86371075384472,0.771604934541221,0.17731467635847,0.546858541133124,2.6241366391957,0,0.0,1000,synonym:MSW3,Congomys_verschureni,0.0
1207,4356,Pteropus_fundatus,Chiroptera,Pteropodidae,Pteropus,EN,0.496035702776002,0.587173476812821,1.03754480055925,1.08075280620488,0.497307899702545,0.293839971197632,0.973066911528739,0,0.212,1000,direct,Pteropus_fundatus,0.0
1208,1859,Monodelphis_umbristriatus,,,,DD,0.495797119151266,1.39650209572623,2.58772186165924,1.04597781683257,0.19191815927489,0.684970358866744,2.3743687577906,0,0.0,1000,unmatched,,
1209,1840,Calcochloris_tytonis,Afrosoricida,Chrysochloridae,Huetia,DD,0.494578492044896,1.24770122103416,2.59998009939393,2.78544258484128,0.16799134920304,0.553612690973234,2.87886766193074,0,0.0,1000,synonym:MSW3,Huetia_tytonis,0.0
1210,974,Caenolestes_caniventer,Paucituberculata,Caenolestidae,Caenolestes,NT,0.494186765237985,0.234390537694019,4.14254184318967,1.70850259406179,0.120446569551679,0.0394784391807418,2.90293225811939,0,0.0,1000,direct,Caenolestes_caniventer,0.0
1211,1623,Mazama_nemorivaga,,,,DD,0.493935600111015,1.18077488084352,2.88025453694724,0.928322226089712,0.173431851346135,0.48227828340209,2.68979210677374,0,0.0,1000,unmatched,,
1212,148,Diphylla_ecaudata,Chiroptera,Phyllostomidae,Diphylla,LC,0.493751797330855,0.497018078688731,11.5690750740221,9.93316427440787,0.0500318332372664,0.0272397155600986,8.36675742014187,0,0.0,1000,direct,Diphylla_ecaudata,0.0
1213,4336,Pteropus_vampyrus,Chiroptera,Pteropodidae,Pteropus,EN,0.493517889837275,0.311775139443315,1.04250529613398,0.376045394952536,0.497307899702545,0.292624648078053,0.87813157836956,0,0.002,1000,direct,Pteropus_vampyrus,0.0
1214,5637,Marmota_vancouverensis,Rodentia,Sciuridae,Marmota,CR,0.493414859847569,0.295608698654594,0.519893973994764,0.312673805970357,0.972534411800482,0.058741148182193,0.50572500649812,0,0.0,1000,direct,Marmota_vancouverensis,0.0
1215,4611,Nyctimene_rabori,Chiroptera,Pteropodidae,Nyctimene,EN,0.493300875180182,0.734606576806077,0.9403977218757,1.4126580440202,0.497307899702545,0.294095671605452,1.22899541908964,0,0.278,1000,direct,Nyctimene_rabori,0.0
1216,4603,Rhinolophus_montanus,Chiroptera,Rhinolophidae,Rhinolophus,EN,0.493294333317252,0.712158808327767,0.944390126593094,1.31586226349906,0.499113628348124,0.28778391655475,1.2709856610255,0,0.263,1000,direct,Rhinolophus_montanus,0.0
1217,4375,Viverra_megaspila,Carnivora,Viverridae,Viverra,EN,0.493185090813781,0.326048672231319,1.03004525243684,0.453762693360009,0.491024336535873,0.279922246125576,0.858050338896335,0,0.028,1000,direct,Viverra_megaspila,0.0
1218,2415,Ateles_paniscus,Primates,Atelidae,Ateles,VU,0.493079095278103,0.21828034898849,2.04667478054921,0.639285757795045,0.244149009477822,0.0788955339011628,1.8313445767252,1,0.795,1000,direct,Ateles_paniscus,0.0
1219,2112,Microdillus_peeli,Rodentia,Muridae,Microdillus,DD,0.493062717437798,1.27837749431807,2.32449555791652,4.69822014819542,0.18573905888994,0.579600038183301,3.1290193888265,0,0.0,1000,direct,Microdillus_peeli,0.0
1220,1936,Dologale_dybowskii,Carnivora,Herpestidae,Dologale,DD,0.492165866416168,1.13576659590425,2.50262282910768,2.36805068105519,0.175709862409522,0.541499047587789,2.77127157842293,0,0.0,1000,direct,Dologale_dybowskii,0.0
1221,4419,Geomys_tropicalis,Rodentia,Geomyidae,Geomys,EN,0.491976135676794,0.301737563017433,1.01161992180081,0.450630760400151,0.488333900787813,0.270309640403332,0.9684919814971,0,0.024,1000,direct,Geomys_tropicalis,0.0
1222,2394,Macaca_ochreata,Primates,Cercopithecidae,Macaca,VU,0.490660950687301,0.198099270195501,2.06097141378184,0.604360250984099,0.243275771160828,0.0786509132668351,2.0016235760562,1,0.795,1000,direct,Macaca_ochreata,0.0
1223,978,Mormopterus_norfolkensis,Chiroptera,Molossidae,Micronomus,NT,0.490264097611537,0.393755362843035,4.13052283948189,3.19201792486375,0.123978842470426,0.0394231949391169,3.43763705524114,0,0.0,1000,synonym:MSW3,Micronomus_norfolkensis,0.0
1224,2466,Nycticebus_kayan,Primates,Lorisidae,Nycticebus,VU,0.490129034221239,0.446603715880463,2.0046853674547,1.8546564851396,0.242782761473633,0.0760635201751808,1.38935954461899,1,0.586,1000,direct,Nycticebus_kayan,0.0
1225,4455,Pteropus_pselaphon,Chiroptera,Pteropodidae,Pteropus,EN,0.489468076553124,0.597383203669542,0.999714407247461,1.11312468615146,0.490888022932035,0.292624648078053,0.979987022285041,0,0.222,1000,direct,Pteropus_pselaphon,0.0
1226,219,Xerus_erythropus,Rodentia,Sciuridae,Euxerus,LC,0.48877544055632,0.275834240195577,9.51380393375755,2.74196912966937,0.0508647914731669,0.0279422759044476,9.750243821071,0,0.0,1000,synonym:MSW3,Euxerus_erythropus,0.0
1227,2097,Marmosops_cracens,Didelphimorphia,Didelphidae,Marmosops,DD,0.488727328352406,1.39852784897995,2.33525773032227,3.61822539287916,0.190074876861224,0.678718781340556,3.05959700417794,0,0.0,1000,synonym:nominalName,Marmosops_fuscatus,0.0
1228,4432,Rhinolophus_kahuzi,Chiroptera,Rhinolophidae,Rhinolophus,EN,0.488715989833023,0.773321397473834,1.00600104581736,1.42815710257516,0.498203298807512,0.288128302233633,1.35098641177662,0,0.285,1000,synonym:nominalName,Rhinolophus_ruwenzorii,0.0
1229,173,Beamys_hindei,Rodentia,Nesomyidae,Beamys,LC,0.488674409310017,0.391162873070486,10.743376307348,5.79658907643225,0.0498417221150316,0.0274321114311361,8.81425838003982,0,0.0,1000,direct,Beamys_hindei,0.0
