EDGErank,EDrank,species,order,family,genus,RLcat,EDGEmed,EDGEiqr,EDmed,EDiqr,pextmed,pextiqr,TBLmn,isEDGEsp,isEDGEsp_frac,n_trees,match,mdd_sciName,extinct
1,23,Burramys_parvus,Diprotodontia,Burramyidae,Burramys,CR,24.4288352768582,4.26718653068784,25.8333946417601,4.4678316146383,0.969017552722647,0.0652740733396005,25.89502436858,1,1.0,1000,direct,Burramys_parvus,0.0
2,5,Daubentonia_madagascariensis,Primates,Daubentoniidae,Daubentonia,EN,20.0411644184954,11.4326095717708,40.23966447,7.9875085525,0.485787927334518,0.286754805576868,41.0324468814,1,1.0,1000,direct,Daubentonia_madagascariensis,0.0
3,41,Gymnobelideus_leadbeateri,Diprotodontia,Petauridae,Gymnobelideus,CR,19.5534365482907,3.32273151644772,20.5618230155105,3.18905435670835,0.967575510453126,0.0662981227538091,20.67481468046,1,1.0,1000,direct,Gymnobelideus_leadbeateri,0.0
4,57,Thylacinus_cynocephalus,Dasyuromorphia,Thylacinidae,Thylacinus,EX,16.4867158664922,9.58941283111975,17.5472780558803,9.86910910422895,0.969155670035643,0.064877221946645,11.6944638247126,1,1.0,1000,direct,Thylacinus_cynocephalus,1.0
5,15,Myrmecobius_fasciatus,Dasyuromorphia,Myrmecobiidae,Myrmecobius,EN,14.9427440471831,8.69718257276751,31.418465855,4.95583162566982,0.477873992604072,0.267504895809732,18.4315649679916,1,1.0,1000,direct,Myrmecobius_fasciatus,0.0
6,74,Manis_culionensis,Pholidota,Manidae,Manis,CR,14.762869842737,6.93892834669313,15.5856917570112,7.15002042917572,0.970356921865497,0.0643093832084664,6.59108618365414,1,1.0,1000,direct,Manis_culionensis,0.0
7,77,Desmana_moschata,Eulipotyphla,Talpidae,Desmana,CR,14.3347338126028,4.56312341146115,15.1524298913282,4.68006525442127,0.968126321131184,0.0631341423864674,12.533966043835,1,1.0,1000,direct,Desmana_moschata,0.0
8,82,Manis_pentadactyla,Pholidota,Manidae,Manis,CR,14.2305190945144,6.63240784481634,14.9962479587076,7.10916194866603,0.970255103189162,0.0643691045698731,0.868426868798592,1,1.0,1000,direct,Manis_pentadactyla,0.0
9,83,Manis_javanica,Pholidota,Manidae,Manis,CR,14.1766755545633,6.62788639767391,14.970963113293,6.60861819597227,0.970255103189162,0.0643103644654012,0.853712047122,1,1.0,1000,direct,Manis_javanica,0.0
10,92,Hydrodamalis_gigas,Sirenia,Dugongidae,Hydrodamalis,EX,13.5226904480663,5.2452458696675,14.1559180874686,5.41284202909809,0.966911057167071,0.0652397377367309,14.548775709549,1,1.0,1000,direct,Hydrodamalis_gigas,1.0
11,114,Varecia_variegata,Primates,Lemuridae,Varecia,CR,12.0680147972203,2.80016900856675,12.6348710165972,2.68344045611888,0.970140448847516,0.0600388275090146,0.9384068616351,1,1.0,1000,direct,Varecia_variegata,0.0
12,115,Varecia_rubra,Primates,Lemuridae,Varecia,CR,12.0536721476995,2.77098000311766,12.6173093348197,2.66854049082393,0.970168698415343,0.0598034797959762,0.9384068616351,1,1.0,1000,direct,Varecia_rubra,0.0
13,125,Nesophontes_zamicrus,Eulipotyphla,Nesophontidae,Nesophontes,EX,11.697758902624,9.24288984872096,12.2598325697117,9.59108859070434,0.971480630924533,0.0587008602226026,2.10158515641763,1,0.999,1000,direct,Nesophontes_zamicrus,1.0
14,129,Nesophontes_hypomicrus,Eulipotyphla,Nesophontidae,Nesophontes,EX,11.646584183579,9.16853429960072,12.159104001134,9.62765497963281,0.972169861077079,0.0587085092776561,2.06843726299326,1,0.999,1000,direct,Nesophontes_hypomicrus,1.0
15,130,Nesophontes_major,Eulipotyphla,Nesophontidae,Nesophontes,EX,11.6329312238063,9.15359894702807,12.1522270215467,9.52091622801568,0.971665168941719,0.0585878880043718,1.98866988744542,1,0.999,1000,direct,Nesophontes_major,1.0
16,127,Nesophontes_edithae,Eulipotyphla,Nesophontidae,Nesophontes,EX,11.6198477449682,9.23859128714618,12.2015879482078,9.33692305396784,0.971901297954209,0.05876937100762,2.10880363085917,1,0.999,1000,direct,Nesophontes_edithae,1.0
17,131,Nesophontes_micrus,Eulipotyphla,Nesophontidae,Nesophontes,EX,11.6063433444986,9.29274541801911,12.0586206646506,9.66067476552813,0.972057094636579,0.0586359677807056,2.0411130920168,1,0.999,1000,direct,Nesophontes_micrus,1.0
18,128,Nesophontes_paramicrus,Eulipotyphla,Nesophontidae,Nesophontes,EX,11.5907267530676,9.21776938634641,12.165445441141,9.8141209138029,0.972057094636579,0.0587085092776561,2.09919951152221,1,0.998,1000,direct,Nesophontes_paramicrus,1.0
19,135,Palaeopropithecus_ingens,Primates,Palaeopropithecidae,Palaeopropithecus,EX,11.3327497466917,3.02211867009093,11.9005888225414,3.10328735349456,0.970168698415343,0.0592863115158967,11.773176453362,1,1.0,1000,direct,Palaeopropithecus_ingens,1.0
20,26,Solisorex_pearsoni,Eulipotyphla,Soricidae,Solisorex,EN,11.2957921534854,7.42838271936586,24.83131725,5.693875665,0.485332410029096,0.281547552060227,22.5141185617028,1,0.984,1000,direct,Solisorex_pearsoni,0.0
21,165,Indri_indri,Primates,Indriidae,Indri,CR,10.4777834411613,2.33945298898505,10.9761721077651,2.43606539800417,0.969992492781841,0.0587467320169043,11.271215715527,1,1.0,1000,direct,Indri_indri,0.0
22,40,Manis_crassicaudata,Pholidota,Manidae,Manis,EN,10.3805169266787,6.05213803366778,21.2727951200673,5.78760821861504,0.487398791112181,0.294179283478246,6.80566695792007,1,1.0,1000,direct,Manis_crassicaudata,0.0
23,167,Hypogeomys_antimena,Rodentia,Nesomyidae,Hypogeomys,CR,10.3008976882293,3.0549797311084,10.8597365120737,2.96045607445083,0.969031333205242,0.0609183163912893,9.72751231063368,1,0.984,1000,direct,Hypogeomys_antimena,0.0
24,43,Ailurus_fulgens,Carnivora,Ailuridae,Ailurus,EN,9.70857183717701,5.57042467723476,20.31460987,3.514355915,0.486207987129446,0.281093695747637,20.2370479331,1,1.0,1000,direct,Ailurus_fulgens,0.0
25,198,Mystacina_robusta,Chiroptera,Mystacinidae,Mystacina,CR,9.51965559243238,4.53241511821956,10.0589504654225,4.71059398105612,0.970552445223898,0.0630151400127725,4.62739623117148,1,1.0,1000,direct,Mystacina_robusta,0.0
26,201,Macrotis_leucura,Peramelemorphia,Thylacomyidae,Macrotis,EX,9.4783740406166,5.34584023959192,9.98949546028823,5.36948659971247,0.969371471532928,0.0661190838265316,6.10900274566065,1,1.0,1000,direct,Macrotis_leucura,1.0
27,55,Neohylomys_hainanensis,Eulipotyphla,Erinaceidae,Neohylomys,EN,9.08741115835165,5.04528443682103,17.8405150559185,3.60643258695394,0.497897419964513,0.287806923582753,18.17555097967,1,1.0,1000,direct,Neohylomys_hainanensis,0.0
28,217,Pongo_abelii,Primates,Hominidae,Pongo,CR,9.07893809047151,1.90926475997548,9.55068613066188,1.8957187650385,0.970337072830097,0.0626589653720927,2.0097940558689,1,1.0,1000,direct,Pongo_abelii,0.0
29,218,Pongo_pygmaeus,Primates,Hominidae,Pongo,CR,9.07487390306284,1.91436173147808,9.51989859223483,1.92989462272,0.970496380151356,0.0626699867613592,2.0097940558689,1,1.0,1000,direct,Pongo_pygmaeus,0.0
30,231,Mirimiri_acrodonta,Chiroptera,Pteropodidae,Mirimiri,CR,8.96216293455609,2.31399738422893,9.37569033833381,2.37949546214124,0.972014482950201,0.0617597947941174,8.69163652187902,1,0.965,1000,direct,Mirimiri_acrodonta,0.0
31,237,Lipotes_vexillifer,Artiodactyla,Lipotidae,Lipotes,CR,8.79674332645601,1.84244597595333,9.21785343376307,1.84782389243277,0.971487706269254,0.0605287664654335,8.6685384082747,1,0.986,1000,direct,Lipotes_vexillifer,0.0
32,58,Galemys_pyrenaicus,Eulipotyphla,Talpidae,Galemys,EN,8.59451777892427,5.24717847493974,17.5119502512448,6.61802005446437,0.475060464888952,0.291477875834344,12.583411617353,1,1.0,1000,direct,Galemys_pyrenaicus,0.0
33,66,Bradypus_torquatus,Pilosa,Bradypodidae,Bradypus,EN,7.9187935569245,4.58014772569058,16.3467699150738,4.92040924517498,0.472051599209105,0.291228960577283,12.7363018402141,1,1.0,1000,direct,Bradypus_torquatus,0.0
34,315,Cheirogaleus_sibreei,Primates,Cheirogaleidae,Cheirogaleus,CR,7.65581152986988,2.38202504605327,8.00481657648464,2.46739453581763,0.970705609022416,0.0590220693147838,7.10353949555482,1,0.949,1000,direct,Cheirogaleus_sibreei,0.0
35,337,Dicerorhinus_sumatrensis,Perissodactyla,Rhinocerotidae,Dicerorhinus,CR,7.4559502653093,2.91692112056289,7.77050448928329,3.08162283410894,0.970552582153358,0.0640166266798522,6.403843556243,1,1.0,1000,direct,Dicerorhinus_sumatrensis,0.0
36,342,Bradypus_pygmaeus,Pilosa,Bradypodidae,Bradypus,CR,7.35241334562432,8.79553258559765,7.7332729167243,9.10147050482541,0.967518866204957,0.0637844103757803,6.2813185110724,1,0.873,1000,direct,Bradypus_pygmaeus,0.0
37,350,Bunolagus_monticularis,Lagomorpha,Leporidae,Bunolagus,CR,7.35225982767196,2.74112096961431,7.64927746300897,2.77326207289781,0.970450772009991,0.0600881893813111,6.41202883017328,1,0.921,1000,direct,Bunolagus_monticularis,0.0
38,17,Mystacina_tuberculata,Chiroptera,Mystacinidae,Mystacina,VU,7.22241031120793,2.45649810622642,30.3368324334319,6.52923732969241,0.242859398620689,0.0794655636130417,4.62739623117148,1,1.0,1000,direct,Mystacina_tuberculata,0.0
39,2,Dromiciops_gliroides,Microbiotheria,Microbiotheriidae,Dromiciops,NT,7.16017635067581,2.7028196126095,60.56579425,8.68770860250001,0.12083617438508,0.0408669665724608,60.72235130921,0,0.0,1000,direct,Dromiciops_gliroides,0.0
40,376,Pseudoryx_nghetinhensis,Artiodactyla,Bovidae,Pseudoryx,CR,6.90285015224545,2.21455593591366,7.25037895948419,2.23124365359993,0.971654723932162,0.0538582222707426,6.45464263496204,1,0.982,1000,direct,Pseudoryx_nghetinhensis,0.0
41,386,Zaglossus_attenboroughi,Monotremata,Tachyglossidae,Zaglossus,CR,6.84003522010026,5.10925397443714,7.1748529080035,5.39966688130144,0.967455089452413,0.0647343697944022,5.01865801395542,1,0.998,1000,direct,Zaglossus_attenboroughi,0.0
42,388,Zaglossus_bruijnii,Monotremata,Tachyglossidae,Zaglossus,CR,6.82206609992293,5.23058897634913,7.15854305632152,5.47679463852373,0.967518866204957,0.0646934708696501,5.0577226906716,1,0.995,1000,direct,Zaglossus_bruijnii,0.0
43,19,Phascolarctos_cinereus,Diprotodontia,Phascolarctidae,Phascolarctos,VU,6.70386612549364,2.23622774180289,28.0650221183788,3.9042442154002,0.241081713717168,0.0776844438419977,27.97987998172,1,1.0,1000,direct,Phascolarctos_cinereus,0.0
44,420,Chaeropus_ecaudatus,Peramelemorphia,Chaeropodidae,Chaeropus,EX,6.55407089232203,1.87186713492739,6.91519876006286,1.82464657498338,0.969371471532928,0.0658689486312304,6.8593245764513,1,0.986,1000,direct,Chaeropus_ecaudatus,1.0
45,21,Macrotis_lagotis,Peramelemorphia,Thylacomyidae,Macrotis,VU,6.37241711038737,2.18009680732858,27.0089787344616,4.67255597540155,0.241438704112126,0.0766738956818199,6.10900274566065,1,1.0,1000,direct,Macrotis_lagotis,0.0
46,97,Macrotarsomys_ingens,Rodentia,Nesomyidae,Macrotarsomys,EN,6.29634559614022,3.64190123852787,13.8322207318871,3.32563577642485,0.479724149359584,0.254954612964261,12.3255877274089,1,0.987,1000,direct,Macrotarsomys_ingens,0.0
47,106,Platanista_gangetica,Artiodactyla,Platanistidae,Platanista,EN,6.25790843244763,3.56477247652546,13.031825705,2.637112185,0.489819036257043,0.276165838367673,12.6217422229254,1,0.998,1000,direct,Platanista_gangetica,0.0
48,453,Diceros_bicornis,Perissodactyla,Rhinocerotidae,Diceros,CR,6.19541410012036,1.2810941839314,6.55362393960427,1.35967537072073,0.970681108270359,0.0640212749972664,5.599863916168,1,1.0,1000,direct,Diceros_bicornis,0.0
49,497,Rhinoceros_sondaicus,Perissodactyla,Rhinocerotidae,Rhinoceros,CR,5.87461090247561,1.32233184475454,6.16234602124141,1.3219349848205,0.970752204720894,0.0638020646465357,4.345315974799,1,1.0,1000,direct,Rhinoceros_sondaicus,0.0
50,122,Petauroides_volans,Diprotodontia,Pseudocheiridae,Petauroides,EN,5.84962973624491,3.18234964033321,12.3075982539548,2.55951973925892,0.473934003899485,0.285659657281705,11.147999463644,1,1.0,1000,direct,Petauroides_volans,0.0
51,146,Callistomys_pictus,Rodentia,Echimyidae,Callistomys,EN,5.81357847858348,3.07530986780078,11.638206675,2.83088518,0.49680441263765,0.271754012143866,11.4229983744968,1,0.982,1000,direct,Callistomys_pictus,0.0
52,529,Tokudaia_muenninki,Rodentia,Muridae,Tokudaia,CR,5.63935838480284,1.54085999041784,5.96492061451382,1.63654940999236,0.971256721251837,0.0598445632849638,4.156733661084,1,1.0,1000,direct,Tokudaia_muenninki,0.0
53,14,Hylomys_megalotis,Eulipotyphla,Erinaceidae,Otohylomys,DD,5.61093594557428,15.6151575265648,32.6045578000381,4.7630964563202,0.166341651089203,0.465905675785966,32.90371245971,0,0.0,1000,synonym:MSW3,Otohylomys_megalotis,0.0
54,118,Latidens_salimalii,Chiroptera,Pteropodidae,Latidens,EN,5.60397188276529,3.91061056484496,12.4878966761295,4.09471901218035,0.496217463674415,0.295095160725581,10.0884761607533,1,0.952,1000,direct,Latidens_salimalii,0.0
55,531,Potorous_gilbertii,Diprotodontia,Potoroidae,Potorous,CR,5.59442712551335,1.39267967022714,5.93217795118547,1.54285567562636,0.96740548127805,0.0656830960214105,3.8228454137195,1,1.0,1000,direct,Potorous_gilbertii,0.0
56,532,Potorous_platyops,Diprotodontia,Potoroidae,Potorous,EX,5.58641443396428,1.42241667728883,5.93167245019903,1.50986489419437,0.967608696061935,0.065085606462486,3.8228454137195,1,1.0,1000,direct,Potorous_platyops,1.0
57,160,Allocebus_trichotis,Primates,Cheirogaleidae,Allocebus,EN,5.51079508736354,3.01176304505171,11.0660506100007,2.57979891124463,0.490183656289765,0.287926927857761,11.298743075443,1,1.0,1000,direct,Allocebus_trichotis,0.0
58,563,Hippopotamus_lemerlei,Artiodactyla,Hippopotamidae,Hippopotamus,EX,5.50211014186379,2.31478425194888,5.75501557411784,2.4077197752915,0.971460660662379,0.0630003468624786,1.32220368608549,1,1.0,1000,direct,Hippopotamus_lemerlei,1.0
59,159,Choeropsis_liberiensis,Artiodactyla,Hippopotamidae,Choeropsis,EN,5.47898031187781,2.90707215802044,11.0693905030137,2.60972887493589,0.492824666571706,0.277272615103188,4.704819510962,1,1.0,1000,direct,Choeropsis_liberiensis,0.0
60,575,Propithecus_coquereli,Primates,Indriidae,Propithecus,CR,5.45093422563003,1.562460323826,5.71609405117235,1.6438886415438,0.970101068965987,0.0592863115158967,0.95036508010573,1,1.0,1000,direct,Propithecus_coquereli,0.0
61,561,Propithecus_tattersalli,Primates,Indriidae,Propithecus,CR,5.4471726549211,1.53642363668578,5.76109527573718,1.61306371693104,0.969992492781841,0.0590220693147838,0.96016578812606,1,1.0,1000,direct,Propithecus_tattersalli,0.0
62,569,Hippopotamus_guldbergi,Artiodactyla,Hippopotamidae,Hippopotamus,EX,5.44411314664372,2.32432069345382,5.72994160810378,2.36665096128631,0.971460660662379,0.0628383642110322,1.31690630568639,1,1.0,1000,synonym:nominalName,Hippopotamus_madagascariensis,1.0
63,577,Propithecus_deckenii,Primates,Indriidae,Propithecus,CR,5.44403660374777,1.61586310417858,5.69535384566065,1.57806450619219,0.970140448847516,0.0587555618040333,0.39296514351075,1,1.0,1000,direct,Propithecus_deckenii,0.0
64,568,Propithecus_verreauxi,Primates,Indriidae,Propithecus,CR,5.43536851700163,1.61989188669382,5.73032586735628,1.58802067858873,0.970140448847516,0.0587555618040333,0.39836858085876,1,1.0,1000,direct,Propithecus_verreauxi,0.0
65,585,Pygathrix_cinerea,Primates,Cercopithecidae,Pygathrix,CR,5.34719457050772,1.28856315548599,5.62249511562777,1.29437474855997,0.970168698415343,0.0625772058805667,2.1687867699307,1,1.0,1000,direct,Pygathrix_cinerea,0.0
66,591,Pygathrix_nemaeus,Primates,Cercopithecidae,Pygathrix,CR,5.31877239896014,1.25555597812855,5.59306119391306,1.31344926146585,0.970267930434586,0.0625544495736062,1.7286525300609,1,1.0,1000,direct,Pygathrix_nemaeus,0.0
67,594,Pygathrix_nigripes,Primates,Cercopithecidae,Pygathrix,CR,5.30089101665198,1.25210807486643,5.58860009708536,1.34015803069723,0.970267930434586,0.0626058754060843,1.7286525300609,1,1.0,1000,direct,Pygathrix_nigripes,0.0
68,612,Santamartamys_rufodorsalis,Rodentia,Echimyidae,Santamartamys,CR,5.21449808793133,1.94425020875315,5.48966896392102,1.99664841590557,0.971195634328994,0.0581255461919219,5.38231123624001,1,0.961,1000,direct,Santamartamys_rufodorsalis,0.0
69,178,Parantechinus_apicalis,Dasyuromorphia,Dasyuridae,Parantechinus,EN,5.15434602724495,2.8356441085088,10.6504422681012,1.99482557631255,0.477873992604072,0.277377566494308,10.729721059391,1,1.0,1000,direct,Parantechinus_apicalis,0.0
70,647,Gorilla_gorilla,Primates,Hominidae,Gorilla,CR,5.08464781872611,1.18406787679031,5.31579659628527,1.20703746960099,0.970732182770476,0.0625673258498765,1.1484672296089,1,1.0,1000,direct,Gorilla_gorilla,0.0
71,644,Gorilla_beringei,Primates,Hominidae,Gorilla,CR,5.07178757252691,1.18751070299504,5.33401090459406,1.20157295443985,0.970925260099311,0.0617369903915672,1.1484672296089,1,1.0,1000,direct,Gorilla_beringei,0.0
72,186,Tapirus_indicus,Perissodactyla,Tapiridae,Tapirus,EN,5.06129277559993,2.86856831014063,10.3618830600721,1.99215680828868,0.488884130876556,0.278400794456661,10.137294306357,1,1.0,1000,direct,Tapirus_indicus,0.0
73,651,Propithecus_candidus,Primates,Indriidae,Propithecus,CR,5.02281487531583,1.86593960853652,5.29497639456943,1.91690558976771,0.970101068965987,0.0590220693147838,1.12310259137101,1,1.0,1000,direct,Propithecus_candidus,0.0
74,642,Propithecus_coronatus,Primates,Indriidae,Propithecus,CR,5.00115278077807,1.89810873774647,5.34551341676937,1.93646460897904,0.969992492781841,0.0586357699999256,1.18439717259204,1,1.0,1000,direct,Propithecus_coronatus,0.0
75,230,Okapia_johnstoni,Artiodactyla,Giraffidae,Okapia,EN,4.62926618957885,2.58002788997201,9.38061589769566,2.08588992911636,0.488884130876556,0.270393031026851,7.892312417003,1,1.0,1000,direct,Okapia_johnstoni,0.0
76,768,Solenodon_marcanoi,Eulipotyphla,Solenodontidae,Solenodon,EX,4.54051757880209,5.69904416866231,4.82238749540926,6.1470270931393,0.967610996740023,0.0637844103757803,4.66801124516538,1,0.942,1000,direct,Solenodon_marcanoi,1.0
77,50,Chaetomys_subspinosus,Rodentia,Erethizontidae,Chaetomys,VU,4.53836128716239,1.68112265074375,18.992933735,5.21295599499999,0.244328775509288,0.0750378041694619,19.54753145838,1,1.0,1000,direct,Chaetomys_subspinosus,0.0
78,240,Dasyurus_hallucatus,Dasyuromorphia,Dasyuridae,Dasyurus,EN,4.41771717261734,2.52838773638245,9.15209893693389,1.63164461961702,0.477873992604072,0.27762240532749,9.237434752752,1,1.0,1000,direct,Dasyurus_hallucatus,0.0
79,816,Prolemur_simus,Primates,Lemuridae,Prolemur,CR,4.40926343722351,1.10236150498458,4.63072761762168,1.15844237391655,0.970168698415343,0.0596718604998523,4.694838026286,1,1.0,1000,direct,Prolemur_simus,0.0
80,52,Platacanthomys_lasiurus,Rodentia,Platacanthomyidae,Platacanthomys,VU,4.38764319858121,4.56402473611318,18.3462955267798,18.313777466258,0.245615576217225,0.075899658701331,18.483391676102,1,1.0,1000,direct,Platacanthomys_lasiurus,0.0
81,830,Xenothrix_mcgregori,Primates,Pitheciidae,Xenothrix,EX,4.37297497729905,4.2910398634067,4.58898766085615,4.47720539233284,0.970738174516614,0.0578151726032026,5.789523374352,1,0.984,1000,direct,Xenothrix_mcgregori,1.0
82,820,Caloprymnus_campestris,Diprotodontia,Potoroidae,Caloprymnus,EX,4.34540271203526,5.78054093207467,4.61448057911971,6.14037539647083,0.96721562322057,0.0652921634588661,5.16411595238385,1,0.776,1000,direct,Caloprymnus_campestris,1.0
83,855,Propithecus_perrieri,Primates,Indriidae,Propithecus,CR,4.25401265354573,1.7819968025029,4.47527907014377,1.84111249729733,0.969992492781841,0.0587467320169043,1.2261996552491,1,1.0,1000,direct,Propithecus_perrieri,0.0
84,278,Rhynchomeles_prattorum,Peramelemorphia,Peramelidae,Rhynchomeles,EN,4.24288680922552,3.56517362440296,8.56811598934106,5.87162363186616,0.482213169737514,0.27081882583176,9.631256764466,1,1.0,1000,direct,Rhynchomeles_prattorum,0.0
85,862,Phyllomys_mantiqueirensis,Rodentia,Echimyidae,Phyllomys,CR,4.24128716120243,1.83019602585084,4.45471257784179,1.86666034481329,0.971917945114711,0.0567272189991099,3.55038385011866,1,0.898,1000,direct,Phyllomys_mantiqueirensis,0.0
86,59,Hippopotamus_amphibius,Artiodactyla,Hippopotamidae,Hippopotamus,VU,4.19482637079917,1.87844621814882,17.4882680203317,7.67717252520916,0.245036159814798,0.0772746674980673,1.25442879520455,1,1.0,1000,direct,Hippopotamus_amphibius,0.0
87,884,Boromys_offella,Rodentia,Echimyidae,Boromys,EX,4.15649535340651,4.66420279873118,4.38602767197346,4.85171369279258,0.971293105700482,0.0585250787357109,1.20448980014468,1,0.871,1000,direct,Boromys_offella,1.0
88,889,Plecotus_sardus,Chiroptera,Vespertilionidae,Plecotus,CR,4.15176873291222,2.04157184606351,4.37692259115495,2.09484909546081,0.973278697082507,0.0537002744007925,4.17395163960118,1,0.879,1000,direct,Plecotus_sardus,0.0
89,880,Boromys_torrei,Rodentia,Echimyidae,Boromys,EX,4.14671352378542,4.6489803013747,4.40322333288772,4.89082337962318,0.971293105700482,0.0585774256524405,1.20448980014468,1,0.871,1000,direct,Boromys_torrei,1.0
90,9,Ornithorhynchus_anatinus,Monotremata,Ornithorhynchidae,Ornithorhynchus,NT,4.1411987991204,1.52347701041552,34.1065756004719,5.31526231798627,0.119103202381291,0.0429089932461164,32.3651797448,0,0.0,1000,direct,Ornithorhynchus_anatinus,0.0
91,283,Smutsia_gigantea,Pholidota,Manidae,Smutsia,EN,4.12004432540581,2.59819230611887,8.49696798896142,3.1854514506827,0.486437580716684,0.293573302089991,5.8117235335683,1,1.0,1000,direct,Smutsia_gigantea,0.0
92,12,Craseonycteris_thonglongyai,Chiroptera,Craseonycteridae,Craseonycteris,NT,4.11032396213619,1.439430988607,33.0021211183402,4.93616295181145,0.123169474089234,0.0428250644815393,33.76777218999,0,0.0,1000,direct,Craseonycteris_thonglongyai,0.0
93,910,Cricetus_cricetus,Rodentia,Cricetidae,Cricetus,CR,4.07173239653932,2.28999795755492,4.30039154664084,2.40731779303655,0.967589098252418,0.0616373966628061,3.53903878739868,1,0.812,1000,direct,Cricetus_cricetus,0.0
94,929,Neomonachus_tropicalis,Carnivora,Phocidae,Neomonachus,EX,4.05405346198362,1.00393757066713,4.25578589094581,1.07130439170143,0.969075507372485,0.0647665390443114,4.292300307092,1,1.0,1000,direct,Neomonachus_tropicalis,1.0
95,971,Propithecus_diadema,Primates,Indriidae,Propithecus,CR,3.96220953013344,1.93374764568465,4.1589131028315,1.95589605100699,0.969992492781841,0.0586357699999256,0.79908508627972,1,1.0,1000,direct,Propithecus_diadema,0.0
96,963,Ailurops_melanotis,Diprotodontia,Phalangeridae,Ailurops,CR,3.92607319263083,2.51305445610102,4.17982765947073,2.65957520375948,0.969017552722647,0.0652070892991468,3.04457053286206,1,0.99,1000,direct,Ailurops_melanotis,0.0
97,1,Orycteropus_afer,Tubulidentata,Orycteropodidae,Orycteropus,LC,3.9136020424357,2.13812176558414,77.817170075,14.9204145725,0.0500326133863431,0.0267078589621333,78.96804522673,0,0.0,1000,direct,Orycteropus_afer,0.0
98,994,Prolagus_sardus,Lagomorpha,Prolagidae,Prolagus,EX,3.91296672685418,7.96102291697204,4.08832931230602,8.35076555088196,0.971046491143967,0.0601738552321498,6.0662365933306,1,0.734,1000,direct,Prolagus_sardus,1.0
99,273,Pentalagus_furnessi,Lagomorpha,Leporidae,Pentalagus,EN,3.90242123396658,2.51611024506355,8.5998597660095,3.22131137060988,0.487816086382669,0.270775064020241,6.38643149556288,1,0.919,1000,direct,Pentalagus_furnessi,0.0
100,977,Simias_concolor,Primates,Cercopithecidae,Simias,CR,3.89576632285501,1.37863745419686,4.13871672593752,1.41232359931578,0.970267930434586,0.0625250770462054,1.7094248680988,1,1.0,1000,direct,Simias_concolor,0.0
101,56,Delanymys_brooksi,Rodentia,Nesomyidae,Delanymys,VU,3.88143849729195,2.66479641547403,17.6344519432956,10.8224878563584,0.240737277073419,0.0740262941485837,13.7631217432983,1,0.987,1000,direct,Delanymys_brooksi,0.0
102,312,Sarcophilus_harrisii,Dasyuromorphia,Dasyuridae,Sarcophilus,EN,3.86793204237025,2.17510283109693,8.07147666159001,1.45999919556782,0.478567228635719,0.278473969120477,8.091462485908,1,1.0,1000,direct,Sarcophilus_harrisii,0.0
103,295,Oryctolagus_cuniculus,Lagomorpha,Leporidae,Oryctolagus,EN,3.86784152587805,2.54954982261735,8.32175466353026,2.78732060646046,0.488202543034757,0.270465815118776,7.18801321527454,1,0.914,1000,direct,Oryctolagus_cuniculus,0.0
104,1014,Peromyscus_mayensis,Rodentia,Cricetidae,Peromyscus,CR,3.84131417436632,0.894970677129759,4.04083615000126,0.871611022704864,0.970198921405592,0.0594457932000437,3.38042301108534,1,0.886,1000,direct,Peromyscus_mayensis,0.0
105,268,Suncus_dayi,Eulipotyphla,Soricidae,Suncus,EN,3.83382954778733,3.54618606733652,8.66559806108706,6.49831869352483,0.487266487211265,0.280884959368886,6.71560450431122,1,0.901,1000,direct,Suncus_dayi,0.0
106,36,Nothrotheriops_shastensis,,,,DD,3.77870746422344,11.4094806318074,21.8373654466875,5.36844771883692,0.166822827201569,0.552536989291436,22.26804357659,0,0.0,1000,unmatched,,
107,298,Caprolagus_hispidus,Lagomorpha,Leporidae,Caprolagus,EN,3.77721191127624,2.57100086184926,8.245937002634,3.16079013228245,0.488034627054486,0.270775064020241,6.89838755515055,1,0.876,1000,direct,Caprolagus_hispidus,0.0
108,1029,Petaurus_abidi,Diprotodontia,Petauridae,Petaurus,CR,3.75899593327083,2.61253825826207,3.99825011663443,2.72808761331369,0.968318623716859,0.0662981227538091,3.60742566376059,1,0.822,1000,direct,Petaurus_abidi,0.0
109,1092,Geocapromys_ingrahami,Rodentia,Echimyidae,Geocapromys,CR,3.67217609599225,1.32169321246379,3.84580761587034,1.34289551111621,0.971348387062748,0.0589333814869302,1.25495587538469,1,1.0,1000,direct,Geocapromys_ingrahami,0.0
110,1104,Geocapromys_thoracatus,Rodentia,Echimyidae,Geocapromys,EX,3.66774735105931,1.53418550712892,3.83299817641975,1.58972369490044,0.971242801152796,0.059752581367758,1.27248373100813,1,0.997,1000,direct,Geocapromys_thoracatus,1.0
111,1103,Geocapromys_columbianus,Rodentia,Echimyidae,Geocapromys,EX,3.6462527340159,1.54687554597854,3.83311863095635,1.55769453654757,0.971400287179017,0.0586317239322695,1.2587302074862,1,0.997,1000,direct,Geocapromys_columbianus,1.0
112,417,Solenodon_cubanus,Eulipotyphla,Solenodontidae,Atopogale,EN,3.64338369600516,3.68763034575097,6.96275785459991,7.1063169164118,0.472501746298596,0.291945020876848,4.59463059576743,1,1.0,1000,synonym:MSW3,Atopogale_cubana,0.0
