order,n_species,n_EDGE,median_EDGE2,n_vgp_genome,n_EDGE_with_genome,pct_EDGE
Anura,6380,1148,0.9740246024728775,35,2,17.99373040752351
Caudata,659,144,1.86835174580536,8,1,21.851289833080425
Gymnophiona,199,22,2.05958870755964,3,0,11.055276381909549
