tree,PD,ePDloss
316,138940.952348062,22256.1686871324
317,137221.3005705,21515.7143876548
318,139079.8969334,21786.7208157736
319,134856.297002302,21751.0565720899
320,137768.491404112,21798.6710340204
321,135938.613732183,21236.371020181
322,141066.852368507,22127.8934404625
323,134147.42771001,20940.557171422
324,137371.388023589,21053.6817149658
325,139504.136036906,21859.1280156103
326,136010.677112923,21629.4348739791
327,139748.821396762,21869.6806121224
328,139958.607967357,21968.807292861
329,136995.071569233,21946.1783774247
330,134729.294955722,21739.5546030014
331,137464.578286284,21565.2938436978
332,137328.360509602,21940.9754539279
333,141817.513181272,22646.2015137236
334,140312.980958946,22251.8942308759
335,140738.927988603,22281.0777121145
336,135996.20796363,21797.6773651283
337,137271.622026804,21807.0425944523
338,135205.223560572,21605.910345563
339,132877.279033987,20783.4156510475
340,138352.520324927,21978.012814516
341,131866.858604432,20561.0940119364
342,137134.918395878,21862.2855176337
343,136602.418422901,21168.6125420547
344,138186.199774987,21372.8422236756
345,139412.103084134,21932.0939562384
346,136088.607734566,21573.8480237091
347,137195.105189393,21112.8154900412
348,139401.210173482,21991.1200202073
349,142326.353798358,22715.7984720443
350,137053.612217583,21681.2646185343
351,137902.914745237,21385.874608518
352,140573.679865,21443.5946771765
353,134904.7973701,20236.0285021557
354,139290.803175271,21273.5017351228
355,137796.803605775,20937.7785042349
356,145420.023200459,22898.4051531926
357,138519.107923874,21578.071232906
358,136395.435175316,21569.7320693063
359,135706.445358422,21127.3124073707
360,137113.535092645,21433.5018151307
361,138681.791398301,21722.1128373506
362,134357.252434239,21619.4906194037
363,140447.727311093,22105.4316278102
364,140819.020423294,22265.8156477698
365,144552.743735755,22514.370223733
366,142546.269956886,22605.0742869631
367,134154.515643917,21487.2336930205
368,137130.809766158,21652.9362971714
369,138557.876364585,22004.0939211508
370,137564.357517354,21988.0258032855
371,139348.026107819,22332.8386756912
372,139761.977234063,21522.3820029513
373,138755.999703641,21374.861947001
374,139621.414408869,21732.2665855397
375,138769.063712385,21598.9094458974
376,136862.621274358,21484.6708662737
377,140644.050508806,21949.5210970052
378,132729.104963706,20531.7215078032
379,131628.345385529,20330.7991786654
380,132138.47268188,20573.0253333334
381,135602.939311104,21510.6652667471
382,137067.497683466,21426.8143154028
383,134845.509405893,20784.0155369134
384,136291.467505433,21177.4504188842
385,129231.374728915,20397.4132190785
386,136146.359681138,21035.7919035635
387,132423.945586855,20320.2055090435
388,135486.685255482,21267.3452689899
389,130192.156045786,20058.2772771815
390,137716.51950604,21552.4953967364
391,133029.316450249,20448.5568172098
392,130169.322560095,20118.8151781682
393,130424.575762133,20691.0317597895
394,130085.539425666,20523.6000638739
395,132290.491418223,21077.456844088
396,132590.34911324,20639.149845492
397,131871.541327631,20782.7258753515
398,135545.506396285,21240.5889169237
399,135229.936643121,21245.5227372743
400,133629.84595022,20983.5350610537
401,132844.507727522,21069.3640148571
402,131225.41346058,20655.8325297979
403,126760.901460868,19799.7827672286
404,126812.688191553,19936.4080279183
405,134442.632259362,21802.3024132956
406,128634.460024157,20112.8095363593
407,125186.517037625,19779.2305640494
408,132343.437240354,21191.8939422699
409,132100.499752585,20848.4412889174
410,134073.617968779,21178.3676253714
411,133260.023532475,21277.5082548241
412,135613.653140024,21498.1464005117
413,134176.978103269,21308.0690316868
414,131296.212413724,20696.4118086762
415,130410.304297998,20527.9922791027
416,129655.381752589,20404.5637632315
417,131669.772233932,21064.4807645691
418,129751.638838107,20188.7847739089
419,128001.710276075,20024.7186624315
420,130977.712824702,20544.3947456892
421,130617.547932513,20387.0332121656
422,132285.706310163,20595.8661825488
423,129171.608082081,21015.3097947014
424,132459.916479448,20970.5725797082
425,132843.220025216,20786.5286857785
426,128874.0855808,20321.4504107772
427,131727.68112885,20771.5804325941
428,133287.943880618,21191.4429336028
429,131916.346403988,20956.2792529958
430,131105.49032783,20302.7183978658
431,128222.910570168,20085.5140380823
432,130168.994832429,20694.0233564679
433,129828.563490477,20455.5071899552
434,131440.221104587,20531.3780590056
435,132803.807367521,20939.8706090606
436,132220.886839359,20482.9699052561
437,129469.763360008,20137.5218935691
438,131465.659127564,20774.6586320159
439,126089.334238489,19611.3985343941
440,129270.765680889,19944.6992208523
441,128148.912696646,20040.1167263299
442,128502.122394423,20271.5995916586
443,135886.763501744,21162.4806702096
444,134459.296323558,21259.0353394661
445,132102.326318354,20786.6612178339
446,131828.991319303,20566.8864309383
447,129645.31212501,20183.0728902796
448,128461.886259156,19727.0248572784
449,128164.331088695,20332.0247571087
450,129746.151329004,20373.6032452437
451,127826.259149149,19683.8806298962
452,128219.617742896,19738.1232364385
453,128101.526353244,20391.7129195511
454,127086.679384793,19490.1030835211
455,130640.698196978,20276.9719718003
456,129143.818090305,20085.852545029
457,128715.597168864,19947.8122862698
458,128903.278879192,19952.2232680418
459,131108.800210394,20268.1212017443
460,132160.48307126,20524.5958814806
461,133136.899230913,20380.6051229219
462,131479.012105409,20090.0409099251
463,132077.038655785,20480.9289889729
464,128031.928321387,19849.6771950127
465,131669.174587945,20320.7645598541
466,128877.260003271,20547.9792567115
467,126709.175794519,19842.5401589277
468,127716.734800851,19954.313910166
469,132223.744948877,20501.232520279
470,130655.502524431,20030.1194795592
471,126901.868902419,19546.167847397
472,129805.95485845,20196.4873287107
473,128082.554040296,19791.9602362003
474,129921.724197041,19928.7068098094
475,131201.804919456,20006.9733160298
476,132404.028498392,20625.3589441308
477,133445.442154333,20430.1244094249
478,131699.59415439,20159.6513383186
479,129329.732522284,19944.1926217789
480,132060.090607014,19865.2950878266
481,133201.812274498,20415.7719754743
482,129720.732427192,19743.749899886
483,134505.718889307,20933.195380272
484,132454.841138252,20420.5644403593
485,131731.569368656,20468.5924982354
486,132314.17514071,20411.0697664114
487,135688.000705002,21124.2776688938
488,134040.983054659,20707.7520798315
489,135066.947548109,21179.4381537982
490,134027.0256618,20849.1936235296
491,133524.981302501,21019.8982523124
492,135614.277990583,21115.8027887067
493,136115.134274275,21298.9411695729
494,135613.847981884,21155.0966121581
495,135138.899333467,21026.3227731429
496,134409.430318964,21197.4697970406
497,138041.439524778,21267.3011635866
498,135779.764021856,20686.223907246
499,135692.725453356,20746.3760648547
500,134104.058841194,20743.0325388228
501,136627.074652251,20938.9839216223
502,139746.894373236,21778.8064770399
503,136493.74276877,21305.7651203465
504,136449.149728008,20665.7867436638
505,139425.097139543,21381.443097579
506,140594.730182523,21900.6187026436
507,140037.416591419,21589.6492057091
508,138749.947954935,21536.4841843587
509,135740.238947732,20744.2452733491
510,139735.629325059,21401.0609801009
511,138622.788589614,21730.8360437507
512,138377.554286741,21246.0789619432
513,136577.702797058,20862.2304837683
514,140746.097366697,21680.6175114509
515,138243.376810993,21029.987469212
516,140461.145309927,21898.4109999228
517,137716.262024386,21366.7589486821
518,134551.799074399,20660.155555526
519,132545.27458447,19777.8326693573
520,138564.969745718,21583.8592636185
521,137318.862799834,21060.1761064892
522,142531.074993978,22304.5951453872
523,140780.913901354,21627.4158527571
524,137224.286581471,21572.6798522039
525,138389.634275617,21463.4693004319
526,139578.65233769,21696.1680867638
527,132607.90129462,19832.2571295744
528,130897.576352097,20170.3695458293
529,136104.216627566,21334.1526900542
530,135204.512750149,21328.7756958044
531,133442.723160955,20751.2147301655
532,140846.842108983,21851.8486753336
533,139460.417153441,21314.1219568343
534,143171.933591556,22410.6235399717
535,138099.067815467,21323.4876804053
536,136009.683768063,21217.4747026828
537,141333.571681766,21821.0528617042
538,143523.095698492,22234.6513534004
539,147196.448185883,23022.8814757219
540,140702.255404514,21979.4006494544
541,141528.495286802,22179.2310554008
542,140988.88566537,21765.3432594888
543,139452.455106491,21092.6927000676
544,138065.741546035,21282.7701356701
545,135089.282966913,20606.9759472777
546,131883.573543522,20320.5190168727
547,136225.959497787,20719.3324907139
548,136961.180940519,20999.8078372868
549,139104.287372128,21317.6028839262
550,136468.304766868,20928.3269374634
551,137992.29947289,21528.0219016703
552,132616.575545907,20559.0953113573
553,139103.104836287,21679.8815505243
554,134676.474352745,20867.2946757195
555,130908.544823592,20415.0980063881
556,136183.27543243,21471.3211609946
557,136119.609078513,21161.280497689
558,136108.411612119,21251.0745920933
559,134669.196464157,20947.9028738693
560,135088.977286671,20972.3292783737
561,134175.4318552,20360.6638178988
562,134875.326953036,20920.6131290367
563,140212.751406867,21597.2151754585
564,137929.894001949,21315.2243227453
565,141117.390808001,21857.9536999038
566,140295.760041112,21658.5471472015
567,135462.57921285,21340.056974584
568,139431.651305314,21515.7261203566
569,140804.758517251,21514.6789207035
570,142083.630097263,22063.9223870869
571,143036.366566824,21758.1683705921
572,142244.79588275,22104.9902570986
573,137295.386441995,20865.0825985383
574,133541.375207973,20661.8020196166
575,137153.401925251,21457.0708045604
576,132890.039070722,20750.960559598
577,134966.719184294,21033.4330077886
578,138271.534995721,21320.2453767736
579,140119.657652804,21434.7721901284
580,141030.165891448,21564.8781768888
581,135086.301095311,20542.1759629359
582,136711.484173134,21145.1641786645
583,137510.245912701,21168.7480279901
584,138358.230825972,21344.1408669443
585,139269.158054165,21900.5329335254
586,139708.117768995,21997.7598926914
587,138001.542666926,21229.2833989385
588,140667.118308795,21449.9937972501
589,135434.069399402,20936.3510297534
590,138189.710507896,21053.5976458382
591,139502.733676807,21930.7177514491
592,136479.568069592,21439.2510949577
593,137292.773569672,21472.9641212592
594,137494.073981127,21187.401779042
595,136558.514407116,21155.18078425
596,136712.040450946,20898.3689075432
597,134367.425759303,20860.3694871005
598,136566.577805662,21327.7787601278
599,137862.878089312,21257.8790066023
600,132549.334656974,20500.1931271815
601,128275.451202661,19283.824503769
602,134443.062931067,20791.3881446611
603,129055.381978258,19636.9641679012
604,131271.002950906,20048.8217886002
605,135020.948220439,20785.9500356371
606,132301.254894623,20525.2331451977
607,135858.697920322,21158.7628969257
608,135357.239218338,20917.733996763
609,133930.16740828,21152.7960410537
610,132862.697400434,21192.3336391196
611,134340.090126929,20609.545191811
612,128817.130374205,19931.5298218987
613,130407.873760801,20336.2858051403
614,135270.393025106,21034.9217797678
615,130749.187402179,20747.6282624195
616,128504.341831824,20727.2845323439
617,131897.300161024,20923.1491604344
618,128327.940709692,19977.1082940334
619,131898.426326733,20489.5027245185
620,132873.614401146,20733.3081061926
621,131786.536534401,20428.5257296976
622,131947.513338844,20319.9530635565
623,131038.182192897,20203.9793114506
624,129117.877890221,19925.0070553948
625,130348.549265851,20157.2438622302
626,129125.803098417,19877.4062931698
627,129156.392139825,19568.4267107087
628,132879.44708028,20377.4330599604
629,130353.685979767,19848.2861480171
630,135627.966145445,20582.9811500979
631,131407.165229476,19478.2318796958
632,131189.960631696,19728.2999801408
633,136132.066111106,21150.7591119455
634,130752.922750902,20123.2277090083
635,134311.769924142,20600.4819747099
636,135370.752097581,20900.4927092417
637,131519.7758484,20296.4326549162
638,130249.715084664,20146.212532417
639,125958.887563252,19546.4640773317
640,128530.766845645,19625.1746268143
641,129868.212502361,19825.5087987969
642,128927.414416989,19935.207780469
643,127192.199358673,19439.4153636246
644,128258.970076133,19622.5318668675
645,126152.902861182,19468.7735537218
646,125492.642835295,19253.7183851795
647,127582.114355217,19605.8402342833
648,128828.279836553,20095.6187280247
649,130604.800063736,20142.0506174073
650,125429.57405052,19670.9756601833
651,126089.945795569,19131.1098862893
652,131716.708483328,20151.6203987315
653,126079.433412672,19274.1033117319
654,124454.642546603,19696.135295896
655,126574.447836891,19821.9641687137
656,124560.396672566,19735.2828988678
657,124624.393466889,19458.9333276256
658,125716.86651773,19501.978845473
659,126428.251425309,19875.1182589974
660,129293.674697465,20295.4880492093
661,127135.774887557,19503.1586920498
662,131599.94836402,20636.6046299331
663,129547.091244525,19899.4821192571
664,126629.365344307,19343.3810847675
665,125971.388196313,19416.4489546357
666,131201.574565051,20119.782185381
667,131470.512301622,20617.3266515411
668,135369.000393033,21149.3574410433
669,133802.562895358,20892.5115586049
670,131637.126795401,20435.6533181531
671,129605.512147522,20604.4420179808
672,126115.730465359,19428.3874138392
673,127685.117273487,19904.4297274657
674,127873.421952412,19855.3714518411
675,129786.87479655,19855.2144583758
676,126182.039431917,18962.6493734235
677,129954.003541965,19972.3473040697
678,131111.142756697,20295.9387540756
679,127241.991587921,19943.9052261018
680,132992.661197441,20558.5521201922
681,131271.113106137,20256.2020893202
682,132026.641213883,20440.1861910562
683,129689.576850283,20074.6050434356
684,136146.919582873,21440.6421608032
685,130952.978175414,19718.2463017906
686,130995.791493986,20325.8347462986
687,130585.760138553,20084.6225051941
688,129670.355217632,19797.4290755212
689,132684.488987035,20092.6915076272
690,132916.059435204,20549.1544278507
691,132647.216962704,20838.4759545192
692,132736.323693157,20860.2480684227
693,130507.67045653,20385.16037024
694,132141.245674485,20719.6057786909
695,132823.079550115,20545.978367101
696,127946.446994513,20160.8199813356
697,136550.269109705,21591.3479786959
698,139721.936425959,22593.4668859962
699,135935.803475489,21282.3188261838
700,137849.022351258,22053.8890445163
701,133402.296276923,20605.5765690714
702,136003.636492566,21297.1085091935
703,136235.999136629,21139.9066372076
704,132727.962071457,20682.9102918781
705,130254.967442142,20490.6251402692
706,132448.352145645,21335.2300725643
707,135513.338096049,21151.9852174425
708,131920.36323769,20735.1911034938
709,138406.458847555,21667.0447202752
710,136517.342006076,21227.1243295796
711,137086.288985143,21377.2924477014
712,127724.186218424,20262.020668156
713,127676.025290133,20511.2958879246
714,140808.791039299,21618.4518424126
715,122871.94557833,19080.0983947075
716,143855.313865565,22600.0270927913
717,141999.575262822,22076.393888718
718,120832.040709252,19159.516988572
719,122101.374575303,19165.9393572958
720,139253.266327469,22221.2102074261
721,137544.48544427,21362.8436525055
722,123374.122263674,19351.8928795455
723,119345.637506187,18551.1133512363
724,136090.336494492,21345.9274596049
725,140476.040271305,22201.3158103029
726,139498.963535554,22375.9642392818
727,122034.515510154,19236.3115500332
728,124904.313889372,19900.8046015386
729,126663.056045977,20020.9489112186
730,135637.981053271,21576.4022432997
731,136205.942303833,21693.9254467944
732,133015.125654558,21062.0036713644
733,132255.142974229,21429.0989061611
734,136424.12309872,21156.6808405485
735,136327.319636995,21529.231953692
736,133595.321812026,21279.0667719104
737,134335.98483334,21290.4840595284
738,131573.715360509,20673.569812869
739,133847.551103512,20785.5194083281
740,133608.035096753,20789.5414703151
741,132126.698006604,20536.4769960184
742,135637.920469613,21043.0616959243
743,134862.816806306,20684.2258719585
744,139607.414273223,22181.11409033
745,140124.520125244,21685.3053988234
746,141023.66600228,21557.3977828967
747,140377.10082634,22119.7954322486
748,138835.04424929,21177.435139703
749,140031.070607881,21834.4417621857
750,140699.183638156,21525.4485823464
751,143584.875487406,22426.4385987351
752,137716.197883005,20960.7225723139
753,139422.026134808,22096.368563814
754,140267.409523448,21679.00874276
755,138026.74913061,21553.2025633406
756,136410.959270051,21193.2596874063
757,139097.688338933,22081.8295080075
758,140710.149594352,21988.2022880754
759,127708.507136041,19793.7656236406
760,126924.071793393,20085.8047689235
761,128386.186543036,19710.8073641763
762,125490.900401915,19767.6375256135
763,138272.917148919,21653.2779258011
764,138483.258206482,21307.9975592488
765,141739.424529024,21681.2363658015
766,130660.914043138,20073.6587092039
767,129683.773495433,19581.1839626546
768,129671.760642236,19985.4192638399
769,138869.895303285,22045.6224801026
770,128149.405997981,19960.9150277881
771,127297.09435023,19581.195227285
772,142699.904347899,21630.4980365428
773,139582.393500802,20973.2971509308
774,144433.654430322,21555.1334939305
775,136841.295331297,20958.5494786755
776,136187.459811081,21252.5408889907
777,141183.804019695,21832.0572482435
778,129480.616763831,20077.9020016825
779,141502.103732377,21836.5482026601
780,141542.752367718,21614.3935481132
781,141113.908230661,21686.5729056438
782,147641.053697352,22672.0976075702
783,131346.003466792,20537.6288726244
784,147285.993135467,22872.6240668535
785,142601.40630207,22165.0814427375
786,145917.626308459,22255.0376931249
787,146890.173934378,22770.9648171414
788,148257.508112739,22787.8868564469
789,150635.672387627,22919.3108559011
790,145806.925104222,22561.3396827481
791,148605.218726058,22528.2245595107
792,138793.531783716,21330.4307694894
793,139412.674388069,21204.2953965205
794,135966.064801127,20671.1358777594
795,135964.461593675,20827.886015014
796,135714.920172418,20473.5200826277
797,141775.913754821,21646.1011653546
798,139976.109077067,21728.7030548921
799,136171.684758955,20905.4676532627
800,137304.209823045,21086.5694762365
801,141046.469670113,22027.9772694454
802,136370.659428485,21099.3163819214
803,139244.834068268,21857.9595216549
804,137610.141249814,20954.4364250063
805,139505.282821866,21381.0209250761
806,159877.509498167,24411.3823922675
807,134651.903939731,20724.113677876
808,132458.123400949,20173.0274689017
809,127431.711362482,19566.9377930876
810,128720.9595777,19626.3511551535
811,135800.965993953,20772.1893887828
812,134922.346712829,20909.4691706692
813,133887.739173971,20611.2634736483
814,135167.231553172,20806.9124458406
815,131814.075581122,20240.475363832
816,131517.941291912,20090.4411273373
817,130638.715758852,19865.778481981
818,131152.869230585,20369.4998076949
819,137771.143397143,20873.3577844538
820,136580.907165525,21205.338256123
821,136504.884266972,21187.6245239565
822,134058.730262871,20525.2590998723
823,136715.411257686,21730.5723592611
824,135500.372927171,20727.9740184273
825,140004.4626106,21648.6571034189
826,136171.421639838,21104.4187126346
