tree,PD,ePDloss
660,32777.1714853101,3312.57903763671
661,33427.4923515007,3441.59245329885
662,32601.2519300284,3136.2408988802
663,32840.9644091598,3375.22315426501
664,32947.5638469489,3414.8283710328
665,32703.1529496755,3304.84742998258
666,32795.756160172,3306.24167054197
667,32129.0782117569,3263.78347005757
668,32939.3299103769,3484.04142226644
669,33288.7387683297,3418.78173361543
670,33333.2483815063,3355.42145108606
671,32876.7918515464,3337.92369177276
672,32713.4869380746,3291.07876547948
673,31944.9702837315,3369.15365130622
674,31430.1306888016,3216.70594588112
675,31260.2956561516,3244.75336486388
676,30957.6846569084,3196.43298963747
677,30812.7823654487,3148.0459830441
678,30730.3934092557,3168.72005150945
679,30670.27199009,3042.1916780448
680,31118.5178347826,3230.80372385788
681,31622.5491887868,3139.89628675458
682,31806.3089856469,3188.56490536295
683,31590.7020977452,3226.92323677921
684,32170.9728883485,3278.04105961486
685,32468.0586903676,3307.75706801744
686,31958.2735277712,3236.6408143088
687,31893.7467512629,3273.64705160857
688,30986.9963787234,3174.0433573384
689,31872.4409185755,3352.38021966211
690,32663.0593721153,3280.63194078752
691,32937.2850722725,3322.5279263221
692,32290.220372066,3330.93815909215
693,31357.8533719499,3170.8623884755
694,32292.7476345019,3266.81263958827
695,32364.3763432787,3172.34976864444
696,32274.9290737223,3265.45149687554
697,32403.1796796936,3371.16377458551
698,32437.154240722,3276.55727405366
699,32467.6048620108,3257.2949304376
700,33050.0693241174,3319.0290932383
701,33195.2685312441,3298.85420002258
702,32943.0912272313,3290.0415224552
703,33039.9682800359,3281.66158546677
704,33043.2977481326,3326.63209810279
705,32755.4843663129,3429.27412301847
706,32298.2937132656,3277.14782322032
707,32907.204302488,3343.23645629943
708,32257.2287156006,3168.15378565312
709,32179.4096925933,3370.05262982284
710,30898.5825650433,3115.52390108655
711,31409.5201619988,3188.91257343722
712,30902.8846770374,3140.77426315989
713,32075.7366760271,3257.31498987894
714,31844.4806704906,3162.37330974542
715,31762.2969392771,3263.69218112018
716,31430.5520101861,3162.44338726558
717,30708.3400888618,3125.10292858177
718,31615.143126082,3142.53504897385
719,31340.8758832684,3170.94691098322
720,31218.9938234789,3166.85830529412
721,30826.234466141,3168.45094378278
722,30869.2596783638,3155.98303033605
723,30690.5236926932,3075.69751950509
724,31183.9274670766,3157.0324675418
725,30581.7389988854,3088.14797793308
726,30705.7875277691,3096.84877264749
727,30886.0404751613,3129.29471995458
728,31404.5061462986,3249.51894529999
729,31280.2339171178,3172.22956440902
730,31531.6360192697,3162.76437038087
731,31507.674830826,3149.14254045389
732,31794.6821991896,3130.99870938955
733,31516.6719595524,3100.81256498337
734,31358.5008033573,3147.71960823929
735,31731.6105077103,3219.66276866105
736,30554.4471803182,3096.3292423756
737,30423.7055071927,2999.95794523214
738,30652.2902602242,3028.77716245473
739,30023.5714759284,3031.9287016576
740,30627.1431790441,3049.04586551767
741,30910.1941607282,3214.84536294426
742,31000.7605842088,3141.76616443366
743,31224.0170696102,3155.26169516447
744,31037.786999219,3106.45396748749
745,31172.0926403816,3028.27959432635
746,31032.2366331065,3077.46072531882
747,30581.1572390445,3004.58086480108
748,30480.690862166,3104.60966237109
749,31283.6735120872,3139.5937945277
750,31580.854190174,3120.87355996272
751,29766.0171153872,2980.83071485275
752,30052.0849844586,3113.35459976325
753,30239.4298479746,3145.26985375253
754,29689.2841188364,3019.74714571869
755,28955.1592598321,2923.00360233676
756,29283.6080985431,2910.46759818778
757,31654.6907954099,3304.48774475006
758,31352.5043605319,3153.03171431109
759,31106.6217980638,3095.83266996604
760,29680.9235976951,2920.29453908582
761,31803.1809505394,3156.64223264267
